,allIn,bet,cards,chips,folded,isHuman,isOnline,isSurvive,reloadCount,roundBet,position,me,win,score
29ee89c64af5a98ae3073d3b707ff421,False,10.0,,2990.0,False,False,True,True,0.0,0.0,SB,False,,
c4d15f8c11c4692b6e38922431d096f9,False,20.0,,2980.0,False,False,True,True,0.0,0.0,BB,False,,
8518eafd8feec0d8c056d396122a175a,False,20.0,,2980.0,False,False,True,True,0.0,0.0,1,False,,
140c5dea2b267076496d0a00ed8e0382,False,0.0,,3000.0,False,False,True,True,0.0,0.0,2,False,,
e9843887df75c1ffa01b15375882dfe1,False,20.0,,2800.0,False,False,True,True,0.0,0.0,3,False,,
3b770ebe9b04f171f0ead0e07d8e2882,False,0.0,,3000.0,False,False,True,True,0.0,0.0,4,False,,
5e0c8da259fdf3501994637edb76a0a4,False,0.0,,3000.0,False,False,True,True,0.0,0.0,5,False,,
29988429c481f219b8c5ba8c071440e1,False,0.0,,3000.0,False,False,True,True,0.0,0.0,6,False,,
jyp,False,0.0,♣2 ♦4,2990.0,True,False,True,True,0.0,0.0,D,True,True,2990.0
859d73cfb5fd4aa9497e5a728732037e,False,0.0,♠4 ♣7,1130.0,True,False,False,True,0.0,0.0,,,,
bc28af6f750004729474ccbb403bd0ee,False,0.0,♠2 ♦2,1430.0,False,False,True,True,0.0,0.0,,,,
835b6db99913bde04ce46dc1b6066f90,False,0.0,,0.0,False,False,True,False,0.0,0.0,,,,
6f5083db4a6bb2cc5e40023dbe1b761c,False,0.0,♣5 ♥10,12850.0,True,False,True,True,0.0,0.0,,,,
e171af91cd10706a4780e7d9686ab45b,False,0.0,,6100.0,False,False,True,True,0.0,0.0,,,,
5ba3f455357cdf9eee1aa698cc2219cc,False,0.0,,2530.0,False,False,True,True,0.0,0.0,,,,
64bd3da256dcaf5ef87360a1e3ee4917,False,0.0,,2910.0,False,False,True,True,0.0,0.0,,,,
04a538997c2c3bf463a5264220fa89e3,False,0.0,,2820.0,False,False,True,True,0.0,0.0,,,,
1f11bed6c99549af7d6dfa7ba6966c17,False,40.0,,3430.0,False,False,True,True,0.0,0.0,,,,
f8557354998f5400cde08ed6d04c7b14,False,0.0,,1470.0,True,False,True,True,0.0,0.0,,,,
b040f7f4a7b4cf0fe8482beaffd569b1,False,0.0,,1580.0,True,False,True,True,0.0,0.0,,,,
df8b15ba30764e3b9ce084c11336603a,True,0.0,♥5 ♦3,0.0,False,False,True,True,0.0,0.0,,,,
ac58ac381d93dce7196ef3dc213db514,False,0.0,♠7 ♣3,2980.0,True,False,True,True,0.0,0.0,,,True,2980.0
71826cd0e8696f766cef09ec0af2a618,True,0.0,♦7 ♣4,0.0,False,False,True,True,0.0,0.0,,,,
e34a8899ef6468b74f8a1048419ccc8b,True,0.0,♥4 ♣10,0.0,False,False,True,True,0.0,0.0,,,,
a1931ec126bbad3fa7a3fc64209fd921,True,0.0,♦Q ♥A,15030.0,True,False,True,True,0.0,0.0,,,True,15030.0
0e3e06c992d1ead056a6861bb46b28a8,True,0.0,♦2 ♦5,0.0,False,False,True,True,0.0,0.0,,,,
