,allIn,bet,cards,chips,folded,isHuman,isOnline,isSurvive,reloadCount,roundBet,position,me,win,score
ee53d4213c897ad632bb8d824762f918,False,0,,0,False,False,True,False,0,0,,False,,
af83f787e8911dea9b3bf677746ebac9,False,0,♣7 ♥4,2620,True,False,False,True,0,0,4,False,True,2620.0
17a169e8c69b2effd9315975ac833b78,False,0,♦8 ♣A,3628,True,False,True,True,0,0,5,False,True,3628.0
a13fdaf9882ebf07cfea5f73df976e39,False,0,♣4 ♥A,8334,True,False,True,True,0,0,D,False,True,8334.0
49cdc31909f30a608d9c093e76d80c63,False,0,♠5 ♠6,1746,False,False,True,True,0,0,SB,False,True,1746.0
8518eafd8feec0d8c056d396122a175a,False,0,,0,False,False,True,False,0,0,,False,,
e66f111bad61bdb688192fa9f85acc71,False,0,♣Q ♠K,2289,True,False,True,True,0,0,BB,False,True,2289.0
ede087847c63f8684e04900b0f1c47ed,False,0,♠J ♦9,3039,True,False,True,True,0,0,1,False,True,3039.0
8ad6657751f02301029f8a7499e1cd50,False,0,♥2 ♦K,561,True,False,True,True,0,0,2,False,True,561.0
jyp,False,0,♥7 ♥9,7783,True,False,True,True,0,0,3,True,True,7783.0
