,allIn,bet,cards,chips,folded,isHuman,isOnline,isSurvive,reloadCount,roundBet,position,me,win,score
e9843887df75c1ffa01b15375882dfe1,False,0.0,♣9 ♦8,2490.0,True,False,True,True,0.0,0.0,4,False,True,2490.0
8ad6657751f02301029f8a7499e1cd50,False,0.0,,2970.0,False,False,True,True,0.0,0.0,D,False,,
jyp,False,0.0,♥2 ♥Q,2910.0,True,False,True,True,0.0,0.0,SB,True,True,2910.0
19517e6a43e3c76ced8e3c9ec6447b4f,False,20.0,,2940.0,False,False,True,True,0.0,0.0,BB,False,,
77381d92d777f73ed5317e9ca3f255ac,False,20.0,,2740.0,False,False,True,True,0.0,0.0,1,False,,
bc170e6be8cd96fe6e1b91bd0e321362,False,0.0,,2980.0,True,False,True,True,0.0,0.0,2,False,,
bc28af6f750004729474ccbb403bd0ee,False,0.0,,2970.0,False,False,True,True,0.0,0.0,3,False,,
57eb0415a06a0bef907e4ce2d3d8daac,False,0.0,,670.0,False,False,True,True,0.0,0.0,,,,
b8682092cae86d1e20892b767f52bbfb,False,80.0,,3210.0,False,False,True,True,0.0,0.0,,,,
64bd3da256dcaf5ef87360a1e3ee4917,False,160.0,,2610.0,False,False,True,True,0.0,0.0,,,,
1f11bed6c99549af7d6dfa7ba6966c17,False,0.0,,8540.0,True,False,True,True,0.0,0.0,,,,
e171af91cd10706a4780e7d9686ab45b,False,0.0,,0.0,False,False,True,False,0.0,0.0,,,,
2c56c360580420d293172f42d85dfbed,False,0.0,♥5 ♠10,1520.0,True,False,True,True,0.0,0.0,,,True,1520.0
5219d9bcbc4ede02777674d0a75a7b74,False,0.0,♥J ♠A,2730.0,True,False,False,True,0.0,0.0,,,True,2730.0
7598d7937e2d413d6587ab562e3613a2,False,0.0,♣K ♦K,5656.0,True,False,True,True,0.0,0.0,,,True,5656.0
5f056dbdb4e73cbe5e32cd87ec5d4b5b,False,0.0,♣6 ♣A,2490.0,True,False,True,True,0.0,0.0,,,True,2490.0
31a75d2f1a612eed66f277bb789a7d76,False,0.0,♦2 ♥4,1332.0,True,False,True,True,0.0,0.0,,,True,1332.0
e66f111bad61bdb688192fa9f85acc71,False,0.0,♥6 ♦7,6240.0,True,False,True,True,0.0,0.0,,,True,6240.0
2bcebc8c9c8b04337d5af15b6545aaea,False,0.0,♥10 ♣Q,1362.0,True,False,True,True,0.0,0.0,,,True,1362.0
a1931ec126bbad3fa7a3fc64209fd921,False,0.0,♦6 ♦5,3270.0,True,False,False,True,0.0,0.0,,,True,3270.0
