,allIn,bet,cards,chips,folded,isHuman,isOnline,isSurvive,reloadCount,roundBet,position,me,win,score
e9843887df75c1ffa01b15375882dfe1,True,0.0,♥4 ♥10,0.0,False,False,True,True,0.0,0.0,BB,False,,
9b1173b530529d85ac1d9a2e037466f6,False,0.0,,2950.0,True,False,True,True,0.0,0.0,1,False,,
1f11bed6c99549af7d6dfa7ba6966c17,False,0.0,,650.0,True,False,True,True,0.0,0.0,2,False,,
29ee89c64af5a98ae3073d3b707ff421,False,0.0,,4042.0,False,False,True,True,0.0,0.0,3,False,,
64bd3da256dcaf5ef87360a1e3ee4917,False,0.0,♥3 ♠2,2820.0,True,False,True,True,0.0,0.0,4,False,True,2820.0
fb90eb5c0ac56ccf3eea433a56f209a1,False,0.0,,0.0,False,False,True,False,0.0,0.0,,False,,
39104bb03b0a93f3bcf109363bba51d8,False,0.0,,3074.0,False,False,True,True,0.0,0.0,D,False,,
jyp,False,0.0,♥J ♦6,3680.0,True,False,True,True,0.0,0.0,SB,True,True,3680.0
9facbf452def2d7efc5b5c48cdb837fa,True,0.0,♦5 ♥Q,0.0,False,False,True,True,0.0,0.0,,,,
859d73cfb5fd4aa9497e5a728732037e,True,0.0,♠Q ♣10,8500.0,True,False,True,True,0.0,0.0,,,True,8500.0
