,allIn,bet,cards,chips,folded,isHuman,isOnline,isSurvive,reloadCount,roundBet,position,me,win,score
e9843887df75c1ffa01b15375882dfe1,False,0.0,♥A ♣2,3000.0,True,False,True,True,0.0,0.0,1,False,True,3000.0
9b1173b530529d85ac1d9a2e037466f6,False,0.0,♣J ♣Q,2960.0,True,False,True,True,0.0,0.0,2,False,True,2960.0
1f11bed6c99549af7d6dfa7ba6966c17,False,0.0,,2022.0,True,False,True,True,0.0,0.0,3,False,,
29ee89c64af5a98ae3073d3b707ff421,False,0.0,,3936.0,False,False,True,True,0.0,0.0,4,False,,
64bd3da256dcaf5ef87360a1e3ee4917,False,0.0,,3060.0,False,False,True,True,0.0,0.0,D,False,,
fb90eb5c0ac56ccf3eea433a56f209a1,False,0.0,,0.0,False,False,True,False,0.0,0.0,,False,,
39104bb03b0a93f3bcf109363bba51d8,False,10.0,,1658.0,False,False,True,True,0.0,0.0,SB,False,,
jyp,True,0.0,♥K ♠4,6100.0,True,False,True,True,0.0,0.0,BB,True,True,6100.0
840483e7137b46486ca72e52215b2be3,False,0.0,♣10 ♣9,2850.0,False,False,True,True,0.0,0.0,,,,
ca81c08c8fc0f1e16ca09c4b2693bb99,False,0.0,♥8 ♠3,3050.0,True,False,True,True,0.0,0.0,,,,
433fc8503185ffd33018f90e56016fd7,False,0.0,♣A ♠7,2930.0,True,False,False,True,0.0,0.0,,,,
49cdc31909f30a608d9c093e76d80c63,False,0.0,♥5 ♥6,3290.0,False,False,True,True,0.0,0.0,,,,
9f6290f4436e5a2351f12e03b6433c3c,True,0.0,♠10 ♣K,0.0,False,False,True,True,0.0,0.0,,,,
e32429b026b830711bab22cdb0c3a90a,False,0.0,♦K ♠A,2940.0,True,False,True,True,0.0,0.0,,,True,2940.0
2264dde87a1b2e76f5f681fac37bfad5,False,0.0,,2440.0,True,False,True,True,0.0,160.0,,,,
ede087847c63f8684e04900b0f1c47ed,False,160.0,,2750.0,False,False,True,True,0.0,260.0,,,,
82c3e2fbf6594464caa5af35cf0c10b1,False,0.0,,3390.0,False,False,True,True,0.0,260.0,,,,
