,allIn,bet,cards,chips,folded,isHuman,isOnline,isSurvive,reloadCount,roundBet,position,me,win,score
859d73cfb5fd4aa9497e5a728732037e,False,0.0,♦3 ♠2,3000.0,True,False,True,True,0.0,0.0,SB,False,True,3000.0
e9843887df75c1ffa01b15375882dfe1,False,0.0,,2870.0,True,False,True,True,0.0,20.0,BB,False,,
bc28af6f750004729474ccbb403bd0ee,False,160.0,,3350.0,False,False,True,True,0.0,0.0,1,False,,
835b6db99913bde04ce46dc1b6066f90,False,0.0,,2600.0,True,False,True,True,0.0,0.0,2,False,,
6f5083db4a6bb2cc5e40023dbe1b761c,False,0.0,,3530.0,True,False,True,True,0.0,0.0,3,False,,
jyp,True,0.0,♣Q ♥9,9045.0,True,False,True,True,0.0,0.0,D,True,True,9045.0
e171af91cd10706a4780e7d9686ab45b,False,0.0,,1560.0,False,False,True,True,0.0,1360.0,,,,
5ba3f455357cdf9eee1aa698cc2219cc,False,0.0,,2790.0,True,False,True,True,0.0,80.0,,,,
64bd3da256dcaf5ef87360a1e3ee4917,False,0.0,,2970.0,True,False,True,True,0.0,0.0,,,,
04a538997c2c3bf463a5264220fa89e3,False,0.0,,2880.0,True,False,True,True,0.0,10.0,,,,
1f11bed6c99549af7d6dfa7ba6966c17,False,0.0,,2960.0,True,False,True,True,0.0,40.0,,,,
f8557354998f5400cde08ed6d04c7b14,False,960.0,,830.0,False,False,True,True,0.0,1360.0,,,,
b040f7f4a7b4cf0fe8482beaffd569b1,False,0.0,,1620.0,True,False,True,True,0.0,1360.0,,,,
9facbf452def2d7efc5b5c48cdb837fa,True,0.0,♠9 ♦4,0.0,False,False,True,True,0.0,0.0,,,,
bc170e6be8cd96fe6e1b91bd0e321362,False,0.0,♠Q ♦J,2975.0,True,False,True,True,0.0,0.0,,,True,2975.0
6f3aab7bbd7abf3398d4c8e0007cc4d7,True,0.0,♥8 ♣8,0.0,False,False,True,True,0.0,0.0,,,,
a4e2b346a3303907c104182559bc070f,False,0.0,♣K ♦K,2980.0,True,False,False,True,0.0,0.0,,,True,2980.0
924ff83ff1e671bacfb07ff12b845703,False,0.0,♥J ♥8,2990.0,True,False,True,True,0.0,0.0,,,,
b8682092cae86d1e20892b767f52bbfb,False,0.0,♥2 ♥3,2960.0,True,False,True,True,0.0,0.0,,,,
