,allIn,bet,cards,chips,folded,isHuman,isOnline,isSurvive,reloadCount,roundBet,position,me,win,score
4a4079e06eb2f7ba7a12821c7c58a3f6,False,0.0,,2730.0,False,False,False,True,0.0,0.0,3,False,,
a840f97564574b54956c385088b90e81,False,0.0,,3980.0,False,False,True,True,0.0,0.0,D,False,,
bc170e6be8cd96fe6e1b91bd0e321362,False,0.0,,2910.0,False,False,True,True,0.0,0.0,SB,False,,
64bd3da256dcaf5ef87360a1e3ee4917,False,0.0,,2900.0,True,False,True,True,0.0,0.0,BB,False,,
5849fc32e5d3d3fe0e1a7b0f78fc4921,False,0.0,,2890.0,True,False,True,True,0.0,0.0,1,False,,
jyp,False,0.0,♣10 ♣Q,2790.0,True,False,True,True,0.0,0.0,2,True,True,2790.0
a6d1394397f7097c7eb37d1db6c9faba,False,0.0,,2910.0,False,False,True,True,0.0,0.0,,,,
924ff83ff1e671bacfb07ff12b845703,False,40.0,,2870.0,False,False,True,True,0.0,0.0,,,,
e9843887df75c1ffa01b15375882dfe1,False,0.0,♥4 ♠10,2570.0,True,False,True,True,0.0,0.0,,,True,2570.0
b8682092cae86d1e20892b767f52bbfb,False,40.0,,2910.0,False,False,False,True,0.0,0.0,,,,
da41bceff97b1cf96078ffb249b3d66e,False,40.0,,3450.0,False,False,True,True,0.0,0.0,,,,
9f6e6800cfae7749eb6c486619254b9c,False,0.0,,0.0,False,False,False,False,0.0,0.0,,,,
018dfb58b8996c277da09662a3fdda2f,False,40.0,,3200.0,False,False,True,True,0.0,0.0,,,,
90bcc003e35c9d11c6ac8282dd3d5d3f,False,0.0,,2930.0,True,False,False,True,0.0,0.0,,,,
229979fce5174c17d4645bf8752dae1e,False,0.0,,6355.0,False,False,True,True,0.0,0.0,,,,
92b3efc2b5bd28edd3ada8678aaf2877,False,0.0,,2875.0,False,False,True,True,0.0,0.0,,,,
8ddf878039b70767c4a5bcf4f0c4f65e,False,0.0,,2790.0,True,False,True,True,0.0,0.0,,,,
7207463d8fef864feeb8bac38c2ac500,False,0.0,,0.0,False,False,True,False,0.0,0.0,,,,
e578153324d72849ef09b0878efa605b,False,40.0,,2915.0,False,False,True,True,0.0,0.0,,,,
91fece2cae759ed296ead6185026e75c,False,80.0,,2790.0,False,False,True,True,0.0,0.0,,,,
29ee89c64af5a98ae3073d3b707ff421,False,0.0,♥6 ♥K,2590.0,True,False,True,True,0.0,0.0,,,True,2590.0
c4d15f8c11c4692b6e38922431d096f9,True,0.0,♣J ♥J,9130.0,True,False,True,True,0.0,0.0,,,True,9130.0
8518eafd8feec0d8c056d396122a175a,False,0.0,,0.0,False,False,True,False,0.0,0.0,,,,
140c5dea2b267076496d0a00ed8e0382,False,0.0,♠J ♥8,3330.0,True,False,True,True,0.0,0.0,,,True,3330.0
3b770ebe9b04f171f0ead0e07d8e2882,False,0.0,♦6 ♦K,3860.0,True,False,False,True,0.0,0.0,,,True,3860.0
5e0c8da259fdf3501994637edb76a0a4,False,0.0,♠3 ♥A,2730.0,True,False,False,True,0.0,0.0,,,True,2730.0
29988429c481f219b8c5ba8c071440e1,False,0.0,,0.0,False,False,True,False,0.0,0.0,,,,
