,allIn,bet,cards,chips,folded,isHuman,isOnline,isSurvive,reloadCount,roundBet,position,me,win,score
859d73cfb5fd4aa9497e5a728732037e,False,0.0,♥4 ♠A,4546.0,True,False,True,True,0.0,0.0,D,False,True,4546.0
e9843887df75c1ffa01b15375882dfe1,False,20.0,,2589.0,False,False,True,True,0.0,0.0,SB,False,,
bc28af6f750004729474ccbb403bd0ee,False,40.0,,2890.0,False,False,True,True,0.0,0.0,BB,False,,
835b6db99913bde04ce46dc1b6066f90,False,0.0,,2920.0,True,False,True,True,0.0,0.0,1,False,,
6f5083db4a6bb2cc5e40023dbe1b761c,False,0.0,,3250.0,True,False,True,True,0.0,0.0,2,False,,
jyp,False,0.0,♥K ♣J,6168.0,True,False,True,True,0.0,0.0,3,True,True,6168.0
b8682092cae86d1e20892b767f52bbfb,False,0.0,♣5 ♠4,1316.0,True,False,True,True,0.0,0.0,,,True,1316.0
9facbf452def2d7efc5b5c48cdb837fa,False,0.0,,2550.0,True,False,True,True,0.0,0.0,,,,
64bd3da256dcaf5ef87360a1e3ee4917,False,0.0,♣2 ♣9,2970.0,True,False,True,True,0.0,0.0,,,True,2970.0
2264dde87a1b2e76f5f681fac37bfad5,False,320.0,,4880.0,False,False,True,True,0.0,0.0,,,,
7f2d088b9db897872af9713f1e518ac7,False,320.0,,3400.0,False,False,True,True,0.0,0.0,,,,
71826cd0e8696f766cef09ec0af2a618,True,0.0,♠J ♣8,0.0,False,False,True,True,0.0,0.0,,,,
dc80879b7f49a1ad9698057a2a5af35e,False,20.0,,2980.0,False,False,True,True,0.0,0.0,,,,
848c02eb5b56e1c323eaf23e30b98ce7,False,20.0,,2980.0,False,False,True,True,0.0,0.0,,,,
1963d28a4f049565aa44dbe7764337be,False,50.0,,2950.0,False,True,True,True,0.0,0.0,,,,
1a1c97987956d01c5d840b9e38640b66,False,0.0,,3000.0,False,False,True,True,0.0,0.0,,,,
924ff83ff1e671bacfb07ff12b845703,False,10.0,,2990.0,False,False,True,True,0.0,0.0,,,,
