,allIn,bet,cards,chips,folded,isHuman,isOnline,isSurvive,reloadCount,roundBet,position,me,win,score
39104bb03b0a93f3bcf109363bba51d8,False,0.0,,0.0,False,False,True,False,0.0,0.0,,False,,
ee53d4213c897ad632bb8d824762f918,False,0.0,♣Q ♣8,2790.0,True,False,True,True,0.0,0.0,D,False,True,2790.0
29ee89c64af5a98ae3073d3b707ff421,True,0.0,♠K ♣K,10671.0,True,False,True,True,0.0,0.0,SB,False,True,10671.0
924ff83ff1e671bacfb07ff12b845703,True,0.0,♦9 ♦Q,0.0,False,False,True,True,0.0,0.0,BB,False,,
c99ee435c9c0c0ccb662cc9e3769bcb3,False,0.0,♦A ♠A,2880.0,True,False,True,True,0.0,0.0,1,False,True,2880.0
jyp,False,0.0,♣9 ♠6,1659.0,True,False,True,True,0.0,0.0,2,True,True,1659.0
55b9e608315d8a9195c174c96c100c23,False,0.0,♣9 ♣Q,2790.0,True,False,False,True,0.0,0.0,,,,
82c3e2fbf6594464caa5af35cf0c10b1,False,0.0,♣K ♠3,5958.0,False,False,True,True,0.0,0.0,,,,
ede087847c63f8684e04900b0f1c47ed,False,0.0,♦7 ♥8,3000.0,True,False,True,True,0.0,0.0,,,,
2264dde87a1b2e76f5f681fac37bfad5,False,0.0,♥7 ♠2,2690.0,True,False,True,True,0.0,0.0,,,,
64bd3da256dcaf5ef87360a1e3ee4917,False,0.0,♦A ♥6,752.0,True,False,True,True,0.0,0.0,,,,
