round_id,turn,N,Nnf,roundName,first,hole,board,Nsim,prWin,prWinStd,prWin_adj,chips,reld,stack,pot,bet,cost_to_call,pot_sum,bet_sum,maxBet_all,N_maxBet_all,bluff_freq,thd_call,bet_limit,action,amount,cputime
2,0,6,4,deal,False,♣Q ♣6,,60000,0.20352632275131194,0.3412498750552608,0.6770081646413801,2980,0,4980,0,20,20,0,120,40,2,0,0.14285714285714285,60.0,bet,60,0.24268102645874023
2,1,6,4,deal,False,♣Q ♣6,,60000,0.20352632275131194,0.3412498750552608,0.6770081646413801,2920,0,4920,0,80,80,0,480,160,2,0,0.14285714285714285,240.0,bet,240,0.2928149700164795
3,0,6,3,deal,False,♣Q ♣6,,60000,0.3784087962961877,0.34499125290412286,0.7877405991311106,2680,0,4680,0,320,320,0,1680,640,2,0,0.16,670.0,bet,670,0.32179903984069824
3,1,6,3,deal,False,♣Q ♣6,,60000,0.3784087962961877,0.34499125290412286,0.7877405991311106,2010,0,4010,0,990,990,0,5030,1980,2,0,0.1644518272425249,502.5,bet,502,0.31639599800109863
5,0,9,8,deal,False,♣K ♣7,,60000,0.22291362433860754,0.3505640853934157,0.7115334121997029,3330,0,5330,0,0,20,0,30,20,1,0,0.4,30,bet,30,0.4363677501678467
8,0,6,4,deal,False,♠3 ♥10,,60000,0.12553875661376607,0.2731519624197582,0.5145187740007287,2900,0,4900,0,0,40,0,60,40,1,0,0.3,15.0,bet,15,0.23776793479919434
8,1,6,4,deal,False,♠4 ♦K,,60000,0.3508814814813725,0.3213612504043754,0.7536770373230958,7113,0,9113,0,10,10,0,70,20,3,0,0.125,70,bet,70,0.3175849914550781
8,2,6,6,deal,False,♣9 ♦K,,60000,0.21013849206347995,0.3313972956554497,0.6876192696184005,3121,0,5121,0,0,320,0,480,320,1,0,0.4,240.0,bet,240,0.3848607540130615
8,3,6,2,flop,True,♠4 ♦K,♣9 ♥6 ♦5,425,0.3976470588235294,0.4747696582277583,0.833223529411765,7043,0,9043,80,0,20,200,0,0,6,0.0,0.09090909090909091,400,bet,400,1.2496087551116943
8,4,6,2,turn,True,♠4 ♦K,♣9 ♥6 ♦5 ♠2,463,0.091792656587473,0.2743490709520471,0.34875616844977814,6803,0,8803,320,0,20,680,0,0,6,0,0.02857142857142857,43.05919949759871,check,0,1.2549407482147217
12,0,6,3,deal,False,♦10 ♠9,,60000,0.2935730158729634,0.3478057126664336,0.7271124991092751,6661,0,8661,0,142,142,0,750,284,2,0,0.1591928251121076,750,bet,750,0.5214972496032715
12,1,6,2,deal,False,♣K ♥K,,60000,0.5861706349207056,0.30491985719863907,1.0550483907640391,2801,0,4801,0,320,0,0,800,320,2,0,0.0,inf,allin,0,0.5087816715240479
13,0,6,3,deal,False,♦10 ♠9,,60000,0.2935730158729634,0.3478057126664336,0.7271124991092751,5911,0,7911,0,892,892,0,4013,1784,1,0,0.18185524974515802,1477.75,bet,1477,0.2903151512145996
13,1,6,6,deal,False,♥J ♠8,,60000,0.18316018518517857,0.3174394636533794,0.6357136016013929,2900,0,4900,0,0,40,0,60,40,1,0,0.4,30.0,bet,30,0.5756049156188965
13,2,6,3,deal,False,♦10 ♠9,,60000,0.1405444444444613,0.3310565940939379,0.6618709573474433,4434,0,6434,0,2369,531,0,6606,2900,1,0,0.07440100882723834,554.25,bet,554,0.5854790210723877
