,allIn,bet,cards,chips,folded,isHuman,isOnline,isSurvive,reloadCount,roundBet,position,me,win,score
d9a43d80fd6c2697d5ba4cc43340e332,False,0.0,♣10 ♦7,2930.0,True,False,False,True,0.0,0.0,BB,False,True,2930.0
29ee89c64af5a98ae3073d3b707ff421,False,0.0,♦2 ♥2,14750.0,True,False,True,True,0.0,0.0,1,False,True,14750.0
b818f218fe27eda18f81bfabf6dec2fe,True,0.0,♣9 ♦9,625.0,True,False,True,True,0.0,0.0,2,False,True,625.0
004c430f3fe316fc66b3f35cb10732af,False,0.0,,0.0,False,False,True,False,0.0,0.0,,False,,
1918715627a573803e95cc88a784c9a3,True,0.0,♣5 ♠J,0.0,False,False,True,True,0.0,0.0,D,False,,
e02b7958a63d5d3c7d59fe5b065084f8,False,0.0,,0.0,False,False,True,False,0.0,0.0,,False,,
jyp,False,0.0,♦A ♣A,2695.0,True,False,True,True,0.0,0.0,SB,True,True,2695.0
3f9c42bb8a65b327efe31ef475bdc5fc,False,0.0,,2898.0,False,False,True,True,0.0,0.0,,,,
7598d7937e2d413d6587ab562e3613a2,False,0.0,,1908.0,False,False,True,True,0.0,0.0,,,,
70383897275d54aa30cc3388600b18a0,False,0.0,,0.0,False,False,True,False,0.0,0.0,,,,
de2fe9fbbfef16d84e9f0fa5ea9038a1,False,0.0,,2958.0,False,False,True,True,0.0,0.0,,,,
ca81c08c8fc0f1e16ca09c4b2693bb99,False,20.0,,8838.0,False,False,True,True,0.0,0.0,,,,
1f11bed6c99549af7d6dfa7ba6966c17,False,40.0,,4388.0,False,False,True,True,0.0,0.0,,,,
