,allIn,bet,cards,chips,folded,isHuman,isOnline,isSurvive,reloadCount,roundBet,position,me,win,score
0e3e06c992d1ead056a6861bb46b28a8,True,0.0,♣3 ♣2,0.0,False,False,True,True,0.0,0.0,2,False,,
ec08269f21705262f123b926348c4872,False,0.0,♦K ♥6,3000.0,True,False,True,True,0.0,0.0,D,False,True,3000.0
jyp,True,0.0,♠6 ♦6,0.0,False,False,True,True,0.0,0.0,SB,True,,
a1931ec126bbad3fa7a3fc64209fd921,True,0.0,♣A ♠2,0.0,False,False,True,True,0.0,0.0,BB,False,,
e34a8899ef6468b74f8a1048419ccc8b,True,0.0,♦8 ♣4,12000.0,True,False,True,True,0.0,0.0,1,False,True,12000.0
e171af91cd10706a4780e7d9686ab45b,True,0.0,♠9 ♣5,2900.0,False,False,True,True,0.0,0.0,,,,
5ba3f455357cdf9eee1aa698cc2219cc,False,0.0,♥3 ♠2,2690.0,True,False,True,True,0.0,0.0,,,,
64bd3da256dcaf5ef87360a1e3ee4917,False,0.0,,2870.0,True,False,True,True,0.0,0.0,,,,
04a538997c2c3bf463a5264220fa89e3,False,0.0,♥A ♣7,2880.0,True,False,True,True,0.0,0.0,,,,
e9843887df75c1ffa01b15375882dfe1,False,0.0,,3040.0,True,False,True,True,0.0,80.0,,,,
1f11bed6c99549af7d6dfa7ba6966c17,False,0.0,♦2 ♠10,3330.0,True,False,True,True,0.0,0.0,,,,
f8557354998f5400cde08ed6d04c7b14,False,0.0,♥2 ♣3,4410.0,False,False,True,True,0.0,0.0,,,,
b040f7f4a7b4cf0fe8482beaffd569b1,False,0.0,♣Q ♥J,1660.0,True,False,True,True,0.0,0.0,,,,
859d73cfb5fd4aa9497e5a728732037e,False,0.0,,3000.0,True,False,False,True,0.0,0.0,,,,
bc28af6f750004729474ccbb403bd0ee,False,0.0,♥7 ♦6,5910.0,True,False,True,True,0.0,0.0,,,,
835b6db99913bde04ce46dc1b6066f90,False,0.0,♣8 ♣4,840.0,True,False,True,True,0.0,0.0,,,,
6f5083db4a6bb2cc5e40023dbe1b761c,False,0.0,♦4 ♠A,4650.0,False,False,True,True,0.0,0.0,,,,
924ff83ff1e671bacfb07ff12b845703,False,0.0,,2630.0,True,False,True,True,0.0,160.0,,,,
b8682092cae86d1e20892b767f52bbfb,False,0.0,,3280.0,False,False,True,True,0.0,160.0,,,,
