,allIn,bet,cards,chips,folded,isHuman,isOnline,isSurvive,reloadCount,roundBet,position,me,win,score
52973b5debdfc825caaa475eb7cfa740,False,0.0,,2870.0,False,False,False,True,0.0,0.0,3,False,,
2264dde87a1b2e76f5f681fac37bfad5,False,0.0,,3750.0,False,False,True,True,0.0,0.0,D,False,,
8518eafd8feec0d8c056d396122a175a,False,0.0,,0.0,False,False,True,False,0.0,0.0,,False,,
140c5dea2b267076496d0a00ed8e0382,False,20.0,,8530.0,False,False,True,True,0.0,0.0,SB,False,,
e9843887df75c1ffa01b15375882dfe1,False,0.0,,2910.0,True,False,True,True,0.0,0.0,BB,False,,
29ee89c64af5a98ae3073d3b707ff421,False,40.0,,2870.0,False,False,True,True,0.0,0.0,1,False,,
29988429c481f219b8c5ba8c071440e1,False,0.0,,0.0,False,False,True,False,0.0,0.0,,False,,
jyp,True,0.0,♣A ♠Q,0.0,False,False,True,True,0.0,0.0,2,True,,
a4e2b346a3303907c104182559bc070f,False,0.0,♣8 ♠3,2990.0,True,False,True,True,0.0,0.0,,,True,2990.0
0f6e926bebe8daab9a35a140be38c746,True,0.0,♥9 ♠A,6010.0,True,False,True,True,0.0,0.0,,,True,6010.0
41ee4861eb5876ef36e97aa256886409,False,0.0,♦7 ♣4,3000.0,True,False,True,True,0.0,0.0,,,True,3000.0
c4f275d6d5a06ca7963c8fc66c78fc48,False,0.0,♦5 ♥3,3000.0,True,False,True,True,0.0,0.0,,,True,3000.0
ae074a5692dfb7c26aae5147e52ceb40,False,0.0,,1588.0,False,False,True,True,0.0,200.0,,,,
973d0bb7c02ca289b1de6f7dab33978a,False,0.0,,7598.0,True,False,True,True,0.0,10.0,,,,
5f26fefad8dbf7b650f67c084ef2962e,False,0.0,,1288.0,True,False,True,True,0.0,200.0,,,,
681091d5fafa11aa629b476eee8f92af,False,0.0,,2450.0,False,False,True,True,0.0,200.0,,,,
8ddf878039b70767c4a5bcf4f0c4f65e,False,0.0,♣6 ♠4,2070.0,True,False,True,True,0.0,0.0,,,,
7207463d8fef864feeb8bac38c2ac500,False,0.0,,0.0,False,False,True,False,0.0,0.0,,,,
bc170e6be8cd96fe6e1b91bd0e321362,False,160.0,,2670.0,False,False,True,True,0.0,0.0,,,,
e578153324d72849ef09b0878efa605b,False,0.0,♦4 ♣A,6475.0,True,False,True,True,0.0,0.0,,,,
91fece2cae759ed296ead6185026e75c,False,0.0,♣Q ♥A,470.0,True,False,True,True,0.0,0.0,,,,
a6d1394397f7097c7eb37d1db6c9faba,False,0.0,,2790.0,True,False,True,True,0.0,0.0,,,,
924ff83ff1e671bacfb07ff12b845703,False,0.0,,2790.0,True,False,True,True,0.0,0.0,,,,
b8682092cae86d1e20892b767f52bbfb,False,0.0,,2830.0,True,False,False,True,0.0,0.0,,,,
64bd3da256dcaf5ef87360a1e3ee4917,False,0.0,,2900.0,True,False,True,True,0.0,0.0,,,,
da41bceff97b1cf96078ffb249b3d66e,False,80.0,,3910.0,False,False,True,True,0.0,0.0,,,,
9f6e6800cfae7749eb6c486619254b9c,False,0.0,,0.0,False,False,False,False,0.0,0.0,,,,
018dfb58b8996c277da09662a3fdda2f,False,40.0,,2690.0,False,False,True,True,0.0,0.0,,,,
90bcc003e35c9d11c6ac8282dd3d5d3f,False,80.0,,2790.0,False,False,False,True,0.0,0.0,,,,
229979fce5174c17d4645bf8752dae1e,False,80.0,,7955.0,False,False,True,True,0.0,0.0,,,,
92b3efc2b5bd28edd3ada8678aaf2877,False,80.0,,2245.0,False,False,True,True,0.0,0.0,,,,
