,allIn,bet,cards,chips,folded,isHuman,isOnline,isSurvive,reloadCount,roundBet,position,me,win,score
2264dde87a1b2e76f5f681fac37bfad5,False,0.0,♥7 ♥8,6015.0,True,False,True,True,0.0,0.0,D,False,True,6015.0
ede087847c63f8684e04900b0f1c47ed,True,0.0,♥4 ♣J,0.0,False,False,True,True,0.0,0.0,SB,False,,
82c3e2fbf6594464caa5af35cf0c10b1,False,0.0,♦6 ♠A,3965.0,True,False,True,True,0.0,0.0,BB,False,True,3965.0
64bd3da256dcaf5ef87360a1e3ee4917,False,0.0,♣10 ♦7,2510.0,True,False,True,True,0.0,0.0,1,False,True,2510.0
jyp,False,0.0,♦5 ♠6,2510.0,True,False,True,True,0.0,0.0,2,True,True,2510.0
840483e7137b46486ca72e52215b2be3,False,400.0,,2270.0,False,False,True,True,0.0,360.0,,,,
ca81c08c8fc0f1e16ca09c4b2693bb99,False,400.0,,2690.0,False,False,True,True,0.0,360.0,,,,
433fc8503185ffd33018f90e56016fd7,False,0.0,,2910.0,True,False,False,True,0.0,0.0,,,,
49cdc31909f30a608d9c093e76d80c63,False,0.0,,2450.0,True,False,True,True,0.0,360.0,,,,
9facbf452def2d7efc5b5c48cdb837fa,False,60.0,,4170.0,False,False,True,True,0.0,40.0,,,,
e32429b026b830711bab22cdb0c3a90a,False,0.0,,2720.0,True,False,True,True,0.0,0.0,,,,
fd6284a3847efa5636181ef3bbc502ee,False,0.0,,2880.0,True,False,True,True,0.0,40.0,,,,
e9843887df75c1ffa01b15375882dfe1,False,0.0,,2130.0,True,False,True,True,0.0,40.0,,,,
9b1173b530529d85ac1d9a2e037466f6,False,0.0,♥A ♥10,2950.0,True,False,True,True,0.0,0.0,,,,
1f11bed6c99549af7d6dfa7ba6966c17,False,0.0,♠9 ♠4,2007.0,True,False,True,True,0.0,0.0,,,,
29ee89c64af5a98ae3073d3b707ff421,False,0.0,♦8 ♣10,4262.0,False,False,True,True,0.0,0.0,,,,
fb90eb5c0ac56ccf3eea433a56f209a1,False,0.0,,0.0,False,False,True,False,0.0,0.0,,,,
39104bb03b0a93f3bcf109363bba51d8,False,0.0,♠5 ♣Q,1457.0,True,False,True,True,0.0,0.0,,,,
