round_id,turn,N,Nnf,roundName,first,hole,board,Nsim,prWin,prWinStd,prWin_adj,chips,reld,stack,pot,bet,cost_to_call,pot_sum,bet_sum,maxBet_all,N_maxBet_all,thd_call,bet_limit,action,amount,cputime
1,0,9,9,deal,False,♦Q ♠3,,60000,0.09321666666667767,0.2748920082252789,0.2385845789807705,1000,0,3000,0,0,20,0,30,20,1,0.4,13.689967756142078,fold,0,0.3271169662475586
2,0,9,4,deal,False,♠7 ♣3,,60000,0.07382592592593179,0.2496774669156297,0.20326218724905087,980,0,2980,0,20,0,0,80,20,4,-0.25,0,check,0,0.3228459358215332
2,1,9,4,flop,False,♠7 ♣3,♠10 ♣J ♣2,739,0.010148849797023005,0.09852692856060405,0.05842726622509772,980,0,2980,20,0,20,80,20,20,1,0.16666666666666666,6.615814537009186,fold,0,1.244607925415039
3,0,9,4,deal,False,♠7 ♦4,,60000,0.08753148148148918,0.2704290025959148,0.22601151638760075,970,0,2970,0,10,10,0,70,20,3,0.0,14.12447109834241,check,0,0.2955901622772217
3,1,9,4,flop,True,♠7 ♦4,♦K ♣9 ♦7,186,0.09408602150537634,0.28495891633382886,0.23626867799450685,960,0,2960,20,0,20,80,0,0,9,0.2,28.958688569785643,check,0,1.1883440017700195
3,2,9,3,flop,False,♠7 ♦4,♦K ♣9 ♦7,1150,0.10347826086956521,0.29662754710465317,0.25181391954991694,960,0,2960,20,0,30,80,30,30,1,0.21428571428571427,45.21926123495251,check,0,1.2737679481506348
3,3,9,3,turn,True,♠7 ♦4,♦K ♣9 ♦7 ♦Q,187,0.045454545454545456,0.19158271783607336,0.14036311044666758,930,0,2930,50,0,20,140,0,0,9,0.125,23.90291192377395,check,0,1.1902930736541748
3,4,9,3,turn,False,♠7 ♦4,♦K ♣9 ♦7 ♦Q,769,0.05071521456436931,0.21340665721103705,0.15068893036897207,930,0,2930,50,0,30,140,30,30,1,0.15,36.47083402745335,check,0,1.2258977890014648
3,5,9,3,river,True,♠7 ♦4,♦K ♣9 ♦7 ♦Q ♥2,337,0.002472799208704253,0.032640949554896145,0.028373927685021692,900,0,2900,80,0,20,200,0,0,9,0.09090909090909091,6.016191502252656,fold,0,1.2086939811706543
4,0,9,8,deal,False,♥7 ♦5,,60000,0.09847407407408337,0.28542599836659716,0.24298204461420925,900,0,2900,0,0,80,0,210,80,1,0.27586206896551724,99.26588454178662,fold,0,0.3347961902618408
5,0,9,7,deal,False,♠2 ♣K,,60000,0.10094444444445631,0.2847835920264677,0.2455469149935139,900,0,2900,0,0,40,0,110,40,1,0.26666666666666666,53.074932553083464,fold,0,0.3153269290924072
6,0,9,7,deal,False,♦J ♠J,,60000,0.22030740740744242,0.3887556444591779,0.4213175596872503,900,0,2900,0,0,40,0,90,40,1,0.3076923076923077,147.09316030681885,bet,147,0.3399667739868164
