round_id,turn,N,Nnf,roundName,first,hole,board,Nsim,prWin,prWinStd,prWin_adj,chips,reld,stack,pot,bet,cost_to_call,pot_sum,bet_sum,maxBet_all,N_maxBet_all,thd_call,bet_limit,action,amount,cputime
1,0,9,2,deal,False,♠3 ♣J,,60000,0.08689074074075011,0.26680928367887924,0.2277281824193338,980,0,2980,0,20,0,0,50,20,2,-0.4,0,check,0,0.33135104179382324
1,1,9,2,flop,True,♠3 ♣J,♥6 ♥8 ♥J,179,0.07262569832402235,0.24284010788750288,0.212019747033875,980,0,2980,20,0,20,50,0,0,9,0.2857142857142857,18.405753940602203,fold,0,1.204078197479248
2,0,9,5,deal,False,♣10 ♥2,,60000,0.07997222222222948,0.258347073489771,0.21424106656423975,970,0,2970,0,10,970,0,2970,1000,3,0.2436548223350254,1113.3439645183198,fold,0,0.3062171936035156
3,0,9,5,deal,False,♣10 ♥3,,60000,0.08131851851852662,0.25930411672576487,0.21524710649428824,970,0,2970,0,0,20,0,70,20,3,0.2222222222222222,26.456794291184167,fold,0,0.3435640335083008
4,0,9,6,deal,False,♠K ♦5,,60000,0.11085555555557003,0.2964733737804496,0.26626238133150804,970,0,2970,0,0,40,0,90,40,1,0.3076923076923077,51.26178331144699,fold,0,0.32911205291748047
5,0,9,9,deal,False,♦7 ♣K,,60000,0.11718518518520091,0.3031698576591799,0.27800559554899074,970,0,2970,0,0,160,0,330,160,1,0.32653061224489793,206.63098864596145,fold,0,0.3225858211517334
6,0,9,6,deal,False,♣2 ♥10,,60000,0.07997222222222948,0.258347073489771,0.21695356847013897,970,0,2970,0,0,20,0,30,20,1,0.4,11.49741937908431,fold,0,0.30248498916625977
7,0,9,8,deal,False,♦8 ♠4,,60000,0.07953518518519263,0.25761280061436354,0.21752702988865763,970,0,2970,0,0,40,0,70,40,1,0.36363636363636365,26.95283036497979,fold,0,0.32025980949401855
8,0,9,8,deal,False,♦A ♠10,,60000,0.16458888888891277,0.35006905403916433,0.355555573930904,970,0,2970,0,0,20,0,30,20,1,0.4,36.92308352841751,fold,0,0.35091400146484375
9,0,9,9,deal,False,♠9 ♥6,,60000,0.09807962962964015,0.28308782697567586,0.25273921806281097,970,0,2970,0,0,20,0,30,20,1,0.4,15.33234765837311,fold,0,0.32822179794311523
10,0,9,4,deal,False,♠9 ♣3,,60000,0.07330740740741394,0.24748007264456695,0.2101436308168657,930,0,2930,0,40,408,0,588,448,1,0.36947791164658633,213.14773118241834,fold,0,0.3174283504486084
11,0,7,4,deal,False,♥2 ♦6,,60000,0.08730515873014937,0.24832460357717678,0.23691446896243773,910,0,2910,0,20,60,0,180,80,1,0.16666666666666666,87.01567828851204,bet,87,0.3499929904937744
