,allIn,bet,cards,chips,folded,isHuman,isOnline,isSurvive,reloadCount,roundBet,position,me,win,score
cat9,True,0,♣Q ♣A,0,False,False,True,True,2,0,SB,False,,
cat4,True,0,♣6 ♦2,0,False,False,True,True,2,0,BB,False,,
random_a,False,0,,0,False,False,True,False,2,0,,False,,
random_b,False,0,,0,False,False,True,False,2,0,,False,,
basic_c,True,0,♥9 ♥K,2000,False,False,True,True,1,0,1,False,True,2000.0
basic_b,False,0,♠2 ♣8,3980,True,False,True,True,1,0,2,False,True,3980.0
basic_a,False,0,♠6 ♣2,1840,True,False,True,True,1,0,3,False,True,1840.0
tomas4,True,0,♦J ♦8,19180,True,False,True,True,0,0,D,True,True,19180.0
tomas3,False,0,,0,False,False,True,False,2,0,,False,,
