round_id,turn,N,Nnf,roundName,first,hole,board,Nsim,prWin,prWinStd,prWin_adj,chips,reld,stack,pot,bet,cost_to_call,pot_sum,bet_sum,maxBet_all,N_maxBet_all,thd_call,bet_limit,action,amount,cputime
1,0,9,4,deal,False,♣K ♥7,,60000,0.11718518518520091,0.3031698576591799,0.30695326941447293,1000,0,3000,0,0,20,0,50,20,2,0.2857142857142857,35.90046453951629,check,0,0.3311460018157959
1,1,9,3,flop,False,♣K ♥7,♥6 ♣7 ♦7,602,0.6129568106312292,0.4705953973797562,0.8797711626148044,980,0,2980,20,0,30,80,60,30,2,0.17647058823529413,inf,bet,140,1.2301509380340576
1,2,9,2,turn,False,♣K ♥7,♥6 ♣7 ♦7 ♥4,270,0.48333333333333334,0.4894252108719339,0.7483910798292649,840,0,2840,160,0,30,390,30,30,1,0.06666666666666667,inf,raise,0,1.2045180797576904
1,3,9,2,river,False,♣K ♥7,♥6 ♣7 ♦7 ♥4 ♥10,330,0.44545454545454544,0.4939579844056848,0.7342431951459154,780,0,2780,220,0,30,510,30,30,1,0.05263157894736842,inf,raise,0,1.202577829360962
2,0,9,5,deal,False,♦10 ♠4,,60000,0.08671481481482343,0.26741223743452314,0.2513435808511432,1350,0,3350,0,0,40,0,70,40,1,0.36363636363636365,35.378235397670245,fold,0,0.3120579719543457
3,0,9,8,deal,False,♦6 ♠6,,60000,0.1459574074074204,0.34043154124297537,0.350734243648342,1350,0,3350,0,0,40,0,130,40,2,0.23529411764705882,86.99460240861146,check,0,0.3314330577850342
3,1,9,5,flop,False,♦6 ♠6,♥3 ♣6 ♦7,847,0.5705102977830251,0.4947677086796638,0.8406882361967838,1310,0,3310,40,0,43,260,106,43,2,0.10513447432762836,inf,bet,366,1.2425808906555176
3,2,9,3,turn,False,♦6 ♠6,♥3 ♣6 ♦7 ♠5,802,0.29689664727071213,0.45554093002916174,0.5367159549264178,944,0,2944,406,0,429,1724,858,429,2,0.14247758219860512,inf,raise,0,1.2321851253509521
3,3,9,3,turn,False,♦6 ♠6,♥3 ♣6 ♦7 ♠5,1532,0.28582825645488835,0.4505935010690886,0.5229797288730674,86,0,2086,406,858,86,1724,2346,1716,1,0.020692974013474495,inf,raise,0,1.2389702796936035
4,0,9,8,deal,False,♣9 ♦J,,60000,0.13762222222223966,0.32727484272083335,0.3357114715605095,1000,1,2000,0,0,80,0,150,80,1,0.34782608695652173,153.25695960757062,fold,0,0.3297731876373291
