round_id,turn,N,Nnf,roundName,first,hole,board,Nsim,prWin,prWinStd,prWin_adj,chips,reld,stack,pot,bet,cost_to_call,pot_sum,bet_sum,maxBet_all,N_maxBet_all,thd_call,bet_limit,action,amount,cputime
1,0,9,5,deal,False,♦K ♠7,,60000,0.11718518518520091,0.3031698576591799,0.3503747802126962,1000,0,3000,0,0,78,0,186,78,2,0.29545454545454547,169.32562309829697,check,0,0.33441686630249023
1,1,9,4,flop,False,♦K ♠7,♠Q ♦8 ♠K,863,0.23387408265739668,0.406338622580918,0.521365469426939,922,0,2922,78,0,50,390,50,50,1,0.10204081632653061,inf,check,0,1.2342281341552734
1,2,9,3,turn,False,♦K ♠7,♠Q ♦8 ♠K ♣3,358,0.26722532588454373,0.41668305160089764,0.5348964037088579,872,0,2872,128,0,66,540,132,66,2,0.08943089430894309,inf,check,0,1.2088139057159424
1,3,9,3,river,True,♦K ♠7,♠Q ♦8 ♠K ♣3 ♥10,488,0.20594262295081966,0.3697568791967754,0.4618045122614447,806,0,2806,194,0,20,738,0,0,9,0.026385224274406333,140.90551518086517,check,0,1.214043140411377
2,0,9,8,deal,False,♣J ♥J,,60000,0.22030740740744242,0.3887556444591779,0.5228587706327203,1175,0,3175,0,0,23,0,122,23,4,0.15862068965517243,inf,raise,0,0.31530070304870605
2,1,9,8,deal,False,♣J ♥J,,60000,0.22030740740744242,0.3887556444591779,0.5228587706327203,1129,0,3129,0,46,46,0,414,92,1,0.1,inf,raise,0,0.324113130569458
2,2,9,8,deal,False,♣J ♥J,,60000,0.22030740740744242,0.3887556444591779,0.5228587706327203,991,0,2991,0,184,184,0,1656,368,1,0.1,inf,check,0,0.3275120258331299
2,3,9,6,flop,False,♣J ♥J,♣8 ♠8 ♠2,1335,0.21123595505617979,0.40772637210815466,0.48870420761785316,807,0,2807,368,0,295,2944,915,295,3,0.07101588830043332,6676.479774501071,check,0,1.3149309158325195
2,4,9,5,flop,False,♣J ♥J,♣8 ♠8 ♠2,2582,0.22443841982958945,0.4168636983859952,0.5080425619948009,512,0,2512,368,295,512,2944,3053,1108,1,0.07866031648486711,inf,check,0,1.2776539325714111
3,0,9,9,deal,False,♦4 ♠9,,60000,0.07690740740741435,0.25320558486787376,0.2727440963051909,6768,0,8768,0,0,160,0,330,160,1,0.32653061224489793,198.02687260786195,fold,0,0.31570887565612793
4,0,9,9,deal,False,♦4 ♥6,,60000,0.09634074074074848,0.2842050013259605,0.3146836344699825,6768,0,8768,0,0,80,0,170,80,1,0.32,144.33754327874436,fold,0,0.3609461784362793
5,0,9,7,deal,False,♠8 ♣10,,60000,0.12718333333334783,0.3177498565863761,0.3754011148059203,6768,0,8768,0,0,20,0,21,20,1,0.4878048780487805,31.635208447671193,fold,0,0.35417699813842773
6,0,9,9,deal,False,♦9 ♣4,,60000,0.07690740740741435,0.25320558486787376,0.27674076342555376,6768,0,8768,0,0,40,0,70,40,1,0.36363636363636365,43.384214998265435,fold,0,0.33052968978881836
7,0,8,8,deal,False,♠4 ♣A,,60000,0.14771157407407604,0.31908921745108987,0.41559602742672175,6768,0,8768,0,0,20,0,30,20,1,0.4,69.23891787983173,check,0,0.3811328411102295
7,1,8,5,deal,False,♠4 ♣A,,60000,0.14771157407407604,0.31908921745108987,0.41559602742672175,6748,0,8748,0,20,17,0,151,37,3,0.10119047619047619,58.853080197856976,check,0,0.31295061111450195
7,2,8,4,flop,False,♠4 ♣A,♥J ♣10 ♦5,923,0.05308775731310943,0.21092934370823743,0.20745038980268626,6731,0,8731,37,0,20,185,20,20,1,0.08888888888888889,27.091118311959764,check,0,1.2863209247589111
7,3,8,4,turn,False,♠4 ♣A,♥J ♣10 ♦5 ♦A,338,0.21153846153846154,0.3882837877155848,0.4651199219614698,6711,0,8711,57,0,20,265,20,20,1,0.06557377049180328,153.34830313386223,check,0,1.234924077987671
7,4,8,4,river,False,♠4 ♣A,♥J ♣10 ♦5 ♦A ♠3,403,0.1600496277915633,0.36068173321303465,0.3967755202739329,6691,0,8691,77,0,20,345,20,20,1,0.05194805194805195,58.43812255841634,check,0,1.2352979183197021
7,5,8,2,river,False,♠4 ♣A,♥J ♣10 ♦5 ♦A ♠3,1563,0.171998293879292,0.36665407682674894,0.4156499121519446,6671,0,8671,77,20,18,345,78,38,1,0.04081632653061224,62.34908492455994,check,0,1.2891669273376465
8,0,8,6,deal,False,♣10 ♥8,,60000,0.1416351851851828,0.31770153218256836,0.4066286253469794,6633,0,8633,0,20,10,0,130,30,1,-0.07142857142857142,31.774801263131284,check,0,0.3479728698730469
8,1,8,5,deal,False,♣10 ♥8,,60000,0.1416351851851828,0.31770153218256836,0.4066286253469794,6623,0,8623,0,30,66,0,302,96,2,0.1793478260869565,209.71368833666648,check,0,0.31440210342407227
8,2,8,5,flop,True,♣10 ♥8,♠8 ♥2 ♣7,382,0.1793193717277487,0.3717792101143537,0.4444504355108518,6557,0,8557,96,0,20,500,0,0,8,0.038461538461538464,100.00970657432903,check,0,1.2450649738311768
8,3,8,4,flop,False,♣10 ♥8,♠8 ♥2 ♣7,1538,0.1777741655830082,0.3725184929640061,0.4420088368353787,6557,0,8557,96,0,32,500,64,32,2,0.053691275167785234,153.95205275138485,check,0,1.2816839218139648
8,4,8,4,turn,True,♣10 ♥8,♠8 ♥2 ♣7 ♦J,404,0.11159240924092408,0.2973729309341914,0.3078905010673242,6525,0,8525,128,0,20,628,0,0,8,0.030864197530864196,36.02682338863543,check,0,1.2377269268035889
8,5,8,3,turn,False,♣10 ♥8,♠8 ♥2 ♣7 ♦J,1522,0.12215286903197549,0.3055725702669273,0.32630499346233344,6525,0,8525,128,0,3635,628,3635,3635,1,0.46024309951886555,4004.254972143584,fold,0,1.2770500183105469
9,0,8,6,deal,False,♥5 ♣K,,60000,0.1259023148148146,0.29735561394859195,0.3796828317813492,6515,0,8515,0,10,142,0,316,152,1,0.28820960698689957,366.0534867599803,check,0,0.31207895278930664
9,1,8,6,flop,True,♥5 ♣K,♠9 ♦3 ♦Q,217,0.030721966205837174,0.16652325939007867,0.15048394235717827,6373,0,8373,152,0,20,912,0,0,8,0.02145922746781116,24.305494384780488,check,0,1.2427120208740234
9,2,8,5,flop,False,♥5 ♣K,♠9 ♦3 ♦Q,2017,0.030490827962320277,0.1582963976302647,0.14981566075514907,6373,0,8373,152,0,66,912,132,66,1,0.05945945945945946,80.11804084551909,check,0,1.3389039039611816
9,3,8,5,flop,False,♥5 ♣K,♠9 ♦3 ♦Q,4262,0.028429532300954165,0.154974486548392,0.1437728063629403,6307,0,8307,152,66,132,912,528,198,1,0.08396946564885496,158.6375094025581,check,0,1.3798928260803223
9,4,8,5,turn,True,♥5 ♣K,♠9 ♦3 ♦Q ♠3,174,0.008620689655172414,0.06508477961440301,0.06732382470039942,6175,0,8175,350,0,20,1902,0,0,8,0.01040582726326743,21.555986406087232,check,0,1.4415209293365479
