round_id,turn,N,Nnf,roundName,first,hole,board,Nsim,prWin,prWinStd,prWin_adj,chips,reld,stack,pot,bet,cost_to_call,pot_sum,bet_sum,maxBet_all,N_maxBet_all,thd_call,bet_limit,action,amount,cputime
1,0,9,9,deal,False,♠3 ♥8,,60000,0.06945555555556132,0.24185571040643639,0.20419598420810242,1000,0,3000,0,0,1000,0,4125,1000,4,0.1951219512195122,1345.1541786230468,check,0,0.3333408832550049
2,0,9,7,deal,False,♦A ♠6,,60000,0.12839444444446152,0.315954148962581,0.3040219020543027,1000,1,2000,0,0,46,0,122,46,1,0.27380952380952384,81.68002659759706,check,0,0.33896899223327637
2,1,9,7,flop,False,♦A ♠6,♠2 ♣K ♣8,1935,0.03281653746770026,0.171881441428069,0.12758127812474196,954,1,1954,46,0,240,322,510,240,1,0.22388059701492538,142.51112681083143,fold,0,1.3439009189605713
3,0,9,7,deal,False,♠K ♠A,,60000,0.23727407407410372,0.4045035010818124,0.4627422584728083,954,1,1954,0,0,40,0,90,40,1,0.3076923076923077,288.40059515421075,check,0,0.3290731906890869
3,1,9,5,flop,False,♠K ♠A,♥K ♠3 ♠10,669,0.5754857997010463,0.4889480595679895,0.8405265129895514,914,1,1914,40,0,163,240,489,163,3,0.1827354260089686,inf,bet,729,1.2395849227905273
3,2,9,4,flop,False,♠K ♠A,♥K ♠3 ♠10,1591,0.5821286402681751,0.48688481997702576,0.8466007996352761,185,1,1185,40,729,185,240,2931,1458,1,0.05512514898688915,inf,check,0,1.2316827774047852
4,0,9,7,deal,False,♣6 ♦8,,60000,0.10448888888889903,0.2926457314721922,0.26814202301316087,1000,2,1000,0,0,20,0,50,20,2,0.2857142857142857,28.912313746744772,fold,0,0.30814480781555176
5,0,8,7,deal,False,♠2 ♠Q,,60000,0.145160185185186,0.32563354656430205,0.3353818101854739,1000,2,1000,0,0,20,0,30,20,1,0.4,30.559971279299003,fold,0,0.3822042942047119
6,0,8,8,deal,False,♣7 ♦5,,60000,0.10894953703703607,0.2865293166677777,0.27875839725072316,1000,2,1000,0,0,20,0,30,20,1,0.4,18.899591698851562,fold,0,0.35520386695861816
7,0,8,5,deal,False,♣K ♣J,,60000,0.22662222222222853,0.3815452667242471,0.4568775992750336,980,2,980,0,20,20,0,130,40,1,0.0,125.94901758577572,bet,125,0.3237488269805908
7,1,8,5,flop,True,♣K ♣J,♠4 ♠A ♥3,209,0.01648059542796385,0.11081883778251043,0.08391857609822544,855,2,855,145,0,20,735,0,0,8,0.026490066225165563,22.016878699156646,check,0,1.2365188598632812
7,2,8,4,flop,False,♣K ♣J,♠4 ♠A ♥3,1916,0.03433078172117838,0.17804262911330138,0.1307764401256656,855,2,855,145,0,47,735,87,47,1,0.05408515535097814,55.32353803207771,check,0,1.3203449249267578
7,3,8,4,turn,True,♣K ♣J,♠4 ♠A ♥3 ♥6,288,0.003472222222222222,0.058823174812838254,0.03707527956239896,808,2,808,192,0,20,923,0,0,8,0.021208907741251327,20.80089219533042,check,0,1.240443229675293
7,4,8,4,turn,False,♣K ♣J,♠4 ♠A ♥3 ♥6,2088,0.009339080459770116,0.09430093654697819,0.06428619693726649,808,2,808,192,0,20,923,60,20,3,0.019940179461615155,21.475422547676573,check,0,1.344541311264038
7,5,8,4,river,True,♣K ♣J,♠4 ♠A ♥3 ♥6 ♥K,210,0.07380952380952381,0.2591740762770439,0.23325889601609212,788,2,788,212,0,20,1003,0,0,8,0.019550342130987292,28.744767586707006,bet,28,1.2254359722137451
7,6,8,4,river,False,♣K ♣J,♠4 ♠A ♥3 ♥6 ♥K,1588,0.0654911838790932,0.245474040033435,0.21636003337993864,760,2,760,212,28,381,1003,1028,409,2,0.15796019900497513,526.3130419172851,check,0,1.3108572959899902
8,0,8,6,deal,False,♥10 ♠Q,,60000,0.17833750000000137,0.34620630593832863,0.39078961236365284,369,2,369,0,10,30,0,130,40,1,0.125,83.67478600088648,check,0,0.3556699752807617
8,1,8,6,flop,True,♥10 ♠Q,♦10 ♣A ♣8,167,0.08582834331337326,0.26105388501218796,0.233649982952286,339,2,339,40,0,20,240,0,0,8,0.07692307692307693,28.7722908953458,check,0,1.2237787246704102
8,2,8,4,flop,False,♥10 ♠Q,♦10 ♣A ♣8,1594,0.14219991635299037,0.3323162201408188,0.32651101455401343,339,2,339,40,0,53,240,106,53,2,0.13283208020050125,102.87372462544724,check,0,1.3187141418457031
8,3,8,4,turn,True,♥10 ♠Q,♦10 ♣A ♣8 ♣3,178,0.07584269662921349,0.2566653440789293,0.2271193741503455,286,2,286,93,0,20,452,0,0,8,0.0423728813559322,28.32303038895398,check,0,1.2321248054504395
8,4,8,4,river,True,♥10 ♠Q,♦10 ♣A ♣8 ♣3 ♠10,141,0.5815602836879432,0.49330307127033196,0.8827203020562155,286,2,286,93,0,20,452,0,0,8,0.0423728813559322,inf,bet,452,1.2266569137573242
9,0,8,7,deal,False,♣K ♠K,,60000,0.3325884259259399,0.40951317944934995,0.5964271024348851,1310,2,1310,0,0,80,0,300,80,2,0.21052631578947367,inf,raise,0,0.34380292892456055
9,1,8,7,deal,False,♣K ♠K,,60000,0.3325884259259399,0.40951317944934995,0.5964271024348851,1150,2,1150,0,160,480,0,1700,640,1,0.22018348623853212,inf,raise,0,0.326509952545166
9,2,8,5,flop,False,♣K ♠K,♦J ♦9 ♥K,1094,0.6608775137111518,0.47341147597213795,0.9101067412100896,670,2,670,640,0,519,3940,1038,519,2,0.09441513552847007,inf,allin,0,1.2976877689361572
10,0,8,5,deal,False,♠J ♣J,,60000,0.2500810185185098,0.3808529601787972,0.4947596178542355,5920,2,5920,0,0,40,0,100,40,2,0.2857142857142857,1928.2577800327838,bet,1928,0.34293198585510254
10,1,8,5,flop,False,♠J ♣J,♥10 ♦4 ♥8,376,0.18085106382978725,0.37792169507088536,0.3832319245153909,3992,2,3992,1928,0,1055,5876,1055,1055,1,0.1321061858251941,2786.250937748942,check,0,1.241077184677124
10,2,8,5,turn,False,♠J ♣J,♥10 ♦4 ♥8 ♣7,378,0.18033509700176364,0.3715382715679339,0.39999904418258747,2937,2,2937,2983,0,1121,7986,1121,1121,1,0.10960109503324209,3362.973213473044,check,0,1.232943058013916
10,3,8,5,river,False,♠J ♣J,♥10 ♦4 ♥8 ♣7 ♣4,439,0.20956719817767655,0.4055981206337449,0.45849392969654673,1816,2,1816,4104,0,1069,10228,1069,1069,1,0.08644670871745108,6973.317215075287,check,0,1.2396762371063232
11,0,5,5,deal,False,♥J ♣9,,60000,0.24064166666658418,0.3377183311492144,0.4843013361380082,747,2,747,0,0,160,0,300,160,1,0.34782608695652173,2627.9875454142557,check,0,0.33831310272216797
11,1,5,5,flop,False,♥J ♣9,♠J ♠K ♠3,1309,0.07643663526016467,0.2566724428246311,0.21612004498890333,587,2,587,160,0,587,800,1427,840,1,0.2085998578535892,810.4438609861118,check,0,1.313464879989624
