round_id,turn,N,Nnf,roundName,first,hole,board,Nsim,prWin,prWinStd,prWin_adj,chips,reld,stack,pot,bet,cost_to_call,pot_sum,bet_sum,maxBet_all,N_maxBet_all,thd_call,bet_limit,action,amount,cputime
1,0,9,6,deal,False,♠J ♣K,,60000,0.16790000000002347,0.35313490481269605,0.24265549210595924,1000,0,3000,0,0,20,0,90,20,4,0.18181818181818182,29.429208110626185,check,0,0.3333158493041992
1,1,9,4,flop,False,♠J ♣K,♥7 ♦10 ♠A,1367,0.1677029992684711,0.3597832403914831,0.24242346589036268,980,0,2980,20,0,55,120,140,55,2,0.1746031746031746,80.88219200568683,check,0,1.3040521144866943
1,2,9,4,flop,False,♠J ♣K,♥7 ♦10 ♠A,2276,0.17889572349150554,0.3690621555993442,0.2555487191558516,925,0,2925,20,55,55,120,385,110,3,0.09821428571428571,83.74842689519964,check,0,1.251885175704956
1,3,9,4,turn,False,♠J ♣K,♥7 ♦10 ♠A ♥5,947,0.0908130939809926,0.2817768218206531,0.14828172053238742,870,0,2870,130,0,61,560,121,61,1,0.08221024258760108,73.85856533553944,check,0,1.2482528686523438
1,4,9,4,turn,False,♠J ♣K,♥7 ♦10 ♠A ♥5,2074,0.09546769527483125,0.28889557623970213,0.15423966629290864,809,0,2809,130,61,61,560,427,122,3,0.05820610687022901,74.60569551601296,check,0,1.292884349822998
1,5,9,4,river,False,♠J ♣K,♥7 ♦10 ♠A ♥5 ♣5,1460,0.002054794520547945,0.04528324568785094,0.011111443658118135,748,0,2748,252,0,30,1048,90,30,3,0.025684931506849314,12.932214017805583,fold,0,1.2949891090393066
2,0,9,6,deal,False,♣8 ♣4,,60000,0.11919444444445508,0.31219827941003525,0.18399787918615154,748,0,2748,0,0,40,0,90,40,1,0.3076923076923077,26.202053777526295,fold,0,0.35383105278015137
3,0,9,8,deal,False,♦8 ♥J,,60000,0.12137777777779299,0.30969502560943424,0.18669093505548634,748,0,2748,0,0,40,0,130,40,2,0.23529411764705882,38.7314384943049,fold,0,0.3373908996582031
4,0,9,9,deal,False,♠Q ♠3,,60000,0.13545925925927313,0.3283515279554646,0.20561301740163496,748,0,2748,0,0,80,0,230,80,2,0.25806451612903225,80.32113645951456,fold,0,0.3659811019897461
5,0,9,8,deal,False,♣6 ♠6,,60000,0.1459574074074204,0.34043154124297537,0.22010074466706442,748,0,2748,0,0,40,0,70,40,1,0.36363636363636365,27.522495742920203,fold,0,0.3375511169433594
