round_id,turn,N,Nnf,roundName,first,hole,board,Nsim,prWin,prWinStd,prWin_adj,chips,reld,stack,pot,bet,cost_to_call,pot_sum,bet_sum,maxBet_all,N_maxBet_all,thd_call,bet_limit,action,amount,cputime
1,0,9,7,deal,False,♠8 ♦6,,60000,0.10448888888889903,0.2926457314721922,0.23908212069203022,1000,0,3000,0,0,1000,0,3050,1000,3,0.24691358024691357,1397.375431006768,fold,0,0.3330819606781006
2,0,9,8,deal,False,♥K ♦Q,,60000,0.18196666666669306,0.3641905919246789,0.34979708500542317,1000,0,3000,0,0,216,0,428,216,1,0.33540372670807456,467.5136619149482,check,0,0.31299781799316406
2,1,9,7,deal,False,♥K ♦Q,,60000,0.18196666666669306,0.3641905919246789,0.34979708500542317,784,0,2784,0,216,648,0,2430,864,1,0.21052631578947367,1402.5409857448446,check,0,0.30179286003112793
2,2,9,6,flop,False,♥K ♦Q,♣Q ♣3 ♥4,1004,0.24302788844621515,0.4212970808086994,0.4351207059689537,136,0,2136,864,0,136,5454,438,913,1,0.0225613802256138,592.0500919096033,check,0,1.2488939762115479
3,0,9,5,deal,False,♠9 ♣5,,60000,0.08745185185186077,0.2686245289932019,0.20892515882696996,6270,0,8270,0,0,20,0,30,20,1,0.4,10.766569071291219,fold,0,0.33902406692504883
4,0,9,6,deal,False,♣6 ♣5,,60000,0.1427222222222342,0.3382437247126958,0.29138269605288636,6270,0,8270,0,0,20,0,30,20,1,0.4,20.95099667236289,fold,0,0.3293948173522949
5,0,9,7,deal,False,♠4 ♠6,,60000,0.13239629629630711,0.32793180417905793,0.27474316139320687,6270,0,8270,0,0,20,0,30,20,1,0.4,18.295326554289215,fold,0,0.3268320560455322
6,0,9,9,deal,False,♦4 ♦Q,,60000,0.13705185185186647,0.3292672937945013,0.27977121573217395,6270,0,8270,0,0,40,0,70,40,1,0.36363636363636365,44.462818896179286,fold,0,0.3631420135498047
7,0,9,9,deal,False,♦Q ♣J,,60000,0.1644462962963187,0.35078982232646294,0.3201319243567883,6270,0,8270,0,0,20,0,30,20,1,0.4,26.697227110368832,fold,0,0.342587947845459
8,0,9,5,deal,False,♣4 ♠9,,60000,0.07690740740741435,0.25320558486787376,0.1901463091510266,6250,0,8250,0,20,20,0,130,40,1,0.0,26.13664819128155,check,0,0.34236884117126465
