round_id,turn,N,Nnf,roundName,first,hole,board,Nsim,prWin,prWinStd,prWin_adj,chips,reld,stack,pot,bet,cost_to_call,pot_sum,bet_sum,maxBet_all,N_maxBet_all,thd_call,bet_limit,action,amount,cputime
1,0,9,9,deal,False,♥4 ♥10,,60000,0.12213148148149285,0.3149664543821547,0.29076184612545874,1000,0,3000,0,0,40,0,110,40,1,-0.8,67.79243084889755,check,0,0.3214430809020996
1,1,9,4,flop,False,♥4 ♥10,♥2 ♠7 ♦4,1312,0.15967987804878048,0.36238651035571123,0.34414482116230183,960,0,2960,40,0,52,280,52,52,1,0.13541666666666666,109.4107669501167,check,0,1.2897601127624512
1,2,9,4,flop,False,♥4 ♥10,♥2 ♠7 ♦4,2292,0.1545956951716114,0.35774447523974345,0.3366484647669238,908,0,2908,40,52,52,280,364,104,3,0.07471264367816093,105.58296799262465,check,0,1.2603778839111328
1,3,9,4,turn,False,♥4 ♥10,♥2 ♠7 ♦4 ♠J,574,0.06533101045296168,0.246226175408851,0.1959565160127592,856,0,2856,144,0,37,696,74,37,2,0.04584882280049566,48.92327985028674,check,0,1.2215323448181152
1,4,9,3,turn,False,♥4 ♥10,♥2 ♠7 ♦4 ♠J,1786,0.06513624486748787,0.24537558868232637,0.195580482746206,819,0,2819,144,37,72,696,292,109,2,0.06792452830188679,95.12892892801426,check,0,1.260925054550171
1,5,9,3,river,False,♥4 ♥10,♥2 ♠7 ♦4 ♠J ♦J,466,0.04935622317596566,0.21661067935300407,0.1725478789938541,747,0,2747,253,0,59,1060,59,59,1,0.0500848896434635,74.54475327470288,check,0,1.2274260520935059
1,6,9,3,river,False,♥4 ♥10,♥2 ♠7 ♦4 ♠J ♦J,1674,0.0480884109916368,0.21007889926376253,0.16976862044371605,688,0,2688,253,59,59,1060,295,118,2,0.04172560113154172,74.16565236719437,check,0,1.2735991477966309
2,0,9,7,deal,False,♥8 ♣8,,60000,0.1618759259259449,0.35149313035099233,0.34972777166949753,2043,0,4043,0,0,20,0,30,20,1,0.4,34.9094216098587,bet,34,0.3502020835876465
2,1,9,6,flop,False,♥8 ♣8,♣J ♥5 ♠A,651,0.07680491551459294,0.2662816562728067,0.2098711313120188,2009,0,4009,34,0,20,204,40,20,2,0.07575757575757576,27.233721079225816,bet,27,1.2261970043182373
2,2,9,6,flop,False,♥8 ♣8,♣J ♥5 ♠A,2433,0.07809288943690916,0.2683177035834644,0.2121765583875337,1982,0,3982,34,27,27,204,270,54,4,0.05389221556886228,36.951877172285336,check,0,1.3144252300262451
2,3,9,6,turn,True,♥8 ♣8,♣J ♥5 ♠A ♥3,643,0.04665629860031104,0.21090160834196983,0.15658356686492836,1955,0,3955,88,0,20,528,0,0,9,0.0364963503649635,24.559582820060953,check,0,1.2375481128692627
2,4,9,5,turn,False,♥8 ♣8,♣J ♥5 ♠A ♥3,2400,0.051666666666666666,0.22135316176242484,0.16704154970134022,1955,0,3955,88,0,68,528,234,68,3,0.0819277108433735,85.05742168355002,check,0,1.3052268028259277
2,5,9,5,river,True,♥8 ♣8,♣J ♥5 ♠A ♥3 ♥7,581,0.012048192771084338,0.10910102576069175,0.07406928780281448,1887,0,3887,156,0,20,868,0,0,9,0.02252252252252252,21.73899851975276,check,0,1.2282910346984863
2,6,9,5,river,False,♥8 ♣8,♣J ♥5 ♠A ♥3 ♥7,2732,0.015373352855051245,0.12303256835913542,0.08531416744406516,1887,0,3887,156,0,473,868,629,473,1,0.24010152284263958,153.99044124148935,fold,0,1.3474748134613037
3,0,9,9,deal,False,♣2 ♣7,,60000,0.1024907407407495,0.29208656197045074,0.25565349340772914,1887,0,3887,0,0,40,0,70,40,1,0.36363636363636365,36.619603832525414,fold,0,0.31950998306274414
4,0,9,9,deal,False,♥Q ♥7,,60000,0.1446537037037197,0.33668566415017814,0.3205293769138855,1887,0,3887,0,0,20,0,30,20,1,0.4,26.789569072824314,fold,0,0.3506648540496826
5,0,9,4,deal,False,♦3 ♦6,,60000,0.11832037037037986,0.3119717898446407,0.2781989799350372,1867,0,3867,0,20,980,0,1093,1000,1,0.4630969609261939,685.4600690743823,bet,685,0.3116631507873535
5,1,9,4,flop,True,♦3 ♦6,♠7 ♣6 ♥A,193,0.11139896373056994,0.3083881065275229,0.26478072166398525,887,0,2887,1000,0,20,3128,0,0,9,0.0063532401524777635,31.256761075754234,check,0,1.1903460025787354
5,2,9,4,flop,False,♦3 ♦6,♠7 ♣6 ♥A,940,0.07313829787234043,0.2511341127282914,0.20006693620603305,887,0,2887,1000,0,728,3128,728,728,1,0.15881326352530542,970.8020567583081,check,0,1.241227149963379
