round_id,turn,N,Nnf,roundName,first,hole,board,Nsim,prWin,prWinStd,prWin_adj,chips,reld,stack,pot,bet,cost_to_call,pot_sum,bet_sum,maxBet_all,N_maxBet_all,thd_call,bet_limit,action,amount,cputime
1,0,9,6,deal,False,♦10 ♥8,,60000,0.12718333333334783,0.3177498565863761,0.31542903337630546,980,0,2980,0,20,0,0,120,20,6,-0.16666666666666666,0,check,0,0.3541440963745117
1,1,9,6,flop,True,♦10 ♥8,♠Q ♠10 ♠K,493,0.033243182330403416,0.16778004463155172,0.1402555095040959,980,0,2980,20,0,20,120,0,0,9,0.14285714285714285,23.392521060281723,fold,0,1.230018138885498
2,0,9,4,deal,False,♠6 ♦J,,60000,0.09571851851852976,0.27868843392907194,0.2604732249705395,970,0,2970,0,10,30,0,90,40,1,0.16666666666666666,46.31173957098341,check,0,0.31856417655944824
2,1,9,4,deal,False,♠6 ♦J,,60000,0.09571851851852976,0.27868843392907194,0.2604732249705395,940,0,2940,0,40,118,0,317,158,1,0.271264367816092,172.36071480005805,fold,0,0.2910730838775635
3,0,9,9,deal,False,♣K ♣7,,60000,0.15912407407409193,0.34976047656702897,0.3621384943804283,940,0,2940,0,0,160,0,370,160,1,0.3018867924528302,370.1462581612872,bet,370,0.32404398918151855
3,1,9,8,deal,False,♣K ♣7,,60000,0.15912407407409193,0.34976047656702897,0.3621384943804283,570,0,2570,0,370,370,0,4090,740,3,0.08295964125560538,855.9632219979767,check,0,0.3319990634918213
3,2,9,7,flop,False,♣K ♣7,♥K ♠7 ♣4,1508,0.5649867374005305,0.4907170764921203,0.8614325348270435,200,0,2200,740,0,200,5940,928,1364,1,0.028296547821165818,inf,bet,6868,1.2928988933563232
4,0,9,9,deal,False,♥10 ♦4,,60000,0.08671481481482343,0.26741223743452314,0.24149399655837195,1000,1,2000,0,0,400,0,830,400,1,0.3252032520325203,387.6892885946246,fold,0,0.3167688846588135
5,0,9,7,deal,False,♥5 ♠7,,60000,0.09847407407408337,0.28542599836659716,0.2638388651045367,1000,1,2000,0,0,40,0,90,40,1,0.3076923076923077,50.27393239348897,fold,0,0.32109618186950684
6,0,9,7,deal,False,♦3 ♦2,,60000,0.10433518518519362,0.2949656147098654,0.2755243130934471,1000,1,2000,0,0,40,0,70,40,1,0.36363636363636365,42.95944514599073,fold,0,0.3100869655609131
7,0,9,9,deal,False,♠4 ♣3,,60000,0.08445925925926577,0.26755470859364167,0.241571824397059,1000,1,2000,0,0,80,0,150,80,1,0.34782608695652173,70.10801661818965,fold,0,0.3356308937072754
8,0,6,6,deal,False,♦8 ♥10,,60000,0.18587962962962298,0.3237717976039538,0.4076150459689636,1000,1,2000,0,0,20,0,30,20,1,0.4,64.12136697410995,check,0,0.3463411331176758
8,1,6,4,deal,False,♦8 ♥10,,60000,0.18587962962962298,0.3237717976039538,0.4076150459689636,980,1,1980,0,20,14,0,118,34,2,0.10606060606060606,44.88495688187697,check,0,0.3495349884033203
8,2,6,4,deal,False,♦8 ♥10,,60000,0.18587962962962298,0.3237717976039538,0.4076150459689636,966,1,1966,0,34,37,0,257,71,3,0.12585034013605442,118.6245289021034,bet,118,0.31519579887390137
8,3,6,4,flop,True,♦8 ♥10,♠10 ♦3 ♥K,404,0.11963696369636963,0.3179009819444632,0.3147725430319216,848,1,1848,152,0,20,618,0,0,6,0.03134796238244514,36.99383818059806,check,0,1.2382731437683105
