round_id,turn,N,Nnf,roundName,first,hole,board,Nsim,prWin,prWinStd,prWin_adj,chips,reld,stack,pot,bet,cost_to_call,pot_sum,bet_sum,maxBet_all,N_maxBet_all,thd_call,bet_limit,action,amount,cputime
1,0,9,9,deal,False,♣10 ♠J,,60000,0.16082037037039004,0.3497411732614166,0.4014445662728068,1000,0,3000,0,0,20,0,70,20,3,0.2222222222222222,60.73286992820985,check,0,0.30754733085632324
1,1,9,8,deal,False,♣10 ♠J,,60000,0.16082037037039004,0.3497411732614166,0.4014445662728068,980,0,2980,0,20,572,0,1244,592,1,0.31497797356828194,1736.960079946802,check,0,0.3410489559173584
1,2,9,8,deal,False,♣10 ♠J,,60000,0.16082037037039004,0.3497411732614166,0.4014445662728068,408,0,2408,0,592,408,0,5960,1000,3,0.06407035175879397,1238.950546535481,check,0,0.3401679992675781
2,0,9,9,deal,False,♠3 ♣K,,60000,0.1035870370370502,0.28787092001404463,0.3016576867579517,1000,1,2000,0,0,40,0,70,40,1,0.36363636363636365,53.23129928228558,fold,0,0.3282020092010498
3,0,9,9,deal,False,♣7 ♥7,,60000,0.15266851851853439,0.3451007304007773,0.3882508506807537,1000,1,2000,0,0,20,0,30,20,1,0.4,52.11460485997895,fold,0,0.36016106605529785
5,0,9,4,deal,False,♠7 ♠3,,60000,0.11119629629630584,0.30295981591578697,0.3171119623009061,1000,1,2000,0,10,10,0,70,20,3,0.0,18.669565442619355,check,0,0.3423500061035156
5,1,9,4,flop,True,♠7 ♠3,♠A ♠10 ♦Q,182,0.22527472527472528,0.41776311879715083,0.5067250574662654,990,1,1990,20,0,20,80,0,0,9,0.2,inf,check,0,1.1920862197875977
5,2,9,4,flop,False,♠7 ♠3,♠A ♠10 ♦Q,1326,0.2207139265962795,0.4124656171980199,0.500119455012612,990,1,1990,20,0,52,80,52,52,1,0.2826086956521739,inf,raise,0,1.265300989151001
5,3,9,3,turn,True,♠7 ♠3,♠A ♠10 ♦Q ♦K,205,0.17344173441734417,0.36961431633690184,0.4021119700571305,886,1,1886,124,0,20,392,0,0,9,0.04854368932038835,61.078768291875484,check,0,1.188410997390747
5,4,9,3,turn,False,♠7 ♠3,♠A ♠10 ♦Q ♦K,1053,0.1603883085364567,0.36012886499136065,0.3820148101598454,886,1,1886,124,0,609,392,1218,609,2,0.2744479495268139,1594.9161972046415,check,0,1.2438890933990479
