round_id,turn,N,Nnf,roundName,first,hole,board,Nsim,prWin,prWinStd,prWin_adj,chips,reld,stack,pot,bet,cost_to_call,pot_sum,bet_sum,maxBet_all,N_maxBet_all,thd_call,bet_limit,action,amount,cputime
1,0,9,7,deal,False,♣5 ♣10,,60000,0.1271407407407528,0.32031348404998206,0.31202820385545516,1000,0,3000,0,0,80,0,170,80,1,0.32,141.0977490863509,fold,0,0.3267099857330322
2,0,9,7,deal,False,♠7 ♦J,,60000,0.10675370370371669,0.2925873150173135,0.27968162250483625,1000,0,3000,0,0,40,0,90,40,1,0.3076923076923077,57.1249350862431,fold,0,0.3449747562408447
3,0,9,9,deal,False,♦6 ♠8,,60000,0.10448888888889903,0.2926457314721922,0.2773188342724653,1000,0,3000,0,0,160,0,310,160,1,0.3404255319148936,193.03122997311067,fold,0,0.32806897163391113
4,0,9,9,deal,False,♥Q ♣Q,,60000,0.25453703703707886,0.4071754526914156,0.502829412465714,1000,0,3000,0,0,40,0,90,40,1,0.3076923076923077,inf,raise,0,0.32776713371276855
4,1,9,6,flop,True,♥Q ♣Q,♣2 ♠9 ♥J,657,0.23693556570268903,0.41868931138014887,0.46540172536299573,920,0,2920,80,0,20,500,0,0,9,0.038461538461538464,154.51587694642714,bet,154,1.2257850170135498
4,2,9,4,turn,False,♥Q ♣Q,♣2 ♠9 ♥J ♥K,524,0.14567430025445294,0.34070156492957343,0.354989262060324,766,0,2766,234,0,20,1116,20,20,1,0.01730103806228374,44.48020519749361,check,0,1.2278473377227783
4,3,9,4,turn,False,♥Q ♣Q,♣2 ♠9 ♥J ♥K,1272,0.14714360587002095,0.3373560458469027,0.3573305418015403,746,0,2746,234,20,22,1116,146,42,3,0.017133956386292833,49.5506475558998,check,0,1.23248291015625
4,4,9,3,river,False,♥Q ♣Q,♣2 ♠9 ♥J ♥K ♠8,760,0.08552631578947369,0.2796633066688458,0.2634757552808613,724,0,2724,276,0,414,1284,414,414,1,0.19602272727272727,644.587276191924,check,0,1.2295598983764648
5,0,9,9,deal,False,♠10 ♥8,,60000,0.12718333333334783,0.3177498565863761,0.31876081567795067,310,0,2310,0,0,40,0,70,40,1,0.36363636363636365,61.55748598439798,fold,0,0.3395531177520752
6,0,9,9,deal,False,♣8 ♠J,,60000,0.12137777777779299,0.30969502560943424,0.3107859338831037,310,0,2310,0,0,20,0,30,20,1,0.4,24.63764509646184,fold,0,0.37653207778930664
