,allIn,bet,cards,chips,folded,isHuman,isOnline,isSurvive,reloadCount,roundBet,position,me,win,score
cat9,True,0,♣4 ♠Q,0,False,False,True,True,2,0,SB,False,,
cat4,False,0,,0,False,False,True,False,2,0,,False,,
random_a,False,0,,0,False,False,True,False,2,0,,False,,
random_b,False,0,,0,False,False,True,False,2,0,,False,,
basic_c,False,0,♥6 ♦5,6718,True,False,True,True,0,0,BB,False,True,6718.0
basic_b,True,0,♣3 ♦7,1000,False,False,True,True,2,0,1,False,True,1000.0
basic_a,True,0,♠9 ♠A,17282,True,False,True,True,0,0,2,False,True,17282.0
tomas4,True,0,♥7 ♥J,0,False,False,True,True,2,0,3,True,,
tomas3,True,0,♥A ♣2,2000,False,False,True,True,1,0,D,False,True,2000.0
