round_id,turn,N,Nnf,roundName,first,hole,board,Nsim,prWin,prWinStd,prWin_adj,chips,reld,stack,pot,bet,cost_to_call,pot_sum,bet_sum,maxBet_all,N_maxBet_all,thd_call,bet_limit,action,amount,cputime
1,0,9,6,deal,False,♣A ♠J,,60000,0.1768722222222482,0.35998008377960133,0.39817733051493476,990,0,2990,0,10,990,0,2070,1000,2,0.3202614379084967,2925.696437754481,bet,2925,0.33835601806640625
2,0,9,6,deal,False,♣A ♥J,,60000,0.1768722222222482,0.35998008377960133,0.40008513317263034,6000,0,8000,0,0,1000,0,2050,1000,2,0.32786885245901637,3002.1301427738836,check,0,0.31201982498168945
3,0,9,7,deal,False,♠8 ♣4,,60000,0.07953518518519263,0.25761280061436354,0.23917280944998548,5000,0,7000,0,0,116,0,262,116,1,0.30687830687830686,120.12412498818885,fold,0,0.30893993377685547
4,0,7,5,deal,False,♣7 ♠3,,60000,0.09435535714284358,0.25579049315634267,0.2653639993455652,5000,0,7000,0,0,20,0,50,20,2,0.2857142857142857,28.274007250104997,fold,0,0.3720569610595703
5,0,7,6,deal,False,♥3 ♦K,,60000,0.1357694444444078,0.29305108058446033,0.33787015509462615,5000,0,7000,0,0,40,0,70,40,1,0.36363636363636365,72.93817763912483,fold,0,0.3886139392852783
6,0,6,5,deal,False,♣A ♦4,,60000,0.19635502645501657,0.32618991305829764,0.4327129106639376,5000,0,7000,0,0,20,0,30,20,1,0.4,84.30846020144695,check,0,0.35384488105773926
6,1,6,4,deal,False,♣A ♦4,,60000,0.19635502645501657,0.32618991305829764,0.4327129106639376,4980,0,6980,0,20,10,0,100,30,2,0.09090909090909091,42.154230100723474,check,0,0.3201470375061035
6,2,6,4,flop,True,♣A ♦4,♦2 ♥6 ♠8,882,0.029572940287226,0.1548616903653174,0.13169186221956808,4970,0,6970,30,0,20,120,0,0,6,0.14285714285714285,21.453535566147593,fold,0,1.2760579586029053
7,0,6,6,deal,False,♠Q ♦10,,60000,0.23180277777776556,0.34862435250359963,0.4807731656199982,4970,0,6970,0,0,20,0,30,20,1,0.4,270.0532100698075,check,0,0.33824610710144043
7,1,6,6,deal,False,♠Q ♦10,,60000,0.23180277777776556,0.34862435250359963,0.4807731656199982,4950,0,6950,0,20,60,0,220,80,1,0.21428571428571427,810.1596302094225,check,0,0.32497692108154297
7,2,6,5,flop,True,♠Q ♦10,♦Q ♣9 ♠10,507,0.39765505150120534,0.48668801574361575,0.6942519960239836,4890,0,6890,80,0,20,420,0,0,6,0.045454545454545456,inf,raise,0,1.240731954574585
7,3,6,5,turn,True,♠Q ♦10,♦Q ♣9 ♠10 ♥10,414,0.9698067632850241,0.15046292930271757,1.0777444229034305,4870,0,6870,100,0,20,520,0,0,6,0.037037037037037035,inf,allin,0,1.2402377128601074
9,0,6,3,deal,False,♥10 ♣8,,60000,0.18587962962962298,0.3237717976039538,0.4115051409924608,7320,0,9320,0,20,60,0,140,80,1,0.2,199.5013718110122,check,0,0.35297703742980957
9,1,6,3,flop,True,♥10 ♣8,♥7 ♥9 ♦10,138,0.1849838969404187,0.3456930316522021,0.4218687104715658,7260,0,9260,80,0,40,240,0,0,6,0.14285714285714285,147.98969606614156,check,0,1.2344040870666504
9,2,6,3,flop,False,♥10 ♣8,♥7 ♥9 ♦10,780,0.19280626780626778,0.3479199360092952,0.43348439695851815,7260,0,9260,80,0,100,240,150,100,1,0.20408163265306123,425.85166272053453,check,0,1.2433369159698486
9,3,6,3,turn,True,♥10 ♣8,♥7 ♥9 ♦10 ♦2,151,0.16004415011037526,0.33982681533849024,0.38668520598214984,7160,0,9160,180,0,40,540,0,0,6,0.06896551724137931,108.24973020226051,check,0,1.2234559059143066
9,4,6,3,turn,False,♥10 ♣8,♥7 ♥9 ♦10 ♦2,841,0.16210860087197781,0.33233456129758077,0.3899262405192935,7160,0,9160,180,0,50,540,100,50,2,0.07246376811594203,138.5602168852148,check,0,1.2488718032836914
9,5,6,3,river,True,♥10 ♣8,♥7 ♥9 ♦10 ♦2 ♦Q,243,0.037037037037037035,0.18885257457751056,0.1626880449169988,7110,0,9110,230,0,40,690,0,0,6,0.0547945205479452,49.6461475773645,check,0,1.2368779182434082
9,6,6,3,river,False,♥10 ♣8,♥7 ♥9 ♦10 ♦2 ♦Q,1484,0.0330188679245283,0.1767901802648312,0.151905536178141,7110,0,9110,230,0,50,690,100,50,2,0.05952380952380952,60.90979259698025,check,0,1.2845680713653564
10,0,6,4,deal,False,♥Q ♠Q,,60000,0.38413187830697165,0.36748592789897305,0.6638057418969456,7060,0,9060,0,0,80,0,140,80,1,0.36363636363636365,inf,raise,0,0.3303201198577881
