round_id,turn,N,Nnf,roundName,first,hole,board,Nsim,prWin,prWinStd,prWin_adj,chips,reld,stack,pot,bet,cost_to_call,pot_sum,bet_sum,maxBet_all,N_maxBet_all,thd_call,bet_limit,action,amount,cputime
1,0,9,8,deal,False,♥5 ♦7,,60000,0.09847407407408337,0.28542599836659716,0.259369546428038,1000,0,3000,0,0,40,0,70,40,1,0.36363636363636365,37.72562445952635,bet,37,0.4835379123687744
1,1,9,7,deal,False,♥5 ♦7,,60000,0.09847407407408337,0.28542599836659716,0.259369546428038,960,0,2960,0,40,112,0,484,152,1,0.18791946308724833,172.36099913524217,check,0,0.4339730739593506
1,2,9,6,flop,True,♥5 ♦7,♣A ♣J ♦10,641,0.009187034148032588,0.08420189696247286,0.0597444794306217,848,0,2848,152,0,20,1084,0,0,9,0.018115942028985508,21.35704100549051,check,0,1.2360868453979492
1,3,9,6,flop,False,♥5 ♦7,♣A ♣J ♦10,1847,0.008061120134753054,0.07959346670234413,0.05544621647123161,848,0,2848,152,0,145,1084,465,145,3,0.08559622195985832,96.59819857137693,fold,0,1.3057081699371338
2,0,9,9,deal,False,♦5 ♥Q,,60000,0.10314629629630828,0.28840680125891005,0.265866471852455,848,0,2848,0,0,40,0,70,40,1,0.36363636363636365,39.743673571484145,fold,0,0.4717857837677002
3,0,9,9,deal,False,♠4 ♥4,,60000,0.13415555555556527,0.33095695719709683,0.31819801496100264,848,0,2848,0,0,20,0,30,20,1,0.4,26.253674971652348,fold,0,0.4312560558319092
4,0,9,2,deal,False,♠10 ♣Q,,60000,0.1598222222222431,0.34793870740220995,0.3595326215266489,828,0,2828,0,20,0,0,50,20,2,-0.4,0,check,0,0.4983501434326172
4,1,9,2,flop,True,♠10 ♣Q,♥5 ♦J ♣2,115,0.10869565217391304,0.30059801769467137,0.27831014590271635,828,0,2828,20,0,20,50,0,0,9,0.2857142857142857,31.38507928520109,fold,0,1.2378818988800049
5,0,9,8,deal,False,♦4 ♣J,,60000,0.09128148148149129,0.27320496264771765,0.2468063307371724,818,0,2818,0,10,334,0,738,344,1,0.30223880597014924,359.6912051836487,bet,359,0.38483500480651855
5,1,9,7,deal,False,♦4 ♣J,,60000,0.09128148148149129,0.27320496264771765,0.2468063307371724,459,0,2459,0,369,369,0,3481,738,2,0.09584415584415584,548.8456025918244,check,0,0.47318601608276367
