round_id,turn,N,Nnf,roundName,first,hole,board,Nsim,prWin,prWinStd,prWin_adj,chips,reld,stack,pot,bet,cost_to_call,pot_sum,bet_sum,maxBet_all,N_maxBet_all,thd_call,bet_limit,action,amount,cputime
1,0,9,8,deal,False,♣J ♦5,,60000,0.09487777777778841,0.27763682759456065,0.27949678674220524,1000,0,3000,0,0,80,0,150,80,1,0.34782608695652173,95.06554891405592,fold,0,0.31130290031433105
2,0,9,9,deal,False,♦10 ♠4,,60000,0.08671481481482343,0.26741223743452314,0.2626002486143104,1000,0,3000,0,0,80,0,150,80,1,0.34782608695652173,82.96141226397465,fold,0,0.31034398078918457
3,0,9,9,deal,False,♥6 ♦A,,60000,0.12839444444446152,0.315954148962581,0.3391473935762709,1000,0,3000,0,0,40,0,70,40,1,0.36363636363636365,73.79525292801463,fold,0,0.3730278015136719
4,0,8,8,deal,False,♣J ♥5,,60000,0.10749907407407254,0.27910904234681205,0.30418823368528713,1000,0,3000,0,0,20,0,30,20,1,0.4,23.30209052884922,fold,0,0.3600587844848633
5,0,8,4,deal,False,♣4 ♦J,,60000,0.10325601851851789,0.2747734959406189,0.29800352096619365,980,0,2980,0,20,0,0,80,20,4,-0.25,0,check,0,0.3382279872894287
5,1,8,4,flop,True,♣4 ♦J,♥2 ♣7 ♦7,537,0.0260707635009311,0.14291682573072545,0.11999997726790733,980,0,2980,20,0,20,80,0,0,8,0.2,12.63157579887932,bet,12,1.247196912765503
6,0,8,6,deal,False,♠2 ♦9,,60000,0.08087824074074088,0.2461589921164371,0.2540097428796402,1050,0,3050,0,10,30,0,130,40,1,0.125,45.4890124015373,check,0,0.3731398582458496
6,1,8,6,flop,True,♠2 ♦9,♦2 ♥3 ♣9,141,0.4101654846335698,0.4884471988600742,0.7001294055733647,1020,0,3020,40,0,20,240,0,0,8,0.07692307692307693,inf,raise,0,1.2237000465393066
6,2,8,4,flop,False,♠2 ♦9,♦2 ♥3 ♣9,1402,0.45102234902520205,0.49166711491211423,0.7443653158836021,1000,0,3000,40,20,930,240,1037,950,1,0.42138649750792934,inf,raise,0,1.2983648777008057
7,0,7,6,deal,False,♦6 ♠A,,60000,0.16698392857141628,0.3183769737538115,0.40194968682138155,2277,0,4277,0,0,40,0,110,40,1,0.26666666666666666,121.9884554757411,check,0,0.32385826110839844
7,1,7,4,flop,False,♦6 ♠A,♣J ♣Q ♣6,1541,0.06676761121926598,0.24359072151111447,0.2138104735867149,2237,0,4237,40,0,60,240,90,60,1,0.15384615384615385,82.41281953253092,check,0,1.321775197982788
