round_id,turn,N,Nnf,roundName,first,hole,board,Nsim,prWin,prWinStd,prWin_adj,chips,reld,stack,pot,bet,cost_to_call,pot_sum,bet_sum,maxBet_all,N_maxBet_all,thd_call,bet_limit,action,amount,cputime
1,0,9,7,deal,False,♥4 ♦5,,60000,0.10300185185186041,0.2928905027759959,0.2489032746432258,980,0,2980,0,20,20,0,180,40,2,0.0,29.912645188405712,check,0,0.324815034866333
1,1,9,6,deal,False,♥4 ♦5,,60000,0.10300185185186041,0.2928905027759959,0.2489032746432258,960,0,2960,0,40,27,0,368,67,4,0.06835443037974684,40.38207100434771,check,0,0.3055129051208496
1,2,9,6,flop,True,♥4 ♦5,♥Q ♣7 ♠7,598,0.024433296172426608,0.1524896403840561,0.09937665451026152,933,0,2933,67,0,20,422,0,0,9,0.04524886877828054,22.48055076243196,check,0,1.2278411388397217
1,3,9,5,flop,False,♥4 ♦5,♥Q ♣7 ♠7,2809,0.020133697242988805,0.13639354888106892,0.08831398258432585,933,0,2933,67,0,84,422,210,84,1,0.11731843575418995,67.7876277456113,fold,0,1.368750810623169
2,0,9,3,deal,False,♣Q ♥8,,60000,0.11994259259260917,0.3066571258276486,0.27426742961259615,923,0,2923,0,10,10,0,50,20,2,0.0,16.075052198756616,check,0,0.31235408782958984
2,1,9,3,flop,True,♣Q ♥8,♠A ♦K ♣A,178,0.019975031210986267,0.12003698250209767,0.08837551864636806,913,0,2913,20,0,20,60,0,0,9,0.25,6.440981232875954,bet,6,1.197031021118164
3,0,9,7,deal,False,♠7 ♦2,,60000,0.06556481481481947,0.23653779813641773,0.18189913836110455,973,0,2973,0,0,40,0,150,40,2,0.21052631578947367,42.8871374531817,fold,0,0.30525898933410645
4,0,9,8,deal,False,♣10 ♠7,,60000,0.11252407407408689,0.30087206228846003,0.2594687878828974,973,0,2973,0,0,252,0,534,252,1,0.32061068702290074,288.0215243375797,bet,288,0.3157780170440674
4,1,9,8,deal,False,♣10 ♠7,,60000,0.11252407407408689,0.30087206228846003,0.2594687878828974,685,0,2685,0,288,645,0,3237,933,1,0.1661514683153014,992.8911670369641,check,0,0.3076510429382324
4,2,9,8,deal,False,♣10 ♠7,,60000,0.11252407407408689,0.30087206228846003,0.2594687878828974,40,0,2040,0,933,40,0,6799,1519,1,0.005848808305307793,61.574646017796226,check,0,0.30435705184936523
5,0,9,6,deal,False,♠7 ♦3,,60000,0.07382592592593179,0.2496774669156297,0.1941101283676182,1000,1,2000,0,0,20,0,50,20,2,0.2857142857142857,15.864380155164111,fold,0,0.3078939914703369
6,0,9,8,deal,False,♠5 ♦8,,60000,0.09325000000000917,0.2779424784556306,0.22555601809230547,1000,1,2000,0,0,40,0,110,40,2,0.26666666666666666,45.20259802690535,fold,0,0.3216719627380371
7,0,9,9,deal,False,♦5 ♣5,,60000,0.13840555555556744,0.33355837366667107,0.29380187209412545,1000,1,2000,0,0,80,0,150,80,1,0.34782608695652173,106.8639207874769,fold,0,0.3323798179626465
8,0,8,7,deal,False,♦8 ♣K,,60000,0.13903518518518534,0.3088556212829235,0.296457559454102,1000,1,2000,0,0,20,0,30,20,1,0.4,21.847352227305052,fold,0,0.394866943359375
9,0,8,8,deal,False,♠4 ♥J,,60000,0.10325601851851789,0.2747734959406189,0.2432307859027848,1000,1,2000,0,0,20,0,30,20,1,0.4,14.209109146396463,bet,14,0.3808939456939697
9,1,8,7,deal,False,♠4 ♥J,,60000,0.10325601851851789,0.2747734959406189,0.2432307859027848,980,1,1980,0,20,96,0,379,116,2,0.20210526315789473,141.46914926846867,check,0,0.31841182708740234
9,2,8,6,deal,False,♠4 ♥J,,60000,0.10325601851851789,0.2747734959406189,0.2432307859027848,884,1,1884,0,116,348,0,1276,464,1,0.21428571428571427,512.8256660981989,check,0,0.31823086738586426
9,3,8,6,flop,True,♠4 ♥J,♠Q ♠J ♣K,451,0.0713229859571323,0.24739855110554174,0.19470029736747724,536,1,1536,464,0,20,2900,0,0,8,0.00684931506849315,26.377349721883952,check,0,1.2488329410552979
9,4,8,6,flop,False,♠4 ♥J,♠Q ♠J ♣K,2240,0.07294146825396826,0.2481457484849222,0.197602013924418,536,1,1536,464,0,60,2900,180,60,2,0.01910828025477707,79.60350495274419,check,0,1.3351058959960938
9,5,8,6,turn,True,♠4 ♥J,♠Q ♠J ♣K ♥8,459,0.054103122730573716,0.2190171660385078,0.17001020005692405,476,1,1476,524,0,20,3260,0,0,8,0.006097560975609756,25.151983488163914,check,0,1.2510960102081299
9,6,8,5,turn,False,♠4 ♥J,♠Q ♠J ♣K ♥8,2344,0.05581626848691694,0.21945850982786527,0.17343745306843836,476,1,1476,524,0,60,3260,150,60,2,0.01729106628242075,75.93300775285654,check,0,1.3531248569488525
9,7,8,5,river,True,♠4 ♥J,♠Q ♠J ♣K ♥8 ♣Q,501,0.04657351962741184,0.18613480502490576,0.1630288493657753,416,1,1416,584,0,20,3560,0,0,8,0.00558659217877095,24.838065485989922,check,0,1.2475857734680176
