,N,Nnf,round,first,hole,board,Nsim,prWin,prWinStd,pot,bet,maxBet,NMaxBet,minBet,util_fold,util_call,util_raise_coeff,util_call2,util_raise_coeff2,action,amount,cputime
0,8,8,Deal,0,♦Q ♣8,,65,0.12307692307692308,0.31660177888087193,0,20,58,1,38,-20,-0.8923076923076891,-0.01538461538461533,-43.723076923076924,-0.7538461538461538,call,0,0.5264041423797607
1,8,8,Deal,0,♦Q ♣8,,140,0.1238095238095238,0.31583313140553193,0,58,93,2,35,-58,-0.8857142857142861,-0.009523809523809601,-69.97142857142858,-0.7523809523809524,call,0,0.5209131240844727
2,8,8,Deal,0,♦Q ♣8,,210,0.13015873015873014,0.32771531746638144,0,93,272,1,179,-93,11.225396825396786,0.04126984126984112,-201.19365079365082,-0.7396825396825397,raise,0,0.5216288566589355
3,8,7,Flop,1,♦Q ♣8,♠J ♥A ♣3,5,0.2,0.4,2448,0,0,8,20,-544,-54.39999999999998,0.40000000000000013,-54.39999999999998,-0.6,raise,0,0.5343632698059082
4,8,7,Flop,0,♦Q ♣8,♠J ♥A ♣3,50,0.06,0.21540659228538017,2448,20,73,1,53,-564,-439.46000000000004,-0.5800000000000001,-461.36,-0.88,call,0,0.5201568603515625
5,8,7,Flop,0,♦Q ♣8,♠J ♥A ♣3,90,0.03333333333333333,0.1632993161855452,2448,73,149,2,76,-617,-576.6333333333333,-0.7666666666666666,-601.4666666666667,-0.9333333333333333,call,0,0.5208547115325928
6,8,7,Turn,1,♦Q ♣8,♠J ♥A ♣3 ♥J,5,0.0,0.0,3044,0,0,8,20,-693,-693.0,-1.0,-693.0,-1.0,call,0,0.5217452049255371
7,8,7,Turn,0,♦Q ♣8,♠J ♥A ♣3 ♥J,50,0.04,0.19595917942265428,3044,20,73,2,53,-713,-623.8,-0.72,-638.4,-0.92,call,0,0.5232670307159424
8,8,7,River,1,♦Q ♣8,♠J ♥A ♣3 ♥J ♣A,5,0.0,0.0,3336,0,0,8,20,-766,-766.0,-1.0,-766.0,-1.0,call,0,0.5244247913360596
9,8,7,River,0,♦Q ♣8,♠J ♥A ♣3 ♥J ♣A,45,0.018518518518518517,0.0876456264162906,3336,20,58,1,38,-786,-754.7037037037037,-0.8703703703703703,-760.0740740740741,-0.962962962962963,call,0,0.5230562686920166
10,8,7,River,0,♦Q ♣8,♠J ♥A ♣3 ♥J ♣A,90,0.009259259259259259,0.06266268265069863,3336,58,116,3,58,-824,-843.5925925925926,-0.9351851851851852,-848.9629629629629,-0.9814814814814815,fold,0,0.5318238735198975
