,N,Nnf,round,first,hole,board,Nsim,prWin,prWinStd,pot,bet,maxBet,NMaxBet,minBet,util_fold,util_call,util_raise_coeff,util_call2,util_raise_coeff2,action,amount,cputime
0,8,7,Deal,0,♦A ♦6,,100,0.1733333333333333,0.3479463560186637,0,20,61,5,41,-20,13.013333333333321,0.21333333333333315,-39.85333333333334,-0.6533333333333333,raise,0,0.5327579975128174
1,8,7,Deal,0,♦A ♦6,,175,0.1895238095238095,0.36790021322829375,0,122,125,4,3,-122,40.833333333333314,0.32666666666666666,-77.61904761904762,-0.6209523809523809,raise,0,0.5213048458099365
2,8,7,Flop,1,♦A ♦6,♥6 ♣4 ♣10,5,0.4,0.48989794855663565,1760,0,0,8,20,-250,454.0,1.8000000000000003,454.0,-0.19999999999999996,raise,0,0.5265648365020752
3,8,7,Flop,0,♦A ♦6,♥6 ♣4 ♣10,80,0.1375,0.3443744328488978,1760,20,71,4,51,-270,-10.662499999999966,-0.03749999999999987,-59.474999999999966,-0.725,call,0,0.5215358734130859
4,8,7,Flop,0,♦A ♦6,♥6 ♣4 ♣10,155,0.14838709677419354,0.35548328552144287,1760,71,94,5,23,-321,14.799999999999955,0.038709677419354716,-54.94193548387102,-0.7032258064516129,raise,0,0.5233311653137207
5,8,7,Turn,1,♦A ♦6,♥6 ♣4 ♣10 ♦3,5,0.0,0.0,3076,0,0,8,20,-438,-438.0,-1.0,-438.0,-1.0,call,0,0.5272879600524902
6,8,7,Turn,0,♦A ♦6,♥6 ♣4 ♣10 ♦3,80,0.11875,0.3186274274132722,3076,20,74,1,54,-458,-85.21250000000003,-0.16875000000000007,-129.15000000000003,-0.7625,call,0,0.5251471996307373
7,8,7,River,1,♦A ♦6,♥6 ♣4 ♣10 ♦3 ♦4,5,0.0,0.0,3594,0,0,8,20,-512,-512.0,-1.0,-512.0,-1.0,call,0,0.5271131992340088
8,8,6,River,0,♦A ♦6,♥6 ♣4 ♣10 ♦3 ♦4,80,0.075,0.26339134382131846,3594,20,73,2,53,-532,-282.6,-0.55,-304.5,-0.85,call,0,0.5251219272613525
9,8,6,River,0,♦A ♦6,♥6 ♣4 ♣10 ♦3 ♦4,140,0.07142857142857142,0.25753937681885636,3594,73,139,4,66,-585,-334.7142857142857,-0.5714285714285714,-374.42857142857144,-0.8571428571428572,call,0,0.5243868827819824
