,N,Nnf,round,first,hole,board,Nsim,prWin,prWinStd,pot,bet,maxBet,NMaxBet,minBet,util_fold,util_call,util_raise_coeff,util_call2,util_raise_coeff2,action,amount,cputime
0,8,7,Deal,0,♣9 ♣A,,85,0.2235294117647059,0.40224284699479435,0,0,73,4,73,0,41.22352941176473,0.5647058823529412,-40.364705882352936,-0.5529411764705883,raise,0,0.5261907577514648
1,8,7,Flop,0,♣9 ♣A,♠A ♥Q ♦3,65,0.4153846153846154,0.46878919954438736,1022,0,5864,1,5864,-146,11465.23076923077,1.907692307692308,-713.8461538461543,-0.16923076923076918,raise,0,0.5288028717041016
