,N,Nnf,round,first,hole,board,Nsim,prWin,prWinStd,pot,bet,maxBet,NMaxBet,minBet,util_fold,util_call,util_raise_coeff,util_call2,util_raise_coeff2,action,amount,cputime
0,8,8,Deal,0,♦Q ♦A,,10,0.15,0.32015621187164245,0,0,20,1,20,0,4.0,0.19999999999999996,-14.0,-0.7,raise,0,0.5209848880767822
1,8,8,Deal,0,♦Q ♦A,,115,0.24347826086956523,0.41370656157792274,0,40,150,1,110,-40,142.17391304347825,0.9478260869565218,-76.95652173913044,-0.5130434782608695,raise,0,0.527785062789917
2,8,8,Deal,0,♦Q ♦A,,220,0.2287878787878788,0.4106284238570667,0,300,600,1,300,-300,498.18181818181824,0.8303030303030303,-325.45454545454544,-0.5424242424242425,raise,0,0.5323648452758789
3,8,7,Flop,0,♦Q ♦A,♥7 ♣2 ♠2,40,0.09583333333333333,0.27357585785299116,4800,0,20,1,20,-600,-146.58333333333337,-0.3291666666666667,-156.16666666666674,-0.8083333333333333,call,0,0.5262088775634766
4,8,7,Flop,0,♦Q ♦A,♥7 ♣2 ♠2,120,0.09444444444444446,0.27448042948968054,4800,20,75,3,55,-620,-172.08333333333331,-0.3388888888888888,-207.49999999999994,-0.8111111111111111,call,0,0.5254831314086914
5,8,7,Flop,0,♦Q ♦A,♥7 ♣2 ♠2,195,0.09401709401709403,0.2763077472995755,4800,75,78,5,3,-675,-175.38461538461536,-0.3418803418803418,-212.051282051282,-0.811965811965812,call,0,0.523176908493042
6,8,7,Turn,0,♦Q ♦A,♥7 ♣2 ♠2 ♥9,15,0.06666666666666667,0.24944382578492943,5346,0,25,1,25,-678,-334.93333333333334,-0.5333333333333333,-343.2666666666667,-0.8666666666666667,call,0,0.52288818359375
7,8,7,Turn,0,♦Q ♦A,♥7 ♣2 ♠2 ♥9,90,0.06111111111111111,0.2336637871645899,5346,25,92,1,67,-703,-403.94444444444446,-0.5722222222222222,-432.05555555555554,-0.8777777777777778,call,0,0.5218689441680908
8,8,7,Turn,0,♦Q ♦A,♥7 ♣2 ♠2 ♥9,185,0.062162162162162166,0.2386350276177742,5346,92,125,5,33,-770,-416.2891891891892,-0.5648648648648649,-455.14054054054054,-0.8756756756756756,call,0,0.5218350887298584
9,8,7,River,0,♦Q ♦A,♥7 ♣2 ♠2 ♥9 ♣9,5,0.0,0.0,6221,0,51,1,51,-803,-854.0,-1.0,-854.0,-1.0,fold,0,0.5239107608795166
