,N,Nnf,round,first,hole,board,Nsim,prWin,prWinStd,pot,bet,maxBet,NMaxBet,minBet,util_fold,util_call,util_raise_coeff,util_call2,util_raise_coeff2,action,amount,cputime
0,8,8,Deal,0,♥3 ♥Q,,10,0.13333333333333333,0.3055050463303894,0,0,20,1,20,0,1.3333333333333321,0.06666666666666665,-14.666666666666668,-0.7333333333333334,raise,0,0.5245523452758789
1,8,7,Deal,0,♥3 ♥Q,,130,0.1573717948717949,0.3606316197830921,0,40,68,1,28,-40,6.908974358974376,0.10160256410256419,-46.59743589743589,-0.6852564102564103,raise,0,0.5261380672454834
2,8,7,Flop,1,♥3 ♥Q,♦2 ♠9 ♣3,5,0.0,0.0,852,0,0,8,20,-136,-136.0,-1.0,-136.0,-1.0,call,0,0.5252730846405029
3,8,7,Flop,0,♥3 ♥Q,♦2 ♠9 ♣3,90,0.12222222222222222,0.3189488909868295,852,20,23,1,3,-156,-35.1888888888889,-0.1444444444444445,-49.244444444444454,-0.7555555555555555,call,0,0.526038646697998
4,8,7,Flop,0,♥3 ♥Q,♦2 ♠9 ♣3,175,0.14,0.3407554632200131,852,23,77,3,54,-159,-18.25999999999999,-0.019999999999999907,-72.15999999999997,-0.72,call,0,0.5179662704467773
5,8,7,Turn,1,♥3 ♥Q,♦2 ♠9 ♣3 ♥6,5,0.0,0.0,1314,0,0,8,20,-213,-213.0,-1.0,-213.0,-1.0,call,0,0.5239973068237305
6,8,7,Turn,0,♥3 ♥Q,♦2 ♠9 ♣3 ♥6,90,0.07777777777777778,0.26782157318208777,1314,20,61,2,41,-233,-138.5888888888889,-0.4555555555555555,-162.3111111111111,-0.8444444444444444,call,0,0.5204432010650635
7,8,7,Turn,0,♥3 ♥Q,♦2 ♠9 ♣3 ♥6,185,0.07567567567567568,0.264478482653515,1314,61,101,4,40,-274,-161.05945945945945,-0.47027027027027024,-199.27567567567567,-0.8486486486486486,call,0,0.522352933883667
8,8,7,River,1,♥3 ♥Q,♦2 ♠9 ♣3 ♥6 ♦7,5,0.0,0.0,1920,0,0,8,20,-314,-314.0,-1.0,-314.0,-1.0,call,0,0.5269827842712402
9,8,7,River,0,♥3 ♥Q,♦2 ♠9 ♣3 ♥6 ♦7,85,0.011764705882352941,0.1078253104695492,1920,20,79,4,59,-334,-363.90588235294115,-0.9176470588235294,-368.5529411764706,-0.9764705882352941,fold,0,0.5279679298400879
