,N,Nnf,round,first,hole,board,Nsim,prWin,prWinStd,pot,bet,maxBet,NMaxBet,minBet,util_fold,util_call,util_raise_coeff,util_call2,util_raise_coeff2,action,amount,cputime
0,8,7,Deal,0,♠Q ♠4,,100,0.21166666666666664,0.38068286597172246,0,20,76,5,56,-20,36.606666666666655,0.48166666666666647,-43.82666666666667,-0.5766666666666667,raise,0,0.534233808517456
1,8,7,Flop,1,♠Q ♠4,♣4 ♣8 ♣2,5,0.0,0.0,1074,0,0,8,20,-152,-152.0,-1.0,-152.0,-1.0,call,0,0.5323143005371094
2,8,6,Flop,0,♠Q ♠4,♣4 ♣8 ♣2,75,0.10666666666666667,0.308688984074406,1074,20,77,2,57,-172,-65.16,-0.36,-98.01333333333332,-0.7866666666666666,call,0,0.5197479724884033
3,8,6,Flop,0,♠Q ♠4,♣4 ♣8 ♣2,140,0.11071428571428571,0.3109194724801696,1074,77,79,5,2,-229,-59.6142857142857,-0.33571428571428574,-94.6,-0.7785714285714286,call,0,0.5212001800537109
4,8,6,Turn,1,♠Q ♠4,♣4 ♣8 ♣2 ♥10,5,0.0,0.0,1548,0,0,8,20,-231,-231.0,-1.0,-231.0,-1.0,call,0,0.5205807685852051
5,8,6,Turn,0,♠Q ♠4,♣4 ♣8 ♣2 ♥10,70,0.07142857142857142,0.25753937681885636,1548,20,66,2,46,-251,-158.14285714285714,-0.5714285714285714,-177.0,-0.8571428571428572,call,0,0.5202348232269287
6,8,5,Turn,0,♠Q ♠4,♣4 ♣8 ♣2 ♥10,130,0.08461538461538462,0.27830850023270065,1548,66,118,3,52,-297,-168.0923076923077,-0.5769230769230769,-198.04615384615386,-0.8307692307692307,call,0,0.5223941802978516
7,8,5,River,1,♠Q ♠4,♣4 ♣8 ♣2 ♥10 ♥Q,5,0.4,0.48989794855663565,2158,0,0,8,20,-349,514.2,1.0,514.2,-0.19999999999999996,raise,0,0.5248970985412598
8,8,5,River,0,♠Q ♠4,♣4 ♣8 ♣2 ♥10 ♥Q,65,0.46153846153846156,0.4985185152621431,2158,20,71,3,51,-369,739.8461538461538,1.307692307692308,641.5384615384614,-0.07692307692307687,raise,0,0.5220868587493896
9,8,5,River,0,♠Q ♠4,♣4 ♣8 ♣2 ♥10 ♥Q,120,0.48333333333333334,0.49972214501883166,2158,142,149,1,7,-491,905.1166666666666,1.4166666666666665,689.0666666666666,-0.033333333333333326,raise,0,0.5253109931945801
