,N,Nnf,round,first,hole,board,Nsim,prWin,prWinStd,pot,bet,maxBet,NMaxBet,minBet,util_fold,util_call,util_raise_coeff,util_call2,util_raise_coeff2,action,amount,cputime
0,8,7,Deal,0,♠4 ♠K,,90,0.17222222222222222,0.3663719354177232,0,20,49,5,29,-20,10.072222222222216,0.2055555555555555,-32.12222222222222,-0.6555555555555556,raise,0,0.5227930545806885
1,8,7,Deal,0,♠4 ♠K,,160,0.16041666666666668,0.3544790289205335,0,98,115,4,17,-98,14.135416666666686,0.12291666666666679,-78.10416666666666,-0.6791666666666667,raise,0,0.5201680660247803
