,N,Nnf,round,first,hole,board,Nsim,prWin,prWinStd,pot,bet,maxBet,NMaxBet,minBet,util_fold,util_call,util_raise_coeff,util_call2,util_raise_coeff2,action,amount,cputime
0,8,8,Deal,0,♥3 ♠3,,40,0.2,0.4000000000000001,0,0,40,1,40,0,24.0,0.6000000000000001,-24.0,-0.6,raise,0,0.5262548923492432
1,8,8,Deal,0,♥3 ♠3,,135,0.18518518518518517,0.3884477215445006,0,80,160,1,80,-80,77.03703703703701,0.4814814814814814,-100.74074074074075,-0.6296296296296297,raise,0,0.5215249061584473
2,8,7,Flop,0,♥3 ♠3,♦J ♠2 ♠Q,25,0.04,0.19595917942265428,2173,0,71,1,71,-320,-284.2,-0.72,-298.4,-0.92,call,0,0.5247049331665039
3,8,7,Flop,0,♥3 ♠3,♦J ♠2 ♠Q,90,0.08888888888888889,0.28458329944145994,2173,71,113,1,42,-391,-169.5333333333333,-0.37777777777777777,-219.75555555555553,-0.8222222222222222,call,0,0.5246608257293701
4,8,7,Turn,0,♥3 ♠3,♦J ♠2 ♠Q ♠9,20,0.0,0.0,2851,0,67,1,67,-433,-500.0,-1.0,-500.0,-1.0,fold,0,0.5251679420471191
