,N,Nnf,round,first,hole,board,Nsim,prWin,prWinStd,pot,bet,maxBet,NMaxBet,minBet,util_fold,util_call,util_raise_coeff,util_call2,util_raise_coeff2,action,amount,cputime
0,8,8,Deal,0,♣A ♦7,,10,0.15,0.32015621187164245,0,0,40,1,40,0,8.0,0.19999999999999996,-28.0,-0.7,raise,0,0.5267679691314697
1,8,8,Deal,0,♣A ♦7,,80,0.115625,0.3054038054363436,0,80,160,1,80,-80,-12.0,-0.07499999999999996,-123.0,-0.76875,call,0,0.5256056785583496
2,8,7,Deal,0,♣A ♦7,,160,0.1078125,0.2976101096128121,0,160,192,1,32,-160,-47.099999999999966,-0.24531249999999993,-150.6,-0.784375,call,0,0.5241327285766602
3,8,7,Deal,0,♣A ♦7,,200,0.10625,0.29810600044279545,0,192,321,1,129,-192,-82.25625000000002,-0.25625,-252.78750000000002,-0.7875,call,0,0.523176908493042
4,8,7,Deal,0,♣A ♦7,,245,0.11054421768707483,0.3023611519117258,0,321,341,2,20,-321,-77.13095238095241,-0.22619047619047616,-265.60884353741494,-0.7789115646258503,call,0,0.5292541980743408
5,8,7,Flop,0,♣A ♦7,♦Q ♦10 ♠7,15,0.2888888888888889,0.4365973934308556,1524,0,40,1,40,-341,140.15555555555557,1.0222222222222226,82.37777777777785,-0.42222222222222217,raise,0,0.5205938816070557
6,8,7,Flop,0,♣A ♦7,♦Q ♦10 ♠7,55,0.18787878787878787,0.3854088023172035,1524,80,193,1,113,-421,6.151515151515127,0.31515151515151496,-175.15151515151518,-0.6242424242424243,raise,0,0.5219120979309082
7,8,7,Turn,1,♣A ♦7,♦Q ♦10 ♠7 ♥Q,5,0.0,0.0,2994,0,0,8,40,-727,-727.0,-1.0,-727.0,-1.0,call,0,0.5271930694580078
8,8,7,River,1,♣A ♦7,♦Q ♦10 ♠7 ♥Q ♣8,5,0.0,0.0,3114,0,0,8,40,-767,-767.0,-1.0,-767.0,-1.0,call,0,0.5260748863220215
9,8,7,River,0,♣A ♦7,♦Q ♦10 ♠7 ♥Q ♣8,40,0.0,0.0,3114,40,72,1,32,-807,-839.0,-1.0,-839.0,-1.0,fold,0,0.5259909629821777
