,N,Nnf,round,first,hole,board,Nsim,prWin,prWinStd,pot,bet,maxBet,NMaxBet,minBet,util_fold,util_call,util_raise_coeff,util_call2,util_raise_coeff2,action,amount,cputime
0,8,8,Deal,0,♣9 ♣10,,10,0.2,0.4000000000000001,0,0,20,1,20,0,12.0,0.6000000000000001,-12.0,-0.6,raise,0,0.5176267623901367
1,8,8,Deal,0,♣9 ♣10,,115,0.1681159420289855,0.3654760988463915,0,40,156,1,116,-40,53.808695652173895,0.344927536231884,-103.54782608695652,-0.663768115942029,raise,0,0.523655891418457
2,8,7,Flop,0,♣9 ♣10,♣5 ♣Q ♦4,15,0.4666666666666667,0.4988876515698588,2226,0,74,1,74,-312,894.5333333333333,2.2666666666666666,721.8666666666666,-0.06666666666666665,raise,0,0.524432897567749
3,8,6,Flop,0,♣9 ♣10,♣5 ♣Q ♦4,75,0.36,0.48,2226,148,150,1,2,-460,663.3600000000001,1.1600000000000001,447.36,-0.28,raise,0,0.5187687873840332
4,8,5,Turn,1,♣9 ♣10,♣5 ♣Q ♦4 ♥8,15,0.26666666666666666,0.44221663871405337,3726,0,0,8,20,-612,381.6,0.33333333333333326,381.6,-0.4666666666666667,raise,0,0.524587869644165
5,8,5,Turn,0,♣9 ♣10,♣5 ♣Q ♦4 ♥8,60,0.26666666666666666,0.44221663871405337,3726,20,68,3,48,-632,404.26666666666665,0.33333333333333326,349.8666666666668,-0.4666666666666667,raise,0,0.5238969326019287
6,8,5,Turn,0,♣9 ♣10,♣5 ♣Q ♦4 ♥8,110,0.2772727272727273,0.4451065431003501,3726,136,147,2,11,-748,477.91363636363644,0.38636363636363646,355.63636363636374,-0.44545454545454544,raise,0,0.5243468284606934
7,8,5,River,1,♣9 ♣10,♣5 ♣Q ♦4 ♥8 ♠4,5,0.0,0.0,4902,0,0,8,20,-906,-906.0,-1.0,-906.0,-1.0,call,0,0.5352611541748047
8,8,5,River,0,♣9 ♣10,♣5 ♣Q ♦4 ♥8 ♠4,50,0.0,0.0,4902,20,57,3,37,-926,-963.0,-1.0,-963.0,-1.0,fold,0,0.5276598930358887
