,N,Nnf,round,first,hole,board,Nsim,prWin,prWinStd,pot,bet,maxBet,NMaxBet,minBet,util_fold,util_call,util_raise_coeff,util_call2,util_raise_coeff2,action,amount,cputime
0,8,8,Deal,0,♥K ♣3,,125,0.144,0.34534620310639,0,20,126,1,106,-20,19.151999999999987,0.1519999999999999,-89.712,-0.712,raise,0,0.5265369415283203
1,8,7,Flop,1,♥K ♣3,♣4 ♣6 ♦8,5,0.2,0.4000000000000001,1890,0,0,8,20,-252,126.0,0.40000000000000013,126.0,-0.6,raise,0,0.5297927856445312
2,8,7,Flop,0,♥K ♣3,♣4 ♣6 ♦8,100,0.027000000000000003,0.1488992948270743,1890,20,72,4,52,-272,-259.36199999999997,-0.8109999999999999,-269.082,-0.946,call,0,0.5222537517547607
3,8,7,Flop,0,♥K ♣3,♣4 ♣6 ♦8,205,0.027804878048780488,0.15821430657646907,1890,72,75,5,3,-324,-259.85121951219514,-0.8053658536585366,-270.2780487804878,-0.944390243902439,call,0,0.5230700969696045
4,8,7,Turn,1,♥K ♣3,♣4 ♣6 ♦8 ♦A,5,0.0,0.0,2415,0,0,8,20,-327,-327.0,-1.0,-327.0,-1.0,call,0,0.5208108425140381
5,8,7,Turn,0,♥K ♣3,♣4 ♣6 ♦8 ♦A,105,0.0,0.0,2415,20,68,1,48,-347,-395.0,-1.0,-395.0,-1.0,fold,0,0.5207619667053223
