,chips,pot,reld,bet,pos,cards,act,amt
930241b5a8bee6e10a1205a599f70b06,1565,0,1,0,,[♦6 ♦A],win,2565
58673a2ed47b93de2334d9d0763d1bbb,0,0,2,0,,[],,
10d37768c10734ced8918a52ecdd7225,0,0,2,0,,[♦Q ♥3],,
f6ab57f4b3ca3739ad29da1cf4f26452,11435,0,0,0,SB,[♦J ♣8],win,13435
ed9287d402d9de370a4622e98cf8330f,0,0,2,0,,[],,
Me,1000,0,1,0,BB,[♥A ♣5],win,2000
