,chips,pot,reld,bet,pos,cards,act,amt
930241b5a8bee6e10a1205a599f70b06,1000,0,1,0,BB,[♥Q ♦3],win,2000
58673a2ed47b93de2334d9d0763d1bbb,0,0,2,0,,[],,
10d37768c10734ced8918a52ecdd7225,5360,0,1,0,,[♠Q ♥5],win,6360
f6ab57f4b3ca3739ad29da1cf4f26452,8640,0,1,0,,[♥J ♥10],win,9640
ed9287d402d9de370a4622e98cf8330f,0,0,2,0,,[],,
Me,0,0,2,0,SB,[♥A ♦K],,
