,N,Nnf,round,first,hole,board,Nsim,prWin,prWinStd,pot,bet,maxBet,NMaxBet,minBet,util_fold,util_call,util_raise_coeff,util_call2,util_raise_coeff2,action,amount,cputime
0,7,6,Deal,0,♠10 ♥10,,60,0.2523809523809524,0.4320231370305359,0,0,38,1,38,0,19.542857142857144,0.5142857142857142,-18.81904761904762,-0.49523809523809526,raise,0,0.5265047550201416
1,7,5,Deal,0,♠10 ♥10,,135,0.22433862433862434,0.41496595885875004,0,76,1890,1,1814,-76,230.0,0.12169312169312163,-1042.0,-0.5513227513227513,raise,0,0.5249781608581543
