,chips,pot,reld,bet,pos,cards,act,amt
930241b5a8bee6e10a1205a599f70b06,0,0,2,0,,[♦10 ♣3],,
58673a2ed47b93de2334d9d0763d1bbb,4341,0,0,0,SB,[♠5 ♠2],win,6341
10d37768c10734ced8918a52ecdd7225,7109,0,0,0,BB,[♥3 ♦J],win,9109
f6ab57f4b3ca3739ad29da1cf4f26452,0,0,2,0,,[♣J ♦4],,
ed9287d402d9de370a4622e98cf8330f,0,0,2,0,,[♥5 ♠10],,
Me,550,0,0,0,,[Folded],win,2550
