,N,Nnf,round,first,hole,board,Nsim,prWin,prWinStd,pot,bet,maxBet,NMaxBet,minBet,util_fold,util_call,util_raise_coeff,util_call2,util_raise_coeff2,action,amount,cputime
0,7,7,Deal,0,♠7 ♠K,,75,0.23523809523809522,0.41825249239220347,0,40,146,1,106,-40,94.41333333333333,0.6466666666666665,-77.3104761904762,-0.5295238095238095,raise,0,0.5216560363769531
1,7,7,Flop,0,♠7 ♠K,♦3 ♠A ♥5,35,0.05714285714285714,0.2321153829895989,1859,0,40,1,40,-292,-209.77142857142857,-0.6000000000000001,-221.2,-0.8857142857142857,call,0,0.5262682437896729
2,7,7,Flop,0,♠7 ♠K,♦3 ♠A ♥5,120,0.03986111111111111,0.18309701730752903,1859,40,296,1,256,-332,-431.3059722222222,-0.7209722222222222,-490.30041666666665,-0.9202777777777778,fold,0,0.5234792232513428
