,chips,pot,reld,bet,pos,cards,act,amt
930241b5a8bee6e10a1205a599f70b06,0,0,2,0,,[Folded],,
58673a2ed47b93de2334d9d0763d1bbb,0,0,2,0,,[],,
10d37768c10734ced8918a52ecdd7225,0,0,2,0,,[♥7 ♣10],,
f6ab57f4b3ca3739ad29da1cf4f26452,6594,0,0,0,,[♠10 ♣Q],win,8594
ed9287d402d9de370a4622e98cf8330f,1406,0,0,0,SB,[♦Q ♦4],win,3406
Me,5000,0,1,0,BB,[♥10 ♥J],win,6000
