,chips,pot,reld,bet,pos,cards,act,amt
930241b5a8bee6e10a1205a599f70b06,0,0,2,0,,[Folded],,
58673a2ed47b93de2334d9d0763d1bbb,0,0,2,0,,[Folded],,
10d37768c10734ced8918a52ecdd7225,6233,0,0,0,SB,[♥5 ♠A],win,8233
f6ab57f4b3ca3739ad29da1cf4f26452,0,0,2,0,BB,[Folded],,
ed9287d402d9de370a4622e98cf8330f,3044,0,1,0,,[♣Q ♦10],win,4044
Me,4722,0,1,0,,[♣5 ♣K],win,5722
