,chips,pot,reld,bet,pos,cards,act,amt
930241b5a8bee6e10a1205a599f70b06,8754,0,2,0,,[♥7 ♥2],win,8754
58673a2ed47b93de2334d9d0763d1bbb,0,0,2,0,,[],,
10d37768c10734ced8918a52ecdd7225,513,0,2,0,,[♦2 ♥4],win,513
f6ab57f4b3ca3739ad29da1cf4f26452,0,0,2,0,,[],,
ed9287d402d9de370a4622e98cf8330f,6733,0,0,0,SB,[♦9 ♦4],win,8733
Me,0,0,2,0,BB,[♣9 ♦7],,
