,chips,pot,reld,bet,pos,cards,act,amt
930241b5a8bee6e10a1205a599f70b06,2909,0,1,0,,[♠K ♣9],win,3909
58673a2ed47b93de2334d9d0763d1bbb,0,0,2,0,,[],,
10d37768c10734ced8918a52ecdd7225,0,0,2,0,,[],,
f6ab57f4b3ca3739ad29da1cf4f26452,0,0,2,0,SB,[♥8 ♥5],,
ed9287d402d9de370a4622e98cf8330f,8533,0,1,0,BB,[♠Q ♣A],win,9533
Me,2558,0,0,0,,[♠A ♥A],win,4558
