,chips,pot,reld,bet,pos,cards,act,amt
930241b5a8bee6e10a1205a599f70b06,0,0,2,0,,[],,
58673a2ed47b93de2334d9d0763d1bbb,5374,0,1,0,BB,[♣8 ♣3],win,6374
10d37768c10734ced8918a52ecdd7225,9624,0,2,0,,[♥5 ♦A],win,9624
f6ab57f4b3ca3739ad29da1cf4f26452,0,0,2,0,,[],,
ed9287d402d9de370a4622e98cf8330f,1000,0,1,0,,[♣9 ♦K],win,2000
Me,0,0,2,0,SB,[♥K ♥A],,
