,chips,pot,reld,bet,pos,cards,act,amt
930241b5a8bee6e10a1205a599f70b06,0,0,2,0,,[],,
58673a2ed47b93de2334d9d0763d1bbb,1000,0,2,0,SB,[♥2 ♥7],win,1000
10d37768c10734ced8918a52ecdd7225,0,0,2,0,,[],,
f6ab57f4b3ca3739ad29da1cf4f26452,0,0,2,0,BB,[Folded],,
ed9287d402d9de370a4622e98cf8330f,10000,0,0,0,,[♠6 ♣K],win,12000
Me,4000,0,1,0,,[♦8 ♣8],win,5000
