,chips,pot,reld,bet,pos,cards,act,amt
930241b5a8bee6e10a1205a599f70b06,0,0,2,0,,[],,
58673a2ed47b93de2334d9d0763d1bbb,0,0,2,0,,[],,
10d37768c10734ced8918a52ecdd7225,13191,0,0,0,,[♦6 ♠10],win,15191
f6ab57f4b3ca3739ad29da1cf4f26452,1042,0,2,0,SB,[♣10 ♦3],win,1042
ed9287d402d9de370a4622e98cf8330f,0,0,2,0,BB,[♣2 ♠7],,
Me,766,0,1,0,,[Folded],win,1766
