round_id,turn,N,Nnf,roundName,first,hole,board,Nsim,prWin,prWinStd,chips,reld,chips_total,pot,bet,cost_on_table,cost_to_call,cost_total,maxBet_all,N_maxBet_all,prWin_adj,limitBet,util_fold,util_call,util_raise_coeff,action,amount,cputime
1,0,4,4,deal,False,♦3 ♥5,,60000,0.18757619047619045,0.30520419452271846,980,0,2980,0,20,20,0,20,20,4,0.37885913878720845,186.6973348299278,-20,30.308731102976676,-0.2422817224255831,check,0,0.7120711803436279
1,1,4,3,flop,True,♦3 ♥5,♥6 ♥4 ♥3,123,0.3313008130081301,0.4580977978973086,980,0,2980,20,0,20,20,40,0,4,0.5216868195017373,477.2286006655153,0,32.168681950173735,0.043373639003474684,raise,0,1.1961195468902588
1,2,4,3,turn,True,♦3 ♥5,♥6 ♥4 ♥3 ♠9,0,,,960,0,2960,40,0,40,20,60,0,4,,,0,,,check,0,1.2971296310424805
1,3,4,3,turn,False,♦3 ♥5,♥6 ♥4 ♥3 ♠9,312,0.3092948717948718,0.456094924020528,960,0,2960,40,0,40,20,60,20,2,0.48457133628905424,654.851191493383,0,76.91426725781085,-0.03085732742189151,check,0,1.2541255950927734
1,4,4,3,river,True,♦3 ♥5,♥6 ♥4 ♥3 ♠9 ♦9,0,,,940,0,2940,60,0,60,20,80,0,4,,,0,,,check,0,1.281128168106079
1,5,4,3,river,False,♦3 ♥5,♥6 ♥4 ♥3 ♠9 ♦9,168,0.5476190476190477,0.497727260961116,940,0,2940,60,0,60,120,180,120,2,0.7489064826626991,1764.483628931795,0,299.3876302911115,0.4978129653253982,raise,0,1.2251226902008057
1,6,4,2,river,False,♦3 ♥5,♥6 ♥4 ♥3 ♠9 ♦9,457,0.5426695842450766,0.4981759795296761,700,0,2700,60,240,300,100,400,340,1,0.7441384869655185,1598.3865978634044,0,644.1384869655185,0.4882769739310371,raise,0,1.2361235618591309
1,7,4,2,river,False,♦3 ♥5,♥6 ♥4 ♥3 ♠9 ♦9,624,0.5288461538461539,0.4991672058622081,260,0,2260,60,680,740,100,840,780,1,0.7307159215014153,1287.7238713814768,0,1273.7459324226606,0.4614318430028306,bet,520,1.2241222858428955
2,0,4,4,deal,False,♣4 ♦5,,60000,0.20804880952380955,0.31783243508161213,990,1,1990,0,10,10,10,20,20,3,0.40897521942441384,137.68571526069348,-10,22.718017553953104,-0.18204956115117232,check,0,0.8730874061584473
2,1,4,4,flop,True,♣4 ♦5,♣J ♣9 ♣3,0,,,980,1,1980,20,0,20,20,40,0,4,,,0,,,check,0,1.3421342372894287
2,2,4,2,flop,False,♣4 ♦5,♣J ♣9 ♣3,326,0.1794478527607362,0.38272633791607963,980,1,1980,20,0,20,20,40,20,1,0.3364080694854129,176.3179147345692,0,20.36896833824955,-0.3271838610291742,check,0,1.275127649307251
2,3,4,2,turn,True,♣4 ♦5,♣J ♣9 ♣3 ♠A,0,,,960,1,1960,40,0,40,20,60,0,4,,,0,,,check,0,1.2661266326904297
2,4,4,2,turn,False,♣4 ♦5,♣J ♣9 ♣3 ♠A,209,0.15311004784688995,0.36009354492300055,960,1,1960,40,0,40,20,60,20,1,0.2923589023804779,226.25644909211664,0,26.777424380876468,-0.4152821952390442,check,0,1.268127202987671
2,5,4,2,river,True,♣4 ♦5,♣J ♣9 ♣3 ♠A ♦A,0,,,940,1,1940,60,0,60,20,80,0,4,,,0,,,check,0,1.3111307621002197
3,0,4,4,deal,False,♠8 ♦8,,60000,0.379350992063492,0.3226267708366038,1100,1,2100,0,0,0,20,20,20,2,0.6219637580528029,268.75847327804877,0,23.5374630636962,0.2439275161056058,raise,0,0.7510755062103271
3,1,4,2,flop,False,♠8 ♦8,♠J ♥10 ♣8,358,0.7067039106145251,0.4529663577680172,1060,1,2060,40,0,40,20,60,20,1,0.8950218193863424,1008.2679870485865,0,159.00436387726847,0.7900436387726848,bet,140,1.2141211032867432
3,2,4,2,turn,False,♠8 ♦8,♠J ♥10 ♣8 ♠4,88,0.7272727272727273,0.4453617714151233,920,1,1920,180,0,180,20,200,20,1,0.9026986962207073,1493.2877643520674,0,413.2953741859395,0.8053973924414146,check,0,1.2081208229064941
3,3,4,2,river,False,♠8 ♦8,♠J ♥10 ♣8 ♠4 ♣4,266,0.9962406015037594,0.06119857366954777,900,1,1900,200,0,200,20,220,20,1,1.021351437571012,,0,511.10274753692624,1.042702875142024,allin,0,1.2161214351654053
4,0,4,4,deal,False,♣2 ♣4,,60000,0.20520297619047614,0.3285802105112724,1400,1,2400,0,0,0,20,20,20,1,0.4091471588236071,166.14499504518466,0,0.457357941180355,-0.18170568235278584,check,0,0.4640464782714844
4,1,4,3,flop,True,♣2 ♣4,♦A ♣Q ♦9,385,0.07272727272727272,0.25335994806238094,1380,1,2380,20,0,20,20,40,0,4,0.18134803771663352,103.41182449021295,0,-1.8651962283366466,-0.6373039245667329,fold,0,1.2081208229064941
5,0,4,4,deal,False,♣9 ♣7,,60000,0.28436011904761904,0.3540764166314574,1340,1,2340,0,40,40,0,40,40,4,0.5144257722801551,222.40386520929988,-40,82.30812356482481,0.02885154456031014,bet,0,0.5900588035583496
5,1,4,4,flop,True,♣9 ♣7,♣6 ♥J ♦7,98,0.46258503401360546,0.48065208225400646,1300,1,2300,80,0,80,40,120,0,4,0.6734652527293271,558.9811873689171,0,202.44749098255775,0.3469305054586542,bet,120,1.2091209888458252
5,2,4,3,turn,True,♣9 ♣7,♣6 ♥J ♦7 ♠K,97,0.31958762886597936,0.45512866092049725,1180,1,2180,200,0,200,40,240,0,4,0.5096325083946159,518.5604933474277,0,326.93540604412345,0.01926501678923187,raise,0,1.2141215801239014
5,3,4,3,river,True,♣9 ♣7,♣6 ♥J ♦7 ♠K ♣2,197,0.28426395939086296,0.4510631450055445,1140,1,2140,240,0,240,40,280,0,4,0.4726894965239915,594.7778566816867,0,357.05917708015284,-0.05462100695201699,check,0,1.2301230430603027
6,0,4,4,deal,False,♥Q ♣A,,60000,0.3829595238095238,0.36020806310747333,1120,1,2120,0,20,20,20,40,40,3,0.6333054294697388,279.8140290820264,-20,81.32886871515821,0.26661085893947756,raise,0,0.8760874271392822
6,1,4,4,flop,True,♥Q ♣A,♦K ♥J ♠8,0,,,1060,1,2060,80,0,80,40,120,0,4,,,0,,,check,0,1.242124319076538
6,2,4,3,flop,False,♥Q ♣A,♦K ♥J ♠8,374,0.35115864527629226,0.4724842630946351,1060,1,2060,80,0,80,40,120,40,2,0.5552906346158251,362.48143613556493,0,204.32787923096302,0.11058126923165013,bet,0,1.3321330547332764
6,3,4,3,turn,True,♥Q ♣A,♦K ♥J ♠8 ♠3,0,,,1020,1,2020,120,0,120,40,160,0,4,,,0,,,check,0,1.2681269645690918
6,4,4,3,turn,False,♥Q ♣A,♦K ♥J ♠8 ♠3,307,0.24267100977198697,0.4258389296970865,1020,1,2020,120,0,120,40,160,40,2,0.4201755822922139,367.50964277836636,0,195.29832608363978,-0.15964883541557218,check,0,1.313131332397461
6,5,4,3,river,True,♥Q ♣A,♦K ♥J ♠8 ♠3 ♣8,0,,,980,1,1980,160,0,160,40,200,0,4,,,0,,,check,0,1.280128002166748
6,6,4,3,river,False,♥Q ♣A,♦K ♥J ♠8 ♠3 ♣8,332,0.13704819277108435,0.34280165341064395,980,1,1980,160,0,160,80,240,80,1,0.2790328906899419,281.3274039422392,0,132.06499692435585,-0.44193421862011617,check,0,1.3011302947998047
7,0,4,4,deal,False,♦2 ♠Q,,60000,0.22023075396825395,0.30673214448653896,900,1,1900,0,0,0,40,40,40,2,0.4357198889398196,143.03414044683942,0,21.000784451574745,-0.12856022212036078,check,0,0.9520952701568604
7,1,4,4,deal,False,♦2 ♠Q,,60000,0.22023075396825395,0.30673214448653896,860,1,1860,0,40,40,100,140,140,2,0.4357198889398196,140.02289538480068,0,100.43114891231701,-0.12856022212036078,check,0,0.86708664894104
7,2,4,3,flop,False,♦2 ♠Q,♣6 ♣5 ♥9,263,0.08555133079847908,0.27368833442324436,760,1,1760,140,0,140,40,180,40,2,0.20648998656634399,88.39387782799231,0,100.4131908651139,-0.587020026867312,check,0,1.348134994506836
7,3,4,3,turn,False,♦2 ♠Q,♣6 ♣5 ♥9 ♠9,111,0.16216216216216217,0.3685995053239421,720,1,1720,180,0,180,140,320,140,1,0.3171171108795285,218.99916524013997,0,177.11711087952847,-0.36576577824094303,check,0,1.2281229496002197
7,4,4,3,river,False,♦2 ♠Q,♣6 ♣5 ♥9 ♠9 ♣10,94,0.005319148936170213,0.05129601468613274,580,1,1580,320,0,320,40,360,40,2,0.035077856090343175,24.50220850073157,0,2.794984430218676,-0.9298442878193136,check,0,1.319131851196289
8,0,4,4,deal,False,♥J ♦2,,60000,0.20279087301587304,0.3005500132229698,540,1,1540,0,0,0,40,40,40,1,0.4138818339534271,108.23979792024423,0,1.3881833953427076,-0.17223633209314582,check,0,1.058105707168579
