,allIn,bet,cards,chips,folded,isHuman,isOnline,isSurvive,reloadCount,roundBet,position,me,win,score
87-rising-ape,False,0,♣6 ♦5,1420,True,False,True,True,1,0,SB,False,True,1420.0
87-dawn-ape,True,0,♣4 ♠K,0,False,False,True,True,2,0,BB,False,,
89,False,0,♠9 ♦2,10580,True,False,True,True,2,0,D,False,True,10580.0
lefthand_cat,False,0,,0,False,False,True,False,2,0,,True,,
