round_id,turn,N,Nnf,roundName,first,hole,board,Nsim,prWin,prWinStd,chips,reld,chips_total,pot,bet,cost_on_table,cost_to_call,cost_total,maxBet_all,N_maxBet_all,prWin_adj,limitBet,util_fold,util_call,util_raise_coeff,action,amount,cputime
1,0,8,7,deal,False,♦7 ♥10,,60000,0.125990277777776,0.30149092714737097,1000,0,3000,0,0,0,20,20,20,1,0.2637032162594182,120.8232855441664,0,-6.814839187029088,-0.47259356748116355,fold,0,0.4258418083190918
2,0,8,8,deal,False,♠K ♠5,,60000,0.17036666666666692,0.3457733923657242,1000,0,3000,0,0,0,20,20,20,1,0.3282676010654223,157.04525972687657,0,-3.5866199467288844,-0.3434647978691554,fold,0,0.4300649166107178
3,0,8,8,deal,False,♥K ♠3,,60000,0.11766250000000036,0.2891020804864817,980,0,2980,0,20,20,140,160,160,5,0.25460092692770264,115.20078048053463,-20,134.96900108191886,-0.4907981461445947,check,0,0.3771190643310547
3,1,8,8,deal,False,♥K ♠3,,60000,0.11766250000000036,0.2891020804864817,840,0,2840,0,160,160,160,320,320,7,0.25460092692770264,109.78866327675112,0,491.7783729349187,-0.4907981461445947,check,0,0.3550548553466797
3,2,8,8,flop,False,♥K ♠3,♥9 ♥J ♣8,1147,0.06669572798605057,0.24553160447495972,680,0,2680,320,0,320,349,669,349,1,0.1685568870645644,107.4243960163911,0,200.15833805635077,-0.6628862258708712,check,0,1.3248980045318604
3,3,8,7,flop,False,♥K ♠3,♥9 ♥J ♣8,2642,0.0713001514004542,0.2504971405599128,331,0,2331,320,349,669,331,1000,1360,1,0.1763585778253955,98.20715141687147,0,983.9295562661487,-0.647282844349209,check,0,1.365666151046753
4,0,8,4,deal,False,♥5 ♥2,,60000,0.12475694444444642,0.3100306962539811,990,1,1990,0,10,10,41,51,51,2,0.26684748194670466,81.26653881330986,-10,5.164614376779909,-0.4663050361065907,check,0,0.3902730941772461
4,1,8,4,flop,True,♥5 ♥2,♥3 ♠7 ♦3,484,0.054235537190082644,0.21997401775931227,949,1,1949,51,0,51,20,71,0,8,0.1461743701657881,66.88072711164871,0,12.743058917136537,-0.7076512596684238,check,0,1.2928812503814697
4,2,8,4,flop,False,♥5 ♥2,♥3 ♠7 ♦3,1448,0.05153660220994475,0.21597892594031828,949,1,1949,51,0,51,40,91,40,1,0.141286445097856,64.46481377163775,0,2.9510793097482306,-0.7174271098042879,check,0,1.3030672073364258
4,3,8,2,turn,True,♥5 ♥2,♥3 ♠7 ♦3 ♣K,403,0.007444168734491315,0.08595785645503114,909,1,1909,91,0,91,20,111,0,8,0.039071916995035975,25.39764584358497,0,-7.340698893608344,-0.921856166009928,fold,0,1.263246774673462
