round_id,turn,N,Nnf,roundName,first,hole,board,Nsim,prWin,prWinStd,chips,reld,chips_total,pot,bet,cost_on_table,cost_to_call,cost_total,maxBet_all,N_maxBet_all,prWin_adj,limitBet,util_fold,util_call,util_raise_coeff,action,amount,cputime
1,0,8,7,deal,False,♠3 ♦5,,60000,0.09961759259259227,0.27893764019758666,1000,0,3000,0,0,0,1000,1000,1000,4,0.19844910953748607,87.30811220066927,0,-1.800979026445134,-0.6031017809250279,fold,0,0.39629292488098145
2,0,8,7,deal,False,♥K ♥7,,60000,0.17519583333333358,0.34835274266187266,1000,0,3000,0,0,0,78,78,78,2,0.30254089754229696,142.21129795815088,0,7.921614902012337,-0.3949182049154061,check,0,0.39805102348327637
2,1,8,6,deal,False,♥K ♥7,,60000,0.17519583333333358,0.34835274266187266,922,0,2922,0,78,78,78,156,156,5,0.30254089754229696,138.51380421123898,0,208.2036890750129,-0.3949182049154061,check,0,0.37644100189208984
2,2,8,5,flop,False,♥K ♥7,♠9 ♠2 ♣10,1129,0.05535872453498671,0.213833815944441,844,0,2844,156,0,156,94,250,94,1,0.13358896923615993,88.5565105381558,0,60.161670498528565,-0.7328220615276801,check,0,1.3155038356781006
2,3,8,4,flop,False,♥K ♥7,♠9 ♠2 ♣10,2216,0.04828519855595668,0.20096804353476908,750,0,2750,156,94,250,282,532,376,1,0.12161974574235598,77.43647395370606,0,-29.76064733035369,-0.756760508515288,fold,0,1.3140387535095215
3,0,8,7,deal,False,♠K ♣K,,60000,0.3325884259259399,0.40951317944934995,750,0,2750,0,0,0,71,71,71,2,0.492776193806371,245.5903224910778,0,48.74461509494816,-0.014447612387258002,check,0,0.4045870304107666
3,1,8,4,flop,False,♠K ♣K,♥4 ♦J ♥Q,1117,0.2748433303491495,0.4419002443391617,679,0,2679,71,0,71,72,143,72,3,0.42948250759376483,326.4777218031803,0,177.95881941957114,-0.14103498481247034,check,0,1.351001262664795
3,2,8,2,turn,False,♠K ♣K,♥4 ♦J ♥Q ♥9,1054,0.19639468690702086,0.3910522382973921,607,0,2607,143,0,143,30,173,30,1,0.3418626245204872,364.05674175000615,0,189.4758049421528,-0.3162747509590256,check,0,1.3198342323303223
3,3,8,2,river,False,♠K ♣K,♥4 ♦J ♥Q ♥9 ♥10,1171,0.016652433817250213,0.11477255397746601,577,0,2577,173,0,173,30,203,30,1,0.06779265327552209,78.56623265084768,0,17.590442599416505,-0.8644146934489558,check,0,1.3698029518127441
4,0,8,6,deal,False,♠4 ♦9,,60000,0.08695138888888869,0.2551695827415458,547,0,2547,0,0,0,20,20,20,1,0.18415990348182,68.20354499255966,0,-10.792004825909,-0.63168019303636,fold,0,0.3954591751098633
5,0,8,8,deal,False,♦4 ♣J,,60000,0.10325601851851789,0.2747734959406189,547,0,2547,0,0,0,20,20,20,2,0.2097585589195906,78.88622269896615,0,-5.316900875628658,-0.5804828821608188,fold,0,0.39270567893981934
6,0,8,8,deal,False,♠J ♦3,,60000,0.09854537037036964,0.26861301117122377,547,0,2547,0,0,0,20,20,20,1,0.20435334539340233,76.60201401280638,0,-9.782332730329884,-0.5912933092131953,fold,0,0.4116489887237549
7,0,7,5,deal,False,♥8 ♦8,,60000,0.20637063492064425,0.3471974289738937,527,0,2527,0,20,20,60,80,80,3,0.35206250414064244,144.2749153480302,-20,66.74250149063128,-0.2958749917187151,check,0,0.3864328861236572
7,1,7,5,flop,False,♥8 ♦8,♥Q ♦7 ♦10,943,0.08907741251325557,0.282049568360962,467,0,2467,80,0,80,34,114,34,1,0.19281897795030864,114.75134245017394,0,56.23928168074444,-0.6143620440993827,check,0,1.3043429851531982
7,2,7,4,flop,False,♥8 ♦8,♥Q ♦7 ♦10,2016,0.09449404761904762,0.29060084506939293,433,0,2433,80,34,114,102,216,136,1,0.2010250824618523,118.56842839020722,0,60.42826662917665,-0.5979498350762954,check,0,1.307379961013794
7,3,7,3,flop,False,♥8 ♦8,♥Q ♦7 ♦10,3188,0.0959849435382685,0.2921648350929599,331,0,2331,80,136,216,331,547,920,1,0.20326466905263785,115.01844415594176,0,87.52195357938132,-0.5934706618947243,check,0,1.3306989669799805
8,0,7,5,deal,False,♦K ♠8,,60000,0.1606353174602998,0.3117645661497312,990,1,1990,0,10,10,30,40,40,3,0.29466121623103725,91.39221660947621,-10,23.039018921586703,-0.4106775675379255,check,0,0.4074118137359619
8,1,7,5,flop,True,♦K ♠8,♠7 ♣2 ♠2,398,0.029836683417085428,0.1442002526304376,960,1,1960,40,0,40,20,60,0,7,0.09257815190975856,41.34695302288122,0,0.36719342014688294,-0.8148436961804829,check,0,1.2902910709381104
