N,NMaxBet,NRcall,NRfold,NRraise,N_effective,Nallin,Ncall,Nfold,Nnf,Nraise,Nsim,action,aggresiveness,amount,bet,bet_sum,blind_level,board,board_aces,board_conn,board_conn_rank,board_faces,board_kind,board_kind_rank,board_rank1,board_rank2,board_suit,board_suit_rank,cards_aces,cards_category,cards_conn,cards_conn2,cards_faces,cards_pair,cards_rank1,cards_rank2,cards_rank_sum,cards_suit,chips,cost_to_call,cputime,first,forced_bet,game_N,game_id,game_phase,hand_conn,hand_conn_rank,hand_score0,hand_score1,hand_score2,hand_suit,hand_suit_rank,hole,logic,made_hand,maxBet,minBet,op_chips_max,op_chips_mean,op_chips_min,op_resp,play,position,position_feature,pot,pot_sum,prWin,prWinCond,prWinStd,prWin_adj,prWin_delta,prev_action,prev_prWin,resp,roundName,round_id,self_Ncall,self_Nraise,smallBlind,stake,stt_early_preflop,stt_late_preflop_allin,stt_middle_preflop,stt_preflop_pairs,tableNumber,thd_call,tightness
9,3,2,2,0,9,0,2,2,7,0,60000.0,fold,0.75,0,0,70,1,,,,,,,,,,,,0,7,1,0,1,0,12,11,23,0,3000,20,0.44329404830932617,False,0,9,20180810135953735,Early,2,12,0,12,11,1,12,JH QC,michael6,,20,20,3000,2988.3333333333335,2980,any_called,limp,5,M,0,0,0.1644462962963187,0.028718213082418217,0.3706800668106421,0.45283538827499825,0,none,,"[1, 0, 0, 0]",Deal,1,0,0,10,3000.0,"('fold', 0)","('fold', 0)","('fold', 0)","('fold', 0)",31,,-0.7780000000000001
9,1,0,3,0,9,0,0,3,6,0,60000.0,fold,0.75,0,0,30,1,,,,,,,,,,,,0,9,0,0,0,0,13,2,15,0,3000,20,0.35919618606567383,False,0,9,20180810135953735,Early,1,13,0,13,2,1,13,2C KH,michael6,,20,20,3000,2966.0,2900,all_folded,limp,4,M,0,0,0.10094444444445633,0.08470143149686184,0.30125514697720335,0.335923459086675,0,none,,"[1, 0, 0, 0]",Deal,2,0,0,10,3000.0,"('fold', 0)","('fold', 0)","('fold', 0)","('fold', 0)",31,,-0.7800000000000001
9,2,1,1,0,9,0,1,1,8,0,60000.0,fold,0.75,0,0,50,1,,,,,,,,,,,,0,9,0,0,0,0,13,7,20,0,3000,20,0.3635871410369873,False,0,9,20180810135953735,Early,1,13,0,13,7,1,13,KS 7D,michael6,,20,20,3120,2992.8571428571427,2890,any_called,limp,3,M,0,0,0.11718518518520092,0.015295844072914283,0.3216408207275797,0.3687083069941683,0,none,,"[1, 0, 0, 0]",Deal,3,0,0,10,3140.0,"('fold', 0)","('fold', 0)","('fold', 0)","('fold', 0)",31,,-0.7820000000000001
9,1,0,1,0,9,0,0,1,8,0,60000.0,check,0.75,0,0,30,1,,,,,,,,,,,,0,6,0,0,1,0,13,11,24,0,3000,20,0.35758113861083984,False,0,9,20180810135953735,Early,1,13,0,13,11,1,13,JC KS,michael6,,20,20,3070,2995.714285714286,2890,all_folded,limp,2,E,0,0,0.16790000000002347,0.2643340033320291,0.3737774605296788,0.46094152905529173,0,none,,"[0, 0.8, 0.2, 80]",Deal,4,0,0,10,3070.0,"('fold', 0)","('fold', 0)","('fold', 0)","('fold', 0)",31,,-0.7840000000000001
9,1,0,0,1,2,0,0,0,2,1,369,bet,0.75,40,0,20,1,4D 3H QH,0,2,4,1,1,12,12,3,2,12,0,6,0,0,1,0,13,11,24,0,2980,20,0.4489169120788574,False,0,9,20180810135953735,Early,2,13,0,13,12,2,12,JC KS,michael6,,20,20,3020,3020.0,3020,any_raised,steal,2,E,20,50,0.37398373983739835,0.39512586514792397,0.4838593826460653,0.5307541798147235,0.20608373983737488,none,0.16790000000002347,"[0, 0, 1, 40.0]",Flop,4,0,0,10,3040.0,,,,,31,,-0.32400000000000007
9,1,0,0,1,2,0,0,0,2,1,357,bet,0.75,910,0,20,1,4D 3H QH 5D,0,3,5,1,1,12,12,3,2,5,0,6,0,0,1,0,13,11,24,0,2940,20,0.43378210067749023,False,0,9,20180810135953735,Early,2,13,0,13,12,2,5,JC KS,michael6,,20,20,2980,2980.0,2980,any_raised,steal,2,E,60,130,0.3557422969187675,0.5105670675326079,0.4787376265781988,0.5354725807590375,-0.018241442918630835,none,0.37398373983739835,"[0, 0, 1, 910.0]",Turn,4,0,0,10,3000.0,,,,,31,,-0.37542543945187923
9,1,0,0,0,9,0,0,0,9,0,60000.0,bet,0.75,955,0,30,1,,,,,,,,,,,,1,2,0,0,1,0,14,13,27,1,3090,20,0.38964414596557617,False,0,9,20180810135953735,Early,1,14,0,14,13,2,14,AH KH,michael6,,20,20,3070,2985.0,2890,none,steal,1,E,0,0,0.2372740740741037,0.8742852131241784,0.42541166867680114,0.5716476456540694,0,none,,"[0, 0, 1, 955.0]",Deal,5,0,0,10,3070.0,"('raise', 80)","('fold', 0)","('raise', 80)","('fold', 0)",31,,-0.7860000000000001
9,3,2,6,0,9,0,2,6,3,0,60000.0,bet,0.75,20,20,70,1,,,,,,,,,,,,0,9,0,0,0,0,12,5,17,1,3100,0,0.3513679504394531,False,20,9,20180810135953735,Early,1,12,0,12,5,2,12,5S QS,michael6,,20,0,3050,3025.0,3000,any_called,steal,BB,B,0,0,0.14108148148149696,0.20291824736194897,0.34810558321360346,0.41538868105381654,0,none,,"[0, 0, 1, 20.0]",Deal,6,0,0,10,3070.0,"('fold', 0)","('fold', 0)","('fold', 0)","('fold', 0)",31,,-0.7880000000000001
9,0,0,0,0,3,0,0,0,3,0,87,check,0.75,0,0,0,1,7S 3C 4C,0,2,4,0,1,7,7,3,2,4,0,9,0,0,0,0,12,5,17,1,3080,0,0.3742861747741699,True,0,9,20180810135953735,Early,0,0,0,12,7,3,12,5S QS,michael6,none,0,20,3030,3005.0,2980,none,call,BB,B,40,130,0.27586206896551724,0.10009629341246988,0.42722454115047825,0.4224608930398468,0.13478058748402028,none,0.14108148148149696,"[0, 1, 0, 0]",Flop,6,0,0,10,3030.0,,,,,31,0.0,-0.32800000000000007
9,0,0,0,0,3,0,0,0,2,0,104,bet,0.75,20,0,0,1,7S 3C 4C JH,0,2,4,1,1,11,11,3,2,4,0,9,0,0,0,0,12,5,17,1,3080,0,0.3793673515319824,True,0,9,20180810135953735,Early,1,12,0,12,11,3,12,5S QS,michael6,,0,20,2980,2980.0,2980,none,steal,BB,B,40,130,0.20192307692307693,0.18150851087159403,0.4014351104836174,0.35342026864180304,-0.07393899204244031,none,0.27586206896551724,"[0, 0, 1, 20.0]",Turn,6,0,0,10,2980.0,,,,,31,,-0.37738899204958487
