N,NMaxBet,NRcall,NRfold,NRraise,N_effective,Nallin,Ncall,Nfold,Nnf,Nraise,Nsim,action,aggresiveness,amount,bet,bet_sum,blind_level,board,board_aces,board_conn,board_conn_rank,board_faces,board_kind,board_kind_rank,board_rank1,board_rank2,board_suit,board_suit_rank,cards_aces,cards_category,cards_conn,cards_conn2,cards_faces,cards_pair,cards_rank1,cards_rank2,cards_rank_sum,cards_suit,chips,cost_to_call,cputime,first,forced_bet,game_N,game_id,game_phase,hand_conn,hand_conn_rank,hand_score0,hand_score1,hand_score2,hand_suit,hand_suit_rank,hole,logic,made_hand,maxBet,minBet,op_chips_max,op_chips_mean,op_chips_min,op_resp,play,position,position_feature,pot,pot_sum,prWin,prWinCond,prWinStd,prWin_adj,prWin_delta,prev_action,prev_prWin,resp,roundName,round_id,self_Ncall,self_Nraise,smallBlind,stake,stt_early_preflop,stt_late_preflop_allin,stt_middle_preflop,stt_preflop_pairs,tableNumber,thd_call,tightness
9,0,0,0,0,3,0,0,0,2,0,185,bet,0.75,932,0,0,1,7S 3C 4C JH 5D,0,3,5,1,1,11,11,3,2,4,0,9,0,0,0,0,12,5,17,1,3060,0,0.4084751605987549,True,0,9,20180810135953735,Early,1,12,1,5,12,3,12,5S QS,michael6,,0,20,2960,2960.0,2960,none,steal,BB,B,60,170,0.34594594594594597,0.6886072523108127,0.4756756756756757,0.5146344510780256,0.14402286902286904,none,0.20192307692307693,"[0, 0, 1, 932.0]",River,6,0,0,10,2960.0,,,,,31,,-0.3546292437435765
9,1,0,0,1,3,1,0,0,2,2,531,fold,0.75,0,932,3892,1,7S 3C 4C JH 5D,0,3,5,1,1,11,11,3,2,4,0,9,0,0,0,0,12,5,17,1,2128,2028,0.33437609672546387,False,0,9,20180810135953735,Early,1,12,1,5,12,3,12,5S QS,michael6,marginal,2960,2028,0,0.0,0,any_reraised,limp,BB,B,60,170,0.2278719397363465,0.11758812021312019,0.4194595556393267,0.37662456473373757,0.02594886281326958,bet/raise/allin,0.20192307692307693,"[1, 0, 0, 0]",River,6,0,1,10,2960.0,,,,,31,0.3330049261083744,-0.3546292437435765
9,2,1,6,0,9,0,1,6,3,0,60000.0,bet,0.75,448,10,50,1,,,,,,,,,,,,0,6,0,0,1,0,13,11,24,0,2118,10,0.35518980026245117,False,10,9,20180810135953735,Early,1,13,0,13,11,1,13,JD KS,michael6,,20,10,3010,2980.0,2950,any_called,steal,SB,B,0,0,0.16790000000002347,0.6242729905074121,0.3737774605296788,0.46168908397635106,0,none,,"[0, 0, 1, 448.0]",Deal,7,0,0,10,3030.0,"('fold', 0)","('allin', 2118)","('fold', 0)","('fold', 0)",31,,-0.7860000000000001
9,2,1,5,0,9,0,1,5,4,0,60000.0,fold,0.75,0,0,50,1,,,,,,,,,,,,0,9,0,0,0,0,13,5,18,0,2168,20,0.3700258731842041,False,0,9,20180810135953735,Early,1,13,0,13,5,1,13,KC 5D,michael6,,20,20,4042,3340.6666666666665,2980,any_called,limp,D,L,0,0,0.11085555555557004,0.13189328220248875,0.3139531833857334,0.3569948513299851,0,none,,"[1, 0, 0, 0]",Deal,8,0,0,10,4062.0,"('fold', 0)","('fold', 0)","('fold', 0)","('fold', 0)",31,,-0.7840000000000001
9,2,1,4,0,9,0,1,4,5,0,60000.0,fold,0.75,0,0,50,1,,,,,,,,,,,,0,9,0,0,0,0,7,3,10,0,2168,20,0.3733668327331543,False,0,9,20180810135953735,Early,1,7,0,7,3,1,7,7S 3H,michael6,,20,20,3090,2987.5,2930,any_called,limp,6,L,0,0,0.07382592592593179,7.142857142857142e-05,0.26148739661236187,0.27830907007679884,0,none,,"[1, 0, 0, 0]",Deal,9,0,0,10,3090.0,"('fold', 0)","('fold', 0)","('fold', 0)","('fold', 0)",31,,-0.7820000000000001
9,1,0,4,0,9,0,0,4,5,0,60000.0,fold,0.75,0,0,60,2,,,,,,,,,,,,0,9,0,0,0,0,4,3,7,0,2168,40,0.363508939743042,False,0,9,20180810135953735,Early,1,4,0,4,3,1,4,3H 4D,michael6,,40,40,3962,3235.5,2940,all_folded,limp,5,M,0,0,0.08445925925926577,1.9831432821021316e-05,0.2780753365270676,0.30135802175037857,0,none,,"[1, 0, 0, 0]",Deal,10,0,0,20,4002.0,"('fold', 0)","('fold', 0)","('fold', 0)","('fold', 0)",31,,-0.7800000000000001
9,1,0,3,0,9,0,0,3,6,0,60000.0,fold,0.75,0,0,60,2,,,,,,,,,,,,0,9,0,0,0,0,13,4,17,1,2168,40,0.3827660083770752,False,0,9,20180810135953735,Early,1,13,0,13,4,2,13,4D KD,michael6,,40,40,4042,3166.4,2850,all_folded,limp,4,M,0,0,0.15064074074075667,0.07301266080413857,0.35769834773148285,0.4289300552758504,0,none,,"[1, 0, 0, 0]",Deal,11,0,0,20,4062.0,"('fold', 0)","('fold', 0)","('fold', 0)","('fold', 0)",31,,-0.7780000000000001
9,2,1,1,0,9,0,1,1,8,0,60000.0,fold,0.75,0,0,100,2,,,,,,,,,,,,0,9,0,0,0,0,3,2,5,1,2168,40,0.3654148578643799,False,0,9,20180810135953735,Early,1,3,0,3,2,2,3,2S 3S,michael6,,40,40,3982,3108.8571428571427,2830,any_called,limp,3,M,0,0,0.10433518518519362,0.0,0.3056948712647384,0.34155440528663067,0,none,,"[1, 0, 0, 0]",Deal,12,0,0,20,3982.0,"('fold', 0)","('fold', 0)","('fold', 0)","('fold', 0)",31,,-0.7760000000000001
9,1,0,1,0,9,0,0,1,8,0,60000.0,fold,0.75,0,0,60,2,,,,,,,,,,,,0,9,0,0,0,0,9,4,13,1,2168,40,0.3791320323944092,False,0,9,20180810135953735,Early,1,9,0,9,4,2,9,9H 4H,michael6,,40,40,6648,3114.5714285714284,394,all_folded,limp,2,E,0,0,0.11605185185186245,0.0,0.3202870892396629,0.36395405892336163,0,none,,"[1, 0, 0, 0]",Deal,13,0,0,20,6648.0,"('fold', 0)","('fold', 0)","('fold', 0)","('fold', 0)",31,,-0.7740000000000001
9,1,0,0,0,9,0,0,0,9,0,60000.0,fold,0.75,0,0,60,2,,,,,,,,,,,,0,8,1,0,0,0,9,8,17,0,2168,40,0.37340736389160156,False,0,9,20180810135953735,Early,2,9,0,9,8,1,9,8S 9H,michael6,,40,40,6648,3096.5,374,none,limp,1,E,0,0,0.1221462962963107,0.029823171771940965,0.3274546970153346,0.374941322392149,0,none,,"[1, 0, 0, 0]",Deal,14,0,0,20,6648.0,"('fold', 0)","('fold', 0)","('fold', 0)","('fold', 0)",31,,-0.7720000000000001
9,2,1,7,0,9,0,1,7,2,0,60000.0,bet,0.75,562,40,100,2,,,,,,,,,,,,0,7,0,1,1,0,12,10,22,0,2128,0,0.4207799434661865,False,40,9,20180810135953735,Early,1,12,0,12,10,1,12,QD TS,michael6,,40,0,3130,3130.0,3130,any_called,steal,BB,B,0,0,0.1598222222222431,0.5490454769279796,0.3664410996411116,0.4434476333444636,0,none,,"[0, 0, 1, 562.0]",Deal,15,0,0,20,3170.0,"('fold', 0)","('fold', 0)","('fold', 0)","('fold', 0)",31,,-0.7740000000000001
9,0,0,0,0,2,0,0,0,2,0,117,allin,0.75,0,0,0,2,9H 5H QH,0,0,0,1,1,12,12,5,3,12,0,7,0,1,1,0,12,10,22,0,1566,0,0.41548681259155273,True,0,9,20180810135953735,Early,1,10,1,12,10,3,12,QD TS,michael6,marginal,0,40,2568,2568.0,2568,none,allin,BB,B,602,1224,0.688034188034188,0.939546398046398,0.45632541866530646,0.8464814054602419,0.528211965811945,none,0.1598222222222431,"[0, 0, 0.5, 640]",Flop,15,0,0,20,2568.0,,,,,31,0.0,-0.3420000000000001
9,1,0,7,0,9,0,0,7,2,0,60000.0,bet,0.75,873,20,60,2,,,,,,,,,,,,1,2,0,0,1,0,14,13,27,0,2770,20,0.3501429557800293,False,20,9,20180810135953735,Early,1,14,0,14,13,1,14,AH KC,michael6,,40,20,2528,2528.0,2528,all_folded,steal,SB,B,0,0,0.20174814814817785,0.9414637970650266,0.401305161774626,0.5115557330381891,0,none,,"[0, 0, 1, 873.0]",Deal,16,0,0,20,2568.0,"('raise', 160)","('allin', 2770)","('raise', 160)","('fold', 0)",31,,-0.7720000000000001
9,1,0,5,1,9,0,0,5,4,1,60000.0,bet,0.75,933,0,140,2,,,,,,,,,,,,1,3,0,0,1,0,14,12,26,0,2830,80,0.362699031829834,False,0,9,20180810135953735,Early,1,14,0,14,12,1,14,QS AD,michael6,,80,80,6728,4028.6666666666665,2508,any_raised,steal,D,L,0,0,0.18782777777780604,0.7185698562643913,0.3905745814474582,0.48857020549234886,0,none,,"[0, 0, 1, 933.0]",Deal,17,0,0,20,6808.0,"('reraise', 320)","('allin', 2830)","('raise', 160)","('fold', 0)",31,,-0.7700000000000001
9,1,1,6,2,9,0,1,6,3,3,60000.0,check,0.75,0,933,3772,2,,,,,,,,,,,,1,3,0,0,1,0,14,12,26,0,1897,933,0.3903038501739502,False,0,9,20180810135953735,Early,1,14,0,14,12,1,14,QS AD,michael6,,1866,933,4942,3268.5,1595,any_reraised,stt_middle,D,L,0,0,0.18782777777780604,0.6060876779203362,0.3905745814474582,0.48857020549234886,0,bet/raise/allin,,"[0, 1, 0, 0]",Deal,17,0,1,20,6808.0,"('reraise', 1897)","('allin', 1897)","('call', 0)","('fold', 0)",31,,-0.7700000000000001
9,1,0,0,1,2,0,0,0,2,1,356,check,0.75,0,0,95,2,9D 6H 3D,0,0,0,0,1,9,9,3,2,9,1,3,0,0,1,0,14,12,26,0,964,95,0.4124176502227783,False,0,9,20180810135953735,Early,0,0,0,14,12,3,14,QS AD,michael6,none,95,95,4847,4847.0,4847,any_raised,call,D,L,1866,4705,0.4887640449438202,0.568025304760599,0.49564127165512367,0.657721368175463,0.3009362671660142,none,0.18782777777780604,"[0, 0.8, 0.2, 190]",Flop,17,0,0,20,4942.0,,,,,31,0.01940755873340143,-0.3380000000000001
9,1,0,0,1,2,0,0,0,2,1,328,check,0.75,0,0,89,2,9D 6H 3D 6C,0,0,0,0,2,6,9,3,2,9,1,3,0,0,1,0,14,12,26,0,869,89,0.42037487030029297,False,0,9,20180810135953735,Early,0,0,1,6,14,3,14,QS AD,michael6,none,89,89,4758,4758.0,4758,any_raised,raise,D,L,1961,4895,0.5899390243902439,0.6554368768658242,0.48951443954788243,0.7756335789633166,0.10117497944642373,none,0.4887640449438202,"[0, 1, 0, 0]",Turn,17,0,0,20,4847.0,,,,,31,0.017543859649122806,-0.37754731431603494
9,1,0,0,1,2,0,0,0,2,1,320,check,0.75,0,0,40,2,9D 6H 3D 6C 3H,0,0,0,0,2,6,9,3,2,9,1,3,0,0,1,0,14,12,26,0,780,40,0.44326281547546387,False,0,9,20180810135953735,Early,0,0,2,6,3,3,14,QS AD,michael6,good,40,40,4718,4718.0,4718,any_raised,raise,D,L,2050,5073,0.5765625,0.7751606260956103,0.47721267124181643,0.7640992765423862,-0.013376524390243949,none,0.5899390243902439,"[0, 1, 0, 0]",River,17,0,0,20,4758.0,,,,,31,0.007762468464971861,-0.37954964746176706
9,2,1,4,0,9,0,1,4,5,0,60000.0,fold,0.75,0,0,100,2,,,,,,,,,,,,0,9,0,0,0,0,9,5,14,1,740,40,0.3497769832611084,False,0,9,20180810135953735,Early,1,9,0,9,5,2,9,9S 5S,michael6,,40,40,9831,4289.0,1595,any_called,limp,6,L,0,0,0.12746666666667858,0.002011494252873563,0.33349500079546085,0.3835908272775925,0,none,,"[1, 0, 0, 0]",Deal,18,0,0,20,9871.0,"('fold', 0)","('fold', 0)","('fold', 0)","('fold', 0)",31,,-0.7680000000000001
9,1,0,4,0,9,0,0,4,5,0,60000.0,fold,0.75,0,0,120,3,,,,,,,,,,,,0,9,0,0,0,0,7,2,9,1,740,80,0.3480257987976074,False,0,9,20180810135953735,Early,1,7,0,7,2,2,7,7H 2H,michael6,,80,80,9751,4284.0,1715,all_folded,limp,5,M,0,0,0.1024907407407495,0.0,0.3032925795385736,0.3348128566672969,0,none,,"[1, 0, 0, 0]",Deal,19,0,0,40,9831.0,"('fold', 0)","('fold', 0)","('fold', 0)","('fold', 0)",31,,-0.7660000000000001
9,1,0,3,0,9,0,0,3,6,0,60000.0,fold,0.75,0,0,120,3,,,,,,,,,,,,0,9,0,0,0,0,9,6,15,0,740,80,0.3614630699157715,False,0,9,20180810135953735,Early,1,9,0,9,6,1,9,9D 6H,michael6,,80,80,9831,3993.2,1715,all_folded,limp,4,M,0,0,0.09807962962964016,0.0003018592881896694,0.29742228544840543,0.32531025571222194,0,none,,"[1, 0, 0, 0]",Deal,20,0,0,40,9871.0,"('fold', 0)","('fold', 0)","('fold', 0)","('fold', 0)",31,,-0.7640000000000001
9,1,0,1,1,9,1,0,1,8,1,60000.0,bet,0.75,740,0,474,3,,,,,,,,,,,,1,2,0,0,1,0,14,13,27,0,740,354,0.2662229537963867,False,0,9,20180810135953735,Early,1,14,0,14,13,1,14,KC AS,michael6,,354,354,9951,3268.0,0,any_raised,stt_middle,3,M,0,0,0.20174814814817785,0.7829732097570516,0.401305161774626,0.5075426814204429,0,none,,"[0, 0, 1, 740]",Deal,21,0,0,40,9951.0,"('reraise', 740)","('fold', 0)","('raise', 740)","('fold', 0)",31,,-0.7620000000000001
8,1,0,0,0,8,0,0,0,8,0,60000.0,fold,0.75,0,0,120,3,,,,,,,,,,,,0,9,0,0,0,0,13,4,17,0,1214,80,0.37819981575012207,False,0,9,20180810135953735,Early,1,13,0,13,4,1,13,4H KC,michael6,,80,80,9951,3666.5714285714284,1715,none,limp,1,E,0,0,0.1218787037037036,0.002096127275111453,0.3271456637145118,0.3345233851181363,0,none,,"[1, 0, 0, 0]",Deal,22,0,0,40,9951.0,"('fold', 0)","('fold', 0)","('fold', 0)","('fold', 0)",31,,-0.6500000000000001
8,3,2,4,0,8,0,2,4,4,0,60000.0,bet,0.75,120,40,280,3,,,,,,,,,,,,1,7,0,0,0,0,14,5,19,0,1214,40,0.3502631187438965,False,40,9,20180810135953735,Early,1,14,0,14,5,1,14,5D AC,michael6,,80,40,9871,4785.333333333333,1755,any_called,steal,SB,B,0,0,0.14892546296296472,0.48253636609203293,0.35601498485910865,0.37891114318194896,0,none,,"[0, 0, 1, 120.0]",Deal,24,0,0,40,9951.0,"('fold', 0)","('fold', 0)","('fold', 0)","('fold', 0)",31,,-0.6460000000000001
8,0,0,0,0,3,0,0,0,3,0,99,bet,0.75,80,0,0,3,4H 3H JD,0,2,4,1,1,11,11,3,2,4,1,7,0,0,0,0,14,5,19,0,1094,0,0.44385409355163574,True,0,9,20180810135953735,Early,2,5,0,14,11,2,11,5D AC,michael6,,0,80,9791,6220.5,2650,none,steal,SB,B,160,560,0.17676767676767674,0.1930047080542436,0.3406751909907082,0.30036459560915696,0.027842213804712024,none,0.14892546296296472,"[0, 0, 1, 80.0]",Flop,24,0,0,40,9791.0,,,,,31,,-0.32400000000000007
8,2,1,4,0,8,0,1,4,4,0,60000.0,fold,0.75,0,0,200,3,,,,,,,,,,,,0,9,0,0,0,0,12,4,16,0,1654,80,0.373136043548584,False,0,9,20180810135953735,Early,1,12,0,12,4,1,12,QH 4S,michael6,,80,80,9711,4665.333333333333,1715,any_called,limp,D,L,0,0,0.11079074074074018,0.08729851798673623,0.31387282855777476,0.3129248423319472,0,none,,"[1, 0, 0, 0]",Deal,25,0,0,40,9791.0,"('fold', 0)","('fold', 0)","('fold', 0)","('fold', 0)",31,,-0.6440000000000001
8,2,1,3,0,8,0,1,3,5,0,60000.0,fold,0.75,0,0,200,3,,,,,,,,,,,,0,9,0,0,0,0,12,8,20,0,1654,80,0.3487417697906494,False,0,9,20180810135953735,Early,1,12,0,12,8,1,12,QS 8C,michael6,,80,80,9871,4214.0,1675,any_called,limp,5,L,0,0,0.1362342592592598,0.07655913470205628,0.343037149392512,0.35646410916925253,0,none,,"[1, 0, 0, 0]",Deal,26,0,0,40,9951.0,"('fold', 0)","('fold', 0)","('fold', 0)","('fold', 0)",31,,-0.6420000000000001
