tableNumber,game_id,smallBlind,playerName,chips
54,20180810121802297,160,f645dbf9ad4f32c0a56eb748d1165698,0
54,20180810121802297,160,8e42f4d7e4c4c27c532703c15d510368,11095
54,20180810121802297,160,ea8bb19d0db6e3db8ef698b71fa02c00,6590
54,20180810121802297,160,0b23a8ef0c1b78f8efc671cd02d5666e,0
54,20180810121802297,160,c957d991049091b19d3cfc2c5a701cb5,0
54,20180810121802297,160,587954b4a5fc64a32167424fa3ea4e91,1470
54,20180810121802297,160,1c7e0ca445fee61ec9caabb5003b044b,0
54,20180810121802297,160,71b3f31e76d1a5888a5652aba6474197,4845
77,20180810123113157,160,2248d29d6f988661936a8858d2ae6d15,10764
77,20180810123113157,160,587954b4a5fc64a32167424fa3ea4e91,2038
77,20180810123113157,160,1c7e0ca445fee61ec9caabb5003b044b,9111
77,20180810123113157,160,71b3f31e76d1a5888a5652aba6474197,0
77,20180810123113157,160,5341d50cb6e7dabf46bff680cc30d756,0
77,20180810123113157,160,ea8bb19d0db6e3db8ef698b71fa02c00,0
77,20180810123113157,160,2744d6b05e053a547ce979c6c2cd0130,2087
77,20180810123113157,160,381433593db7c99043e5d1c6432f4895,0
109,20180810124431785,80,e55c711e6dbac6abb296dd1379310b58,1091
109,20180810124431785,80,4e0879c5e51ac597357450b296c5bc3b,15464
109,20180810124431785,80,ea5bcf79ef13ed87fa804b52bce1eedc,1355
109,20180810124431785,80,587954b4a5fc64a32167424fa3ea4e91,2530
109,20180810124431785,80,2248d29d6f988661936a8858d2ae6d15,1158
109,20180810124431785,80,1c7e0ca445fee61ec9caabb5003b044b,0
109,20180810124431785,80,71b3f31e76d1a5888a5652aba6474197,2402
109,20180810124431785,80,ea8bb19d0db6e3db8ef698b71fa02c00,0
150,20180810125958249,320,8c55ef579f68a40624f9c00488044e9c,0
150,20180810125958249,320,e55c711e6dbac6abb296dd1379310b58,381
150,20180810125958249,320,1c7e0ca445fee61ec9caabb5003b044b,0
150,20180810125958249,320,4e0879c5e51ac597357450b296c5bc3b,4558
150,20180810125958249,320,71b3f31e76d1a5888a5652aba6474197,1983
150,20180810125958249,320,ea8bb19d0db6e3db8ef698b71fa02c00,11078
3,20180810134423709,40,ea8bb19d0db6e3db8ef698b71fa02c00,2368
3,20180810134423709,40,007216ed0be2fd6ad8ae2211a98b16b1,2430
3,20180810134423709,40,20e1cb968c9ee0508a554622326d47f4,0
3,20180810134423709,40,16c1c5de352b072da5d0299be9b3ea06,0
3,20180810134423709,40,c84678d985c947c7f859464b15ecaa7f,0
3,20180810134423709,40,4e0879c5e51ac597357450b296c5bc3b,2355
3,20180810134423709,40,c8d32c72964941f4c43e5967007d4b0c,7051
3,20180810134423709,40,a161f12e3ece9ba85a84d03387ff6754,10606
3,20180810134423709,40,c5894fe9e5c09bbc0d40435543c9f068,1080
3,20180810134423709,40,275b12332ca21ac2ee45f0d4bfd97469,4110
