N,NMaxBet,NRcall,NRfold,NRraise,N_effective,Nallin,Ncall,Nfold,Nnf,Nraise,Nsim,action,aggresiveness,amount,bet,bet_sum,blind_level,board,board_aces,board_conn,board_conn_rank,board_faces,board_kind,board_kind_rank,board_rank1,board_rank2,board_suit,board_suit_rank,cards_aces,cards_category,cards_conn,cards_conn2,cards_faces,cards_pair,cards_rank1,cards_rank2,cards_rank_sum,cards_suit,chips,cost_to_call,cputime,first,forced_bet,game_N,game_id,game_phase,hand_conn,hand_conn_rank,hand_score0,hand_score1,hand_score2,hand_suit,hand_suit_rank,hole,logic,made_hand,maxBet,minBet,op_chips_max,op_chips_mean,op_chips_min,op_resp,play,position,position_feature,pot,pot_sum,prWin,prWinCond,prWinStd,prWin_adj,prWin_delta,prev_action,prev_prWin,resp,roundName,round_id,self_Ncall,self_Nraise,smallBlind,stake,stt_early_preflop,stt_late_preflop_allin,stt_middle_preflop,stt_preflop_pairs,tableNumber,thd_call,tightness
6,4,3,0,0,6,0,3,0,6,0,60000.0,fold,0.75,0,0,90,1,,,,,,,,,,,,0,9,0,0,0,0,12,8,20,0,2910,20,0.36168503761291504,False,0,6,20180810125958249,Early,1,12,0,12,8,1,12,8H QS,michael6,,20,20,3520,3000.0,2480,any_called,limp,D,L,0,0,0.18477182539682066,0.007042631231953426,0.388112352207898,0.3431216650976431,0,none,,"[1, 0, 0, 0]",Deal,6,0,0,10,3540.0,"('fold', 0)","('fold', 0)","('fold', 0)","('fold', 0)",150,,-0.4080000000000001
6,1,0,1,1,6,0,0,1,5,1,60000.0,fold,0.75,0,0,220,2,,,,,,,,,,,,0,9,0,0,0,0,8,5,13,0,2910,160,0.35194897651672363,False,0,6,20180810125958249,Early,1,8,0,8,5,1,8,8C 5D,michael6,,160,160,3500,3027.5,2260,any_raised,limp,3,L,0,0,0.13774603174604394,0.0,0.3446332289322401,0.2790456556082624,0,none,,"[1, 0, 0, 0]",Deal,7,0,0,20,3520.0,"('fold', 0)","('fold', 0)","('fold', 0)","('fold', 0)",150,,-0.4100000000000001
6,2,1,0,0,6,0,1,0,6,0,60000.0,fold,0.75,0,0,100,2,,,,,,,,,,,,0,7,0,0,1,0,13,10,23,0,2910,40,0.3302040100097656,False,0,6,20180810125958249,Early,1,13,0,13,10,1,13,TC KS,michael6,,40,40,4080,2998.0,1410,any_called,limp,2,E,0,0,0.23789060846559595,0.21468634210303122,0.42579181165149765,0.413316834866013,0,none,,"[1, 0, 0, 0]",Deal,8,0,0,20,4120.0,"('fold', 0)","('fold', 0)","('fold', 0)","('fold', 0)",150,,-0.4120000000000001
6,1,0,0,0,6,0,0,0,6,0,60000.0,fold,0.75,0,0,60,2,,,,,,,,,,,,0,9,0,0,0,0,10,2,12,0,2910,40,0.32988595962524414,False,0,6,20180810125958249,Early,1,10,0,10,2,1,10,TC 2H,michael6,,40,40,4660,3006.0,1210,none,limp,1,E,0,0,0.12150238095239015,0.0005356906574925438,0.32671019631362963,0.25676040222623286,0,none,,"[1, 0, 0, 0]",Deal,9,0,0,20,4680.0,"('fold', 0)","('fold', 0)","('fold', 0)","('fold', 0)",150,,-0.4140000000000001
6,1,2,1,2,6,0,2,1,5,2,60000.0,bet,0.75,160,40,420,2,,,,,,,,,,,,1,6,0,0,0,0,14,6,20,1,2870,120,0.3266720771789551,False,40,6,20180810125958249,Early,1,14,0,14,6,2,14,AS 6S,michael6,,160,120,3420,3012.5,2460,any_raised,steal,BB,B,0,0,0.2351552910052716,0.3260987479964672,0.4240958383638038,0.411579159764614,0,none,,"[0, 0, 1, 160.0]",Deal,10,0,0,20,3500.0,"('fold', 0)","('fold', 0)","('fold', 0)","('fold', 0)",150,,-0.4160000000000001
6,1,3,2,4,6,0,3,2,4,5,60000.0,bet,0.75,640,200,1700,2,,,,,,,,,,,,1,6,0,0,0,0,14,6,20,1,2710,600,0.32399606704711914,False,0,6,20180810125958249,Early,1,14,0,14,6,2,14,AS 6S,michael6,,800,600,3100,2690.0,2300,any_reraised,steal,BB,B,0,0,0.2351552910052716,0.29151337321956006,0.4240958383638038,0.411579159764614,0,bet/raise/allin,,"[0, 0, 1, 640.0]",Deal,10,0,1,20,3500.0,"('fold', 0)","('fold', 0)","('call', 0)","('fold', 0)",150,,-0.4160000000000001
6,0,0,0,0,3,0,0,0,3,0,75,check,0.75,0,0,0,2,9D 5D 6H,0,2,6,0,1,9,9,5,2,9,1,6,0,0,0,0,14,6,20,1,2070,0,0.37012457847595215,True,0,6,20180810125958249,Early,1,6,1,6,14,2,9,AS 6S,michael6,marginal,0,40,2630,2145.0,1660,none,raise,BB,B,840,3020,0.4266666666666667,0.810447050326694,0.4945929864264375,0.5938390960788026,0.1915113756613951,none,0.2351552910052716,"[0, 0.5, 0.5, 160]",Flop,10,0,0,20,2630.0,,,,,150,0.0,-0.3380000000000001
6,1,1,0,1,3,0,2,0,3,1,440,check,0.75,0,0,40,2,9D 5D 6H,0,2,6,0,1,9,9,5,2,9,1,6,0,0,0,0,14,6,20,1,2070,40,0.38314199447631836,False,0,6,20180810125958249,Early,1,6,1,6,14,2,9,AS 6S,michael6,marginal,40,40,2590,2125.0,1660,any_raised,call,BB,B,840,3020,0.39090909090909093,0.7459755203946378,0.48795406910253253,0.5558375662657469,0.15575379990381932,check/call,0.2351552910052716,"[0, 0.8, 0.2, 80]",Flop,10,1,0,20,2630.0,,,,,150,0.012903225806451613,-0.3380000000000001
6,0,0,0,0,3,0,0,0,2,0,75,check,0.75,0,0,0,2,9D 5D 6H 2D,0,2,6,0,1,9,9,2,3,9,1,6,0,0,0,0,14,6,20,1,2030,0,0.3962280750274658,True,0,6,20180810125958249,Early,1,6,1,6,14,3,9,AS 6S,michael6,marginal,0,40,2590,2590.0,2590,none,call,BB,B,880,3100,0.4,0.7117034844670295,0.4898979485566356,0.5727389000442221,0.009090909090909094,none,0.39090909090909093,"[0, 0.8, 0.2, 80]",Turn,10,0,0,20,2590.0,,,,,150,0.0,-0.35260180319830897
6,1,0,0,1,3,0,1,0,2,1,404,check,0.75,0,0,40,2,9D 5D 6H 2D,0,2,6,0,1,9,9,2,3,9,1,6,0,0,0,0,14,6,20,1,2030,40,0.4172999858856201,False,0,6,20180810125958249,Early,1,6,1,6,14,3,9,AS 6S,michael6,marginal,40,40,2550,2550.0,2550,any_raised,call,BB,B,880,3100,0.3527227722772277,0.6685823482073482,0.4758707624457824,0.5212020308347933,-0.038186318631863225,check/call,0.39090909090909093,"[0, 0.8, 0.2, 80]",Turn,10,1,0,20,2590.0,,,,,150,0.012578616352201259,-0.35260180319830897
6,0,0,0,0,3,0,0,0,2,0,108,allin,0.75,0,0,0,2,9D 5D 6H 2D AH,1,2,6,1,1,14,14,2,3,9,1,6,0,0,0,0,14,6,20,1,1990,0,0.4017972946166992,True,0,6,20180810125958249,Early,1,6,2,14,6,3,9,AS 6S,michael6,strong,0,40,2550,2550.0,2550,none,allin,BB,B,920,3180,0.9722222222222222,0.9520199920792876,0.16433554953054488,1.018639985707503,0.6194994499449945,none,0.3527227722772277,"[0, 0, 0.2, 1280]",River,10,0,0,20,2550.0,,,,,150,0.0,-0.282457226192883
6,1,2,1,1,6,0,2,1,5,1,60000.0,fold,0.75,0,20,300,2,,,,,,,,,,,,0,9,0,0,0,0,7,2,9,0,5150,140,0.3415663242340088,False,20,6,20180810125958249,Early,1,7,0,7,2,1,7,2S 7H,michael6,,160,140,3060,2472.5,1620,any_raised,limp,SB,B,0,0,0.09861044973545477,0.0,0.29813827150908706,0.22323224722625318,0,none,,"[1, 0, 0, 0]",Deal,11,0,0,20,3100.0,"('fold', 0)","('fold', 0)","('fold', 0)","('fold', 0)",150,,-0.4180000000000001
6,1,2,0,1,6,0,2,0,6,1,60000.0,fold,0.75,0,0,340,2,,,,,,,,,,,,0,8,1,0,0,0,7,6,13,0,5150,200,0.3439350128173828,False,0,6,20180810125958249,Early,2,7,0,7,6,1,7,6S 7C,michael6,,200,200,4090,2502.0,160,any_raised,limp,D,L,0,0,0.1558227513227553,0.008700341829180702,0.3626872226767329,0.3081513848469832,0,none,,"[1, 0, 0, 0]",Deal,12,0,0,20,4130.0,"('fold', 0)","('fold', 0)","('fold', 0)","('fold', 0)",150,,-0.4200000000000001
6,2,1,1,0,6,0,1,1,5,0,60000.0,fold,0.75,0,0,200,3,,,,,,,,,,,,0,9,0,0,0,0,10,5,15,1,5150,80,0.35047292709350586,False,0,6,20180810125958249,Early,1,10,0,10,5,2,10,5C TC,michael6,,80,80,3600,2280.0,160,any_called,limp,3,L,0,0,0.1751075396825359,0.02174018449494179,0.3800590601852099,0.3354924630806945,0,none,,"[1, 0, 0, 0]",Deal,13,0,0,40,3680.0,"('fold', 0)","('fold', 0)","('fold', 0)","('fold', 0)",150,,-0.4220000000000001
6,2,1,0,0,6,0,1,0,6,0,60000.0,bet,0.75,1657,0,200,3,,,,,,,,,,,,1,5,0,0,1,0,14,10,24,0,5150,80,0.3906879425048828,False,0,6,20180810125958249,Early,1,14,0,14,10,1,14,AH TC,michael6,,80,80,3450,2530.0,80,any_called,steal,2,E,0,0,0.2437969576719436,0.6352221266729621,0.42937163518547444,0.4258505309905848,0,none,,"[0, 0, 1, 1657.0]",Deal,14,0,0,40,3530.0,"('fold', 0)","('fold', 0)","('fold', 0)","('fold', 0)",150,,-0.4240000000000001
6,1,0,0,0,6,0,0,0,6,0,60000.0,fold,0.75,0,0,120,3,,,,,,,,,,,,0,9,0,0,0,0,13,6,19,1,5350,80,0.36476898193359375,False,0,6,20180810125958249,Early,1,13,0,13,6,2,13,KH 6H,michael6,,80,80,3370,2506.0,80,none,limp,1,E,0,0,0.21628320105818696,0.0696109756123176,0.41170957967748434,0.3916714820007953,0,none,,"[1, 0, 0, 0]",Deal,15,0,0,40,3450.0,"('fold', 0)","('fold', 0)","('fold', 0)","('fold', 0)",150,,-0.4260000000000001
5,4,3,1,0,5,0,3,1,4,0,60000.0,check,0.75,0,80,320,3,,,,,,,,,,,,0,9,0,0,0,0,12,9,21,0,5270,0,0.3223721981048584,False,80,6,20180810125958249,Early,1,12,0,12,9,1,12,9H QC,michael6,,80,0,3290,3196.6666666666665,3140,any_called,limp,BB,B,0,0,0.243638492063404,0.07471426666386473,0.42927704020652513,0.38014859084907904,0,none,,"[0, 1, 0, 0]",Deal,16,0,0,40,3370.0,"('fold', 0)","('fold', 0)","('fold', 0)","('fold', 0)",150,,-0.31800000000000006
5,1,0,0,1,4,0,0,0,4,1,361,bet,0.75,1438,0,80,3,JD 9S QD,0,2,12,2,1,12,12,9,2,12,0,9,0,0,0,0,12,9,21,0,5270,80,0.4114201068878174,False,0,6,20180810125958249,Early,1,12,2,12,9,2,12,9H QC,michael6,,80,80,3210,3170.0,3140,any_raised,steal,BB,B,80,320,0.5096952908587258,0.9267101232101232,0.49046607514103424,0.6746642683829847,0.2660567987953218,none,0.243638492063404,"[0, 0, 1, 1438.0]",Flop,16,0,0,40,3290.0,,,,,150,,-0.33000000000000007
5,4,3,0,0,5,0,3,0,5,0,60000.0,fold,0.75,0,40,360,3,,,,,,,,,,,,0,9,0,1,0,0,8,6,14,0,5630,40,0.3324122428894043,False,40,6,20180810125958249,Early,1,8,0,8,6,1,8,6D 8H,michael6,,80,40,3130,3002.5,2740,any_called,limp,SB,B,0,0,0.18349338624335074,1.7809439002671416e-05,0.3870704889917329,0.3073559427207053,0,none,,"[1, 0, 0, 0]",Deal,17,0,0,40,3210.0,"('fold', 0)","('fold', 0)","('fold', 0)","('fold', 0)",150,,-0.32000000000000006
5,2,1,1,0,5,0,1,1,4,0,60000.0,bet,0.75,1648,0,400,4,,,,,,,,,,,,1,7,0,0,0,0,14,5,19,0,5630,160,0.33748388290405273,False,0,6,20180810125958249,Middle,1,14,0,14,5,1,14,5S AH,michael6,,160,160,2569,2502.3333333333335,2389,any_called,steal,D,L,0,0,0.24007050264540866,0.5415481798843708,0.4271260427613721,0.3776050884145705,0,none,,"[0, 0, 1, 1648.0]",Deal,18,0,0,80,2729.0,"('fold', 0)","('fold', 0)","('fold', 0)","('fold', 0)",150,,-0.32200000000000006
5,1,0,1,0,5,0,0,1,4,0,60000.0,bet,0.75,1748,0,240,4,,,,,,,,,,,,0,6,1,0,1,0,11,10,21,1,6030,160,0.33203887939453125,False,0,6,20180810125958249,Middle,2,11,0,11,10,2,11,JH TH,michael6,,160,160,2469,2422.3333333333335,2389,all_folded,steal,2,E,0,0,0.303125529100405,0.6967944041328803,0.45960901069061355,0.4520388485641639,0,none,,"[0, 0, 1, 1748.0]",Deal,19,0,0,80,2569.0,"('fold', 0)","('fold', 0)","('fold', 0)","('fold', 0)",150,,-0.32400000000000007
5,1,0,0,0,5,0,0,0,5,0,60000.0,bet,0.75,4782,0,240,4,,,,,,,,,,,,0,9,0,0,0,0,12,2,14,0,6270,160,0.330826997756958,False,0,6,20180810125958249,Middle,1,12,0,12,2,1,12,QH 2D,michael6,,160,160,4303,2872.5,2329,none,steal,1,E,0,0,0.17135410052906772,0.05261118176704506,0.3768180897474826,0.29419679778674707,0,none,,"[0, 0, 1, 4782.0]",Deal,20,0,0,80,4463.0,"('fold', 0)","('fold', 0)","('fold', 0)","('fold', 0)",150,,-0.32600000000000007
5,3,2,2,0,5,0,2,2,3,0,60000.0,bet,0.75,1708,160,560,4,,,,,,,,,,,,0,8,1,0,0,0,9,8,17,0,6350,0,0.3342399597167969,False,160,6,20180810125958249,Middle,2,9,0,9,8,1,9,9S 8H,michael6,,160,0,2309,2239.0,2169,any_called,steal,BB,B,0,0,0.2159392857142231,0.2850354475005405,0.4114723691810353,0.3509022228056027,0,none,,"[0, 0, 1, 1708.0]",Deal,21,0,0,80,2469.0,"('fold', 0)","('fold', 0)","('fold', 0)","('fold', 0)",150,,-0.32800000000000007
5,3,2,1,0,5,0,2,1,4,0,60000.0,bet,0.75,1228,80,560,4,,,,,,,,,,,,0,9,0,0,0,0,13,5,18,0,6830,80,0.3484170436859131,False,80,6,20180810125958249,Middle,1,13,0,13,5,1,13,KS 5C,michael6,,160,80,4063,2813.6666666666665,2149,any_called,steal,SB,B,0,0,0.20757169312162665,0.14874946710724257,0.40556834853850204,0.3397869747451784,0,none,,"[0, 0, 1, 1228.0]",Deal,22,0,0,80,4223.0,"('fold', 0)","('fold', 0)","('fold', 0)","('fold', 0)",150,,-0.32600000000000007
5,3,2,0,0,5,0,2,0,5,0,60000.0,bet,0.75,2328,0,1120,5,,,,,,,,,,,,1,6,0,0,0,0,14,3,17,1,7390,320,0.3919239044189453,False,0,6,20180810125958249,Middle,1,14,0,14,3,2,14,AC 3C,michael6,,320,320,3743,2372.5,1829,any_called,steal,D,L,0,0,0.2672031746030732,0.5579349352512444,0.4424993085702087,0.4105729505798208,0,none,,"[0, 0, 1, 2328.0]",Deal,23,0,0,160,4063.0,"('fold', 0)","('allin', 7390)","('fold', 0)","('fold', 0)",150,,-0.32400000000000007
5,2,1,0,0,5,0,1,0,5,0,60000.0,bet,0.75,7723,0,800,5,,,,,,,,,,,,0,8,0,0,0,0,13,8,21,0,8510,320,0.3457300662994385,False,0,6,20180810125958249,Middle,1,13,0,13,8,1,13,8H KS,michael6,,320,320,3423,2172.5,1529,any_called,steal,2,E,0,0,0.22872222222213814,0.22406170961562424,0.42000996093414855,0.363965429642934,0,none,,"[0, 0, 1, 7723.0]",Deal,24,0,0,160,3743.0,"('fold', 0)","('fold', 0)","('fold', 0)","('fold', 0)",150,,-0.32200000000000006
4,1,0,0,0,4,0,0,0,4,0,60000.0,fold,0.75,0,0,480,5,,,,,,,,,,,,0,9,0,0,0,0,7,3,10,0,6661,320,0.3525698184967041,False,0,6,20180810125958249,Late,1,7,0,7,3,1,7,3S 7C,michael6,,320,320,5687,3619.6666666666665,2069,none,limp,1,E,0,0,0.17474920634920815,0.00023806747486484635,0.3797524472989345,0.2544972202819844,0,none,,"[1, 0, 0, 0]",Deal,25,0,0,160,5847.0,"('fold', 0)","('fold', 0)","('fold', 0)","('fold', 0)",150,,-0.21000000000000008
4,1,0,1,2,4,0,0,1,3,2,60000.0,fold,0.75,0,320,2400,5,,,,,,,,,,,,0,9,0,0,0,0,12,3,15,0,6341,960,0.3396108150482178,False,320,6,20180810125958249,Late,1,12,0,12,3,1,12,QD 3H,michael6,,1280,960,4887,3158.0,1429,any_raised,limp,BB,B,0,0,0.22724325396820355,0.03423028818075847,0.41905102015643164,0.31440586616074134,0,none,,"[1, 0, 0, 0]",Deal,26,0,0,160,6167.0,"('fold', 0)","('fold', 0)","('fold', 0)","('fold', 0)",150,,-0.20800000000000007
4,3,1,1,0,4,1,1,1,3,0,60000.0,check,0.75,0,160,469,5,,,,,,,,,,,,0,9,0,0,0,0,13,4,17,0,6181,0,0.2443709373474121,False,160,6,20180810125958249,Late,1,13,0,13,4,1,13,KH 4C,michael6,,160,0,8407,4203.5,0,any_called,limp,SB,B,0,0,0.2556837301586567,0.28250612271632675,0.43624483984433776,0.3455501671665903,0,none,,"[0, 1, 0, 0]",Deal,27,0,0,160,8567.0,"('fold', 0)","('fold', 0)","('fold', 0)","('fold', 0)",150,,-0.20600000000000007
4,0,0,0,0,3,1,0,0,3,0,108,check,0.75,0,0,0,5,3H 8H QC,0,0,0,1,1,12,12,3,2,8,0,9,0,0,0,0,13,4,17,0,6181,0,0.2974879741668701,True,0,6,20180810125958249,Late,1,13,0,13,12,3,13,KH 4C,michael6,none,0,320,8407,4203.5,0,none,limp,SB,B,160,469,0.16666666666666666,0.08499953374798577,0.372677996249965,0.2933771853916548,-0.08901706349199004,none,0.2556837301586567,"[0, 1, 0, 0]",Flop,27,0,0,160,8407.0,,,,,150,0.0,-0.3400000000000001
4,1,0,1,0,4,0,0,1,3,0,60000.0,bet,0.75,2018,0,960,6,,,,,,,,,,,,0,9,0,0,0,0,13,6,19,0,6203,640,0.3426039218902588,False,0,6,20180810125958249,Late,1,13,0,13,6,1,13,6H KD,michael6,,640,640,7767,3947.0,127,all_folded,steal,D,L,0,0,0.2717531746030916,0.40182277602021726,0.4448633348526637,0.36250529491303507,0,none,,"[0, 0, 1, 2018.0]",Deal,28,0,0,320,8407.0,"('fold', 0)","('fold', 0)","('fold', 0)","('fold', 0)",150,,-0.20400000000000007
4,1,0,0,0,4,0,0,0,4,0,60000.0,bet,0.75,1747,0,960,6,,,,,,,,,,,,0,8,1,0,0,0,8,7,15,0,5949,640,0.3484771251678467,False,0,6,20180810125958249,Late,2,8,0,8,7,1,8,8C 7D,michael6,,640,640,7447,3697.0,1341,none,steal,1,E,0,0,0.2481476190475817,0.23649291245199247,0.4319379332827784,0.335399081570703,0,none,,"[0, 0, 1, 1747.0]",Deal,29,0,0,320,7767.0,"('fold', 0)","('fold', 0)","('fold', 0)","('fold', 0)",150,,-0.20200000000000007
4,1,0,2,0,4,0,0,2,2,0,60000.0,bet,0.75,960,320,960,6,,,,,,,,,,,,0,9,0,0,0,0,12,4,16,0,6909,320,0.3496978282928467,False,320,6,20180810125958249,Late,1,12,0,12,4,1,12,QD 4S,michael6,,640,320,701,701.0,701,all_folded,steal,SB,B,0,0,0.2359220238094677,0.46234397641955366,0.4245736950060762,0.31998761542067083,0,none,,"[0, 0, 1, 960.0]",Deal,31,0,0,320,1341.0,"('fold', 0)","('fold', 0)","('fold', 0)","('fold', 0)",150,,-0.19800000000000006
4,1,0,1,0,4,0,0,1,3,0,60000.0,bet,0.75,1609,0,960,6,,,,,,,,,,,,0,6,0,0,1,0,13,11,24,0,7869,640,0.32512617111206055,False,0,6,20180810125958249,Late,1,13,0,13,11,1,13,KC JH,michael6,,640,640,6807,3594.0,381,all_folded,steal,D,L,0,0,0.3477059523809021,0.7344291151648412,0.4762420845114299,0.44104940094514233,0,none,,"[0, 0, 1, 1609.0]",Deal,32,0,0,320,7447.0,"('fold', 0)","('allin', 7869)","('raise', 2560)","('fold', 0)",150,,-0.19600000000000006
4,1,0,0,1,2,0,0,0,2,1,348,check,0.75,0,0,640,6,4D TD QS,0,0,0,2,1,12,12,4,2,10,0,6,0,0,1,0,13,11,24,0,6260,640,0.4130840301513672,False,0,6,20180810125958249,Late,3,13,0,13,12,2,10,KC JH,michael6,none,640,640,5198,5198.0,5198,any_raised,call,D,L,1609,3538,0.5129310344827587,0.408758842825561,0.49767219726785283,0.6778758454075365,0.1652250821018566,none,0.3477059523809021,"[0, 1, 0, 0]",Flop,32,0,0,320,5838.0,,,,,150,0.13283520132835203,-0.33000000000000007
4,1,0,0,1,2,0,0,0,2,1,314,bet,0.75,20480,0,640,6,4D TD QS 9C,0,2,10,2,1,12,12,4,2,10,0,6,0,0,1,0,13,11,24,0,5620,640,0.39201927185058594,False,0,6,20180810125958249,Late,4,13,4,13,0,2,13,KC JH,michael6,strong,640,640,4558,4558.0,4558,any_raised,allin,D,L,2249,4818,0.9665605095541401,0.9965714285714286,0.17301085484077,1.0245496549528255,0.4536294750713814,none,0.5129310344827587,"[0, 0, 0.2, 20480]",Turn,32,0,0,320,5198.0,,,,,150,0.10495244342407346,-0.32255394604663284
