N,NMaxBet,NRcall,NRfold,NRraise,N_effective,Nallin,Ncall,Nfold,Nnf,Nraise,Nsim,action,aggresiveness,amount,bet,bet_sum,blind_level,board,board_aces,board_conn,board_conn_rank,board_faces,board_kind,board_kind_rank,board_rank1,board_rank2,board_suit,board_suit_rank,cards_aces,cards_category,cards_conn,cards_conn2,cards_faces,cards_pair,cards_rank1,cards_rank2,cards_rank_sum,cards_suit,chips,cost_to_call,cputime,first,forced_bet,game_N,game_id,game_phase,hand_conn,hand_conn_rank,hand_score0,hand_score1,hand_score2,hand_suit,hand_suit_rank,hole,logic,made_hand,maxBet,minBet,op_chips_max,op_chips_mean,op_chips_min,op_resp,play,position,position_feature,pot,pot_sum,prWin,prWinCond,prWinStd,prWin_adj,prWin_delta,prev_action,prev_prWin,resp,roundName,round_id,self_Ncall,self_Nraise,smallBlind,stake,stt_early_preflop,stt_late_preflop_allin,stt_middle_preflop,stt_preflop_pairs,tableNumber,thd_call,tightness
8,1,0,0,0,8,0,0,0,8,0,60000.0,fold,0.75,0,0,30,1,,,,,,,,,,,,0,9,0,0,0,0,6,3,9,0,3000,20,0.3898892402648926,False,0,8,20180810124431785,Early,1,6,0,6,3,1,6,3C 6D,michael6,,20,20,3000,2995.714285714286,2980,none,limp,1,E,0,0,0.09267777777777764,0.0,0.28998035672084843,0.26028642396242807,0,none,,"[1, 0, 0, 0]",Deal,1,0,0,10,3000.0,"('fold', 0)","('fold', 0)","('fold', 0)","('fold', 0)",109,,-0.5780000000000001
8,3,2,4,1,8,0,2,4,4,1,60000.0,bet,0.75,160,20,510,1,,,,,,,,,,,,1,7,0,0,0,0,14,9,23,0,2980,140,0.35045671463012695,False,20,8,20180810124431785,Early,1,14,0,14,9,1,14,AD 9H,michael6,,160,140,2820,2813.3333333333335,2800,any_raised,steal,BB,B,0,0,0.1631393518518532,0.3964889189438355,0.3694927654626142,0.37744515582016946,0,none,,"[0, 0, 1, 160.0]",Deal,2,0,0,10,2980.0,"('fold', 0)","('fold', 0)","('fold', 0)","('fold', 0)",109,,-0.5800000000000001
8,1,2,6,2,8,0,2,6,2,3,60000.0,bet,0.75,320,180,990,1,,,,,,,,,,,,1,7,0,0,0,0,14,9,23,0,2820,300,0.3518829345703125,False,0,8,20180810124431785,Early,1,14,0,14,9,1,14,AD 9H,michael6,,480,300,2500,2500.0,2500,any_reraised,steal,BB,B,0,0,0.1631393518518532,0.45832754809883125,0.3694927654626142,0.37744515582016946,0,bet/raise/allin,,"[0, 0, 1, 320.0]",Deal,2,0,1,10,2980.0,"('fold', 0)","('fold', 0)","('call', 0)","('fold', 0)",109,,-0.5800000000000001
8,0,0,0,0,2,0,0,0,2,0,117,bet,0.75,268,0,0,1,8C JC 3C,0,0,0,1,1,11,11,3,3,11,1,7,0,0,0,0,14,9,23,0,2500,0,0.42560410499572754,True,0,8,20180810124431785,Early,1,9,0,14,11,3,11,AD 9H,michael6,,0,20,2480,2480.0,2480,none,steal,BB,B,500,1330,0.41452991452991456,0.5356892940828433,0.4860911520275595,0.557395719058454,0.25139056267806137,none,0.1631393518518532,"[0, 0, 1, 268.0]",Flop,2,0,0,10,2480.0,,,,,109,,-0.29000000000000004
8,0,0,0,0,2,0,0,0,2,0,127,check,0.75,0,0,0,1,8C JC 3C 7H,0,2,8,1,1,11,11,3,3,11,1,7,0,0,0,0,14,9,23,0,2232,0,0.48162293434143066,True,0,8,20180810124431785,Early,2,9,0,14,11,3,11,AD 9H,michael6,none,0,20,2212,2212.0,2212,none,call,BB,B,768,1866,0.3779527559055118,0.5334806743909684,0.4848757265619103,0.5244061314220596,-0.03657715862440275,none,0.41452991452991456,"[0, 0.8, 0.2, 40]",Turn,2,0,0,10,2212.0,,,,,109,0.0,-0.3020431163980906
8,1,0,0,1,2,0,1,0,2,1,471,check,0.75,0,0,20,1,8C JC 3C 7H,0,2,8,1,1,11,11,3,3,11,1,7,0,0,0,0,14,9,23,0,2232,20,0.4454071521759033,False,0,8,20180810124431785,Early,2,9,0,14,11,3,11,AD 9H,michael6,none,20,20,2192,2192.0,2192,any_raised,call,BB,B,768,1866,0.42038216560509556,0.4484063852813851,0.4871258294267234,0.5694767792959604,0.005852251075181003,check/call,0.41452991452991456,"[0, 1, 0, 0]",Turn,2,1,0,10,2212.0,,,,,109,0.01049317943336831,-0.3020431163980906
8,0,0,0,0,2,0,0,0,2,0,220,check,0.75,0,0,0,1,8C JC 3C 7H 5S,0,2,8,1,1,11,11,3,3,11,1,7,0,0,0,0,14,9,23,0,2212,0,0.4647519588470459,True,0,8,20180810124431785,Early,2,9,0,14,11,3,11,AD 9H,michael6,none,0,20,2192,2192.0,2192,none,call,BB,B,788,1906,0.34545454545454546,0.6120184414174689,0.46829213175234646,0.4900018034344735,-0.0749276201505501,none,0.42038216560509556,"[0, 0.8, 0.2, 40]",River,2,0,0,10,2192.0,,,,,109,0.0,-0.3039796399607239
8,1,0,0,1,2,0,1,0,2,1,528,check,0.75,0,0,20,1,8C JC 3C 7H 5S,0,2,8,1,1,11,11,3,3,11,1,7,0,0,0,0,14,9,23,0,2212,20,0.445969820022583,False,0,8,20180810124431785,Early,2,9,0,14,11,3,11,AD 9H,michael6,none,20,20,2172,2172.0,2172,any_raised,call,BB,B,788,1906,0.3693181818181818,0.5907444374286817,0.47966796151690716,0.5160248980104161,-0.051063983786913736,check/call,0.42038216560509556,"[0, 0.8, 0.2, 40]",River,2,1,0,10,2192.0,,,,,109,0.010277492291880781,-0.3039796399607239
8,6,5,1,0,8,0,5,1,7,0,60000.0,fold,0.75,0,10,130,1,,,,,,,,,,,,0,9,0,0,0,0,5,2,7,0,4128,10,0.3708810806274414,False,10,8,20180810124431785,Early,1,5,0,5,2,1,5,2S 5C,michael6,,20,10,3427,2790.3333333333335,2152,any_called,limp,SB,B,0,0,0.09019027777777766,0.0,0.28645417010779395,0.25690660478051375,0,none,,"[1, 0, 0, 0]",Deal,3,0,0,10,3447.0,"('fold', 0)","('fold', 0)","('fold', 0)","('fold', 0)",109,,-0.5820000000000001
8,1,3,1,1,8,0,3,1,7,1,60000.0,fold,0.75,0,0,363,1,,,,,,,,,,,,0,9,0,0,0,0,11,7,18,1,4128,273,0.3601198196411133,False,0,8,20180810124431785,Early,1,11,0,11,7,2,11,JS 7S,michael6,,273,273,3154,2751.5,2420,any_raised,limp,D,L,0,0,0.1585879629629631,0.003341365461847389,0.3652914192343162,0.3719181517958038,0,none,,"[1, 0, 0, 0]",Deal,4,0,0,10,3427.0,"('fold', 0)","('fold', 0)","('fold', 0)","('fold', 0)",109,,-0.5840000000000001
