tableNumber,game_id,round_id,smallBlind,roundName,playerName,isHuman,isOnline,chips,reloadCount,position,cards,board,roundBet,bet,action,amount
31,20180810135953735,1,10,Deal,3a71869c2737bf305d5f593512252371,False,True,2980,0,1,,,0,20,call,20
31,20180810135953735,1,10,Deal,3200ce5a4e56a3b15c606565013f0a34,False,True,3000,0,2,,,0,0,fold,0
31,20180810135953735,1,10,Deal,5f927bdc2bcc83a2454e9a3c24ddcf52,False,True,2980,0,3,,,0,20,call,20
31,20180810135953735,1,10,Deal,3cf643579c62a496854f7c2a674b4a5a,False,True,3000,0,4,,,0,0,fold,0
31,20180810135953735,1,10,Deal,ea8bb19d0db6e3db8ef698b71fa02c00,False,True,3000,0,5,JH QC,,0,0,fold,0
31,20180810135953735,1,10,Deal,ed5d907d04bd1f08ac41d24cb0d2fd13,False,True,2980,0,6,,,0,20,call,20
31,20180810135953735,1,10,Deal,007216ed0be2fd6ad8ae2211a98b16b1,False,True,3000,0,D,,,0,0,fold,0
31,20180810135953735,1,10,Deal,4e0879c5e51ac597357450b296c5bc3b,False,True,2980,0,SB,,,0,20,call,10
31,20180810135953735,1,10,Deal,c8d32c72964941f4c43e5967007d4b0c,False,True,2980,0,BB,,,0,20,call,0
31,20180810135953735,1,10,Flop,4e0879c5e51ac597357450b296c5bc3b,False,True,2980,0,SB,,KH KS 7H,20,0,check,0
31,20180810135953735,1,10,Flop,c8d32c72964941f4c43e5967007d4b0c,False,True,2980,0,BB,,KH KS 7H,20,0,check,0
31,20180810135953735,1,10,Flop,3a71869c2737bf305d5f593512252371,False,True,2960,0,1,,KH KS 7H,20,20,bet,20
31,20180810135953735,1,10,Flop,5f927bdc2bcc83a2454e9a3c24ddcf52,False,True,2940,0,3,,KH KS 7H,20,40,raise,40
31,20180810135953735,1,10,Flop,ed5d907d04bd1f08ac41d24cb0d2fd13,False,True,2980,0,6,,KH KS 7H,20,0,fold,0
31,20180810135953735,1,10,Flop,4e0879c5e51ac597357450b296c5bc3b,False,True,2980,0,SB,,KH KS 7H,20,0,fold,0
31,20180810135953735,1,10,Flop,c8d32c72964941f4c43e5967007d4b0c,False,True,2980,0,BB,,KH KS 7H,20,0,fold,0
31,20180810135953735,1,10,Flop,3a71869c2737bf305d5f593512252371,False,True,2940,0,1,,KH KS 7H,20,40,call,20
31,20180810135953735,1,10,Turn,3a71869c2737bf305d5f593512252371,False,True,2920,0,1,,KH KS 7H QS,60,20,bet,20
31,20180810135953735,1,10,Turn,5f927bdc2bcc83a2454e9a3c24ddcf52,False,True,2900,0,3,,KH KS 7H QS,60,40,raise,40
31,20180810135953735,1,10,Turn,3a71869c2737bf305d5f593512252371,False,True,2920,0,1,,KH KS 7H QS,60,20,fold,0
31,20180810135953735,2,10,Deal,3200ce5a4e56a3b15c606565013f0a34,False,True,3000,0,1,,,0,0,fold,0
31,20180810135953735,2,10,Deal,5f927bdc2bcc83a2454e9a3c24ddcf52,False,True,3140,0,2,,,0,0,fold,0
31,20180810135953735,2,10,Deal,3cf643579c62a496854f7c2a674b4a5a,False,False,3000,0,3,,,0,0,fold,0
31,20180810135953735,2,10,Deal,ea8bb19d0db6e3db8ef698b71fa02c00,False,True,3000,0,4,2C KH,,0,0,fold,0
31,20180810135953735,2,10,Deal,ed5d907d04bd1f08ac41d24cb0d2fd13,False,True,2960,0,5,,,0,20,call,20
31,20180810135953735,2,10,Deal,007216ed0be2fd6ad8ae2211a98b16b1,False,True,3000,0,6,,,0,0,fold,0
31,20180810135953735,2,10,Deal,4e0879c5e51ac597357450b296c5bc3b,False,False,2980,0,D,,,0,0,fold,0
31,20180810135953735,2,10,Deal,c8d32c72964941f4c43e5967007d4b0c,False,True,2960,0,SB,,,0,20,call,10
31,20180810135953735,2,10,Deal,3a71869c2737bf305d5f593512252371,False,False,2900,0,BB,,,0,20,fold,0
31,20180810135953735,2,10,Flop,c8d32c72964941f4c43e5967007d4b0c,False,True,2960,0,SB,,AD 2S 5S,20,0,check,0
31,20180810135953735,2,10,Flop,ed5d907d04bd1f08ac41d24cb0d2fd13,False,True,2960,0,5,,AD 2S 5S,20,0,fold,0
31,20180810135953735,3,10,Deal,5f927bdc2bcc83a2454e9a3c24ddcf52,False,True,3120,0,1,,,0,20,call,20
31,20180810135953735,3,10,Deal,3cf643579c62a496854f7c2a674b4a5a,False,False,3000,0,2,,,0,0,fold,0
31,20180810135953735,3,10,Deal,ea8bb19d0db6e3db8ef698b71fa02c00,False,True,3000,0,3,KS 7D,,0,0,fold,0
31,20180810135953735,3,10,Deal,ed5d907d04bd1f08ac41d24cb0d2fd13,False,True,2940,0,4,,,0,20,call,20
31,20180810135953735,3,10,Deal,007216ed0be2fd6ad8ae2211a98b16b1,False,True,3000,0,5,,,0,0,fold,0
31,20180810135953735,3,10,Deal,4e0879c5e51ac597357450b296c5bc3b,False,False,2980,0,6,,,0,0,fold,0
